Customer_Key,Num_Recomendaciones,Recomendacion_1_ContentKey,Recomendacion_1_Titulo,Recomendacion_1_Score,Recomendacion_2_ContentKey,Recomendacion_2_Titulo,Recomendacion_2_Score,Recomendacion_3_ContentKey,Recomendacion_3_Titulo,Recomendacion_3_Score,Recomendacion_4_ContentKey,Recomendacion_4_Titulo,Recomendacion_4_Score,Recomendacion_5_ContentKey,Recomendacion_5_Titulo,Recomendacion_5_Score,Recomendacion_6_ContentKey,Recomendacion_6_Titulo,Recomendacion_6_Score,Recomendacion_7_ContentKey,Recomendacion_7_Titulo,Recomendacion_7_Score,Recomendacion_8_ContentKey,Recomendacion_8_Titulo,Recomendacion_8_Score,Recomendacion_9_ContentKey,Recomendacion_9_Titulo,Recomendacion_9_Score,Recomendacion_10_ContentKey,Recomendacion_10_Titulo,Recomendacion_10_Score
1572,10,1551,Grave of the Fireflies,306.2972,1589,Gabriel's Inferno,302.1857,1595,Once Upon a Studio,293.5879,1559,A Dog's Will,275.8797,1592,Lucy Shimmers and the Prince of Peace,270.2125,1527,Psycho,263.6363,1590,Gabriel's Inferno: Part II,259.0475,1547,The Lion King,258.4376,1584,Miracle in Cell No. 7,257.9988,1555,Neon Genesis Evangelion: The End of Evangelion,257.3161
1573,10,1520,Seven Samurai,353.8018,1582,Clouds,295.5552,1547,The Lion King,290.2509,1524,"The Good, the Bad and the Ugly",280.2228,1553,Harakiri,278.2257,1562,Hotarubi no Mori e,254.2519,1516,The Silence of the Lambs,252.7695,1521,12 Angry Men,249.26,1541,Paths of Glory,248.5813,1510,Princess Mononoke,248.3972
1574,10,1582,Clouds,336.8069,1565,Whiplash,331.6145,1589,Gabriel's Inferno,314.1019,1597,The Wild Robot,292.6852,1581,The Legend of Hei,288.1405,1504,Gladiator,269.1851,1578,Violet Evergarden: The Movie,259.8889,1594,Radical,257.9479,1556,Dilwale Dulhania Le Jayenge,255.112,1600,Counterattack,254.5109
1575,10,1548,The Legend of 1900,272.9341,1573,Life in a Year,268.9712,1571,Dou kyu sei – Classmates,266.7415,1591,Gabriel's Inferno: Part III,265.3215,1513,Dead Poets Society,255.594,1579,Spider-Man: Across the Spider-Verse,252.5558,1580,Rascal Does Not Dream of a Dreaming Girl,248.2876,1596,¿Quieres ser mi hijo?,246.7814,1527,Psycho,244.7076,1567,Avengers: Endgame,242.7292
1576,10,1557,Inception,274.5058,1578,Violet Evergarden: The Movie,273.352,1559,A Dog's Will,271.4561,1549,Perfect Blue,271.0229,1567,Avengers: Endgame,263.0366,1542,It's a Wonderful Life,259.1839,1600,Counterattack,249.8982,1581,The Legend of Hei,248.8598,1513,Dead Poets Society,244.7927,1537,Se7en,238.3612
1577,10,1532,The Matrix,305.9555,1536,GoodFellas,281.5171,1590,Gabriel's Inferno: Part II,260.7679,1553,Harakiri,255.6316,1559,A Dog's Will,254.0767,1596,¿Quieres ser mi hijo?,249.3875,1562,Hotarubi no Mori e,240.7241,1545,Ikiru,233.2496,1563,Wolf Children,232.9167,1557,Inception,232.7491
1578,10,1528,Fight Club,328.4421,1550,Cinema Paradiso,288.8483,1574,Green Book,286.7817,1595,Once Upon a Studio,276.6789,1533,Life Is Beautiful,271.6713,1509,The Lord of the Rings: The Return of the King,253.7657,1516,The Silence of the Lambs,251.9602,1524,"The Good, the Bad and the Ugly",242.7176,1590,Gabriel's Inferno: Part II,236.8555,1512,The Dark Knight,236.3751
1579,10,1539,City Lights,276.3256,1516,The Silence of the Lambs,266.4892,1547,The Lion King,264.5974,1541,Paths of Glory,258.7628,1553,Harakiri,251.7111,1561,The Intouchables,247.0173,1599,Chainsaw Man - The Movie: Reze Arc,244.214,1512,The Dark Knight,239.8051,1558,Le Trou,239.1138,1593,The Quintessential Quintuplets Movie,237.5796
1580,10,1568,Avengers: Infinity War,279.8192,1585,Dedicated to my ex,264.7961,1543,The Empire Strikes Back,260.4814,1525,The Green Mile,252.683,1578,Violet Evergarden: The Movie,249.7188,1596,¿Quieres ser mi hijo?,243.8791,1515,The Godfather Part II,241.3681,1580,Rascal Does Not Dream of a Dreaming Girl,238.7582,1527,Psycho,234.0623,1539,City Lights,231.9015
1581,10,1587,Out of the Clear Blue Sky,347.309,1588,Impossible Things,301.7726,1528,Fight Club,296.9503,1568,Avengers: Infinity War,287.3793,1571,Dou kyu sei – Classmates,285.1179,1596,¿Quieres ser mi hijo?,270.2573,1520,Seven Samurai,266.2489,1543,The Empire Strikes Back,246.4673,1554,A Brighter Summer Day,242.9277,1532,The Matrix,233.0871
1582,10,1584,Miracle in Cell No. 7,332.358,1518,Once Upon a Time in America,293.3672,1582,Clouds,285.0306,1551,Grave of the Fireflies,282.5942,1536,GoodFellas,279.4674,1530,City of God,270.5511,1553,Harakiri,255.4688,1506,Back to the Future,254.7063,1522,The Pianist,252.7123,1520,Seven Samurai,251.4417
1583,10,1521,12 Angry Men,412.9692,1515,The Godfather Part II,314.698,1561,The Intouchables,285.2366,1560,We All Loved Each Other So Much,284.6706,1567,Avengers: Endgame,282.4112,1501,Forrest Gump,278.3893,1593,The Quintessential Quintuplets Movie,275.371,1554,A Brighter Summer Day,267.9678,1596,¿Quieres ser mi hijo?,266.5175,1536,GoodFellas,261.9192
1584,10,1525,The Green Mile,354.8575,1600,Counterattack,318.6242,1545,Ikiru,296.9175,1557,Inception,262.7416,1578,Violet Evergarden: The Movie,260.4708,1596,¿Quieres ser mi hijo?,260.2649,1520,Seven Samurai,257.1054,1571,Dou kyu sei – Classmates,253.9777,1549,Perfect Blue,247.3709,1527,Psycho,246.9626
1585,10,1503,American History X,276.9532,1544,Modern Times,276.1191,1598,The Forge,265.5431,1502,Apocalypse Now,261.8592,1527,Psycho,245.9206,1600,Counterattack,243.4574,1587,Out of the Clear Blue Sky,243.2092,1599,Chainsaw Man - The Movie: Reze Arc,238.7814,1529,Rear Window,237.7882,1519,Once Upon a Time in the West,235.4811
1586,10,1556,Dilwale Dulhania Le Jayenge,321.9792,1581,The Legend of Hei,282.1855,1521,12 Angry Men,262.1973,1590,Gabriel's Inferno: Part II,259.5597,1545,Ikiru,248.0848,1541,Paths of Glory,244.4986,1586,"Josee, the Tiger and the Fish",242.9048,1524,"The Good, the Bad and the Ugly",240.2608,1566,Hope,238.3328,1555,Neon Genesis Evangelion: The End of Evangelion,236.3115
1587,10,1556,Dilwale Dulhania Le Jayenge,309.3197,1596,¿Quieres ser mi hijo?,281.6405,1524,"The Good, the Bad and the Ugly",271.2184,1525,The Green Mile,267.0523,1600,Counterattack,245.8162,1549,Perfect Blue,241.8408,1567,Avengers: Endgame,240.3972,1573,Life in a Year,239.8771,1599,Chainsaw Man - The Movie: Reze Arc,235.792,1583,Given,228.7348
1588,10,1598,The Forge,385.7709,1513,Dead Poets Society,285.4159,1596,¿Quieres ser mi hijo?,262.1197,1568,Avengers: Infinity War,251.8331,1510,Princess Mononoke,251.0128,1553,Harakiri,248.0463,1555,Neon Genesis Evangelion: The End of Evangelion,247.3161,1581,The Legend of Hei,236.3534,1562,Hotarubi no Mori e,231.4126,1521,12 Angry Men,228.7888
1589,10,1600,Counterattack,304.3286,1552,High and Low,286.4834,1564,Interstellar,273.814,1568,Avengers: Infinity War,259.0377,1570,Your Name.,249.8643,1549,Perfect Blue,242.2139,1598,The Forge,241.2977,1566,Hope,239.3532,1512,The Dark Knight,233.775,1561,The Intouchables,230.1564
1590,10,1508,The Lord of the Rings: The Two Towers,296.5135,1598,The Forge,272.9767,1567,Avengers: Endgame,267.7552,1506,Back to the Future,265.8489,1550,Cinema Paradiso,256.6449,1596,¿Quieres ser mi hijo?,251.9343,1562,Hotarubi no Mori e,250.2682,1521,12 Angry Men,243.2555,1511,Spirited Away,241.2823,1553,Harakiri,236.4398
1591,10,1596,¿Quieres ser mi hijo?,289.595,1560,We All Loved Each Other So Much,274.1032,1555,Neon Genesis Evangelion: The End of Evangelion,255.8983,1567,Avengers: Endgame,236.4425,1590,Gabriel's Inferno: Part II,233.2584,1540,The Great Dictator,230.5771,1528,Fight Club,226.8531,1550,Cinema Paradiso,225.8735,1574,Green Book,225.7285,1586,"Josee, the Tiger and the Fish",222.6379
1592,10,1523,Schindler's List,423.165,1553,Harakiri,347.8991,1558,Le Trou,307.8333,1515,The Godfather Part II,260.8747,1585,Dedicated to my ex,256.1265,1570,Your Name.,255.9401,1528,Fight Club,254.5088,1562,Hotarubi no Mori e,250.1798,1545,Ikiru,246.9705,1547,The Lion King,246.1261
1593,10,1588,Impossible Things,303.718,1503,American History X,259.1141,1567,Avengers: Endgame,255.1346,1596,¿Quieres ser mi hijo?,253.2268,1511,Spirited Away,245.8468,1515,The Godfather Part II,241.6534,1528,Fight Club,240.9068,1520,Seven Samurai,238.1666,1570,Your Name.,234.807,1580,Rascal Does Not Dream of a Dreaming Girl,234.3276
1594,10,1523,Schindler's List,295.2324,1596,¿Quieres ser mi hijo?,277.1966,1504,Gladiator,274.8567,1553,Harakiri,259.1655,1542,It's a Wonderful Life,247.2052,1550,Cinema Paradiso,245.4082,1540,The Great Dictator,238.6348,1519,Once Upon a Time in the West,237.9093,1559,A Dog's Will,235.8634,1600,Counterattack,233.9419
1595,10,1516,The Silence of the Lambs,256.2123,1545,Ikiru,245.7239,1524,"The Good, the Bad and the Ugly",241.0436,1527,Psycho,240.761,1538,Saving Private Ryan,240.0528,1518,Once Upon a Time in America,237.997,1591,Gabriel's Inferno: Part III,236.8379,1553,Harakiri,234.9618,1592,Lucy Shimmers and the Prince of Peace,234.4584,1555,Neon Genesis Evangelion: The End of Evangelion,232.1738
1596,10,1581,The Legend of Hei,364.4602,1572,A Silent Voice: The Movie,294.238,1560,We All Loved Each Other So Much,294.0255,1515,The Godfather Part II,269.3917,1567,Avengers: Endgame,248.1417,1512,The Dark Knight,246.9304,1547,The Lion King,239.3396,1562,Hotarubi no Mori e,233.6645,1565,Whiplash,233.0353,1593,The Quintessential Quintuplets Movie,232.7666
1597,10,1555,Neon Genesis Evangelion: The End of Evangelion,365.2708,1551,Grave of the Fireflies,320.6382,1545,Ikiru,285.2711,1565,Whiplash,270.2671,1553,Harakiri,252.4013,1567,Avengers: Endgame,249.9533,1533,Life Is Beautiful,249.5107,1558,Le Trou,245.8399,1570,Your Name.,242.8924,1528,Fight Club,242.5585
1598,10,1519,Once Upon a Time in the West,303.1538,1509,The Lord of the Rings: The Return of the King,263.3416,1566,Hope,254.6378,1573,Life in a Year,247.6953,1581,The Legend of Hei,245.4639,1524,"The Good, the Bad and the Ugly",243.4977,1564,Interstellar,243.0514,1520,Seven Samurai,240.0001,1583,Given,239.4487,1504,Gladiator,238.3176
1599,10,1538,Saving Private Ryan,427.6636,1544,Modern Times,374.5401,1545,Ikiru,271.5874,1567,Avengers: Endgame,268.0623,1596,¿Quieres ser mi hijo?,263.0805,1575,Parasite,253.5732,1584,Miracle in Cell No. 7,247.4478,1562,Hotarubi no Mori e,244.4084,1583,Given,243.6746,1509,The Lord of the Rings: The Return of the King,236.3059
1600,10,1594,Radical,411.0305,1574,Green Book,269.1218,1503,American History X,263.7126,1530,City of God,260.6459,1555,Neon Genesis Evangelion: The End of Evangelion,256.2398,1521,12 Angry Men,245.9015,1504,Gladiator,239.9707,1531,Sunset Boulevard,238.9939,1536,GoodFellas,238.8032,1569,Spider-Man: Into the Spider-Verse,237.2428
