TalentKey,ActorID,FirstName,LastName,nationality,gender,birth_year,death_year,is_active,known_for_dept,popularity_score,awards_count,active_since_year
5911,4004190,Penelope,Santos,AR,female,1971,,1,Acting,4.74,0,1988
5912,4004191,Taro,Sasaki,JP,male,1995,,1,Acting,4.21,0,2017
5913,4004192,William,Garcia,US,male,1996,,1,Acting,10.55,0,2015
5914,4004193,Sarah,Lee,US,female,1935,,0,Acting,0.5,0,1964
5915,4004194,Seo-jun,Park,KR,male,1971,,1,Acting,0.5,0,1993
5916,4004195,Richard,Garcia,US,male,1916,,1,Acting,2.12,0,1942
5917,4004196,Joshua,Hernandez,US,male,1965,,1,Acting,8.91,0,1990
5918,4004197,Charlie,Taylor,GB,male,1970,,1,Acting,0.81,0,1990
5919,4004198,Kevin,Martin,US,male,1981,,1,Acting,0.5,0,2008
5920,4004199,Yoo-jin,Lim,KR,female,1949,,1,Acting,5.55,0,1983
5921,4004200,Kevin,Garcia,US,male,1974,,1,Acting,4.13,0,2002
5922,4004201,Aaron,Smith,US,male,1965,,1,Acting,1.24,0,1998
5923,4004202,Jordan,Pereira,EG,male,2003,,1,Acting,1.37,0,2019
5924,4004203,Emma,Pereira,MX,female,1988,,1,Acting,1.39,0,2015
5925,4004204,Lisa,Lee,US,female,1971,,1,Acting,3.67,0,1999
5926,4004205,Alex,Costa,RU,male,1959,,1,Acting,1.89,0,1977
5927,4004206,Blake,Lima,PT,male,1976,,1,Acting,5.18,0,1995
5928,4004207,Sakura,Suzuki,JP,female,1999,,1,Acting,0.5,0,2021
5929,4004208,Logan,Ferreira,AT,male,1990,,1,Acting,1.54,0,2009
5930,4004209,Blake,Oliveira,CN,male,1975,,1,Acting,1.21,0,2001
5931,4004210,William,Wilson,US,male,1966,,1,Acting,2.64,0,1993
5932,4004211,Tyler,Lopez,US,male,1967,,1,Acting,2.05,0,1986
5933,4004212,Brian,Rodriguez,US,male,1986,,1,Acting,6.81,0,2002
5934,4004213,Karen,Wilson,US,female,1956,,1,Acting,0.62,0,1972
5935,4004214,So-yeon,Yoon,KR,female,1989,,1,Acting,3.46,0,2013
5936,4004215,Oliver,Roberts,GB,male,1984,,1,Acting,5.49,0,2008
5937,4004216,Soo-jin,Park,KR,female,1967,,1,Acting,17.65,0,1993
5938,4004217,Jordan,Costa,AU,male,1972,,1,Acting,2.15,0,1993
5939,4004218,Nana,Sato,JP,female,1972,,1,Acting,4.45,0,1994
5940,4004219,Morgan,Costa,MX,male,1974,,1,Acting,0.65,0,2001
5941,4004220,Aria,Santos,BE,female,1982,,1,Acting,0.5,0,2007
5942,4004221,Rebecca,Thomas,US,female,1979,,1,Acting,7.1,0,2004
5943,4004222,Stephanie,Jones,US,female,1965,,1,Acting,3.3,0,1994
5944,4004223,Luca,Marino,IT,male,1981,,1,Acting,9.59,0,2004
5945,4004224,Melissa,Brown,US,female,1978,,1,Acting,0.96,0,2000
5946,4004225,Melissa,Taylor,US,female,1990,,1,Acting,5.3,0,2006
5947,4004226,Dorothy,Martin,US,female,1953,,0,Acting,17.85,0,1983
5948,4004227,Chloe,Costa,CN,female,1969,,1,Acting,4.84,0,1999
5949,4004228,William,Hernandez,US,male,1985,,1,Acting,4.26,0,2008
5950,4004229,Martina,Bianchi,IT,female,1951,,0,Acting,3.35,0,1968
5951,4004230,Léa,Leroy,FR,female,1964,,1,Acting,0.81,0,1988
5952,4004231,Sandra,Taylor,US,female,1944,2011.0,0,Acting,11.25,0,1972
5953,4004232,Emily,Jones,US,female,1996,,1,Acting,1.92,0,2012
5954,4004233,Alice,Mancini,IT,female,1960,,1,Acting,5.23,0,1985
5955,4004234,Adam,Wilson,US,male,1955,,0,Acting,0.81,0,1982
5956,4004235,Michael,Jackson,US,male,1963,,1,Acting,1.15,0,1986
5957,4004236,Layla,Pereira,MX,female,1984,,1,Acting,12.08,0,2003
5958,4004237,Mia,Santos,AT,female,1946,,1,Acting,2.43,0,1972
5959,4004238,Jennifer,Martinez,US,female,1980,,1,Acting,12.28,0,2002
5960,4004239,Daiki,Sato,JP,male,1980,,1,Acting,3.09,0,2006
5961,4004240,Isla,Robinson,GB,female,1994,,1,Acting,0.63,0,2010
5962,4004241,Brian,Wilson,US,male,1922,,1,Acting,7.41,0,1945
5963,4004242,Penelope,Silva,AT,female,1962,,1,Acting,1.95,0,1987
5964,4004243,James,Davis,US,male,1982,,1,Acting,6.23,0,2000
5965,4004244,Adam,Davis,US,male,1964,,1,Acting,3.4,0,1983
5966,4004245,David,Garcia,US,male,1972,,1,Acting,0.83,0,1997
5967,4004246,Jordan,Alves,AR,male,1964,,1,Acting,3.85,0,1980
5968,4004247,Sofia,Carvalho,AR,female,1956,,1,Acting,23.97,0,1977
5969,4004248,Dorothy,Rodriguez,US,female,1973,,1,Acting,5.17,0,1996
5970,4004249,Tyler,Anderson,US,male,2005,,1,Acting,3.15,0,2021
5971,4004250,Jessica,Moore,US,female,1990,,1,Acting,8.74,0,2015
5972,4004251,Alex,Alves,RU,male,1976,,1,Acting,4.01,0,1997
5973,4004252,Richard,Rodriguez,US,male,1966,,1,Acting,4.01,0,1997
5974,4004253,Barbara,Davis,US,female,1984,,1,Acting,1.24,0,2013
5975,4004254,Quinn,Costa,DE,male,1934,,0,Acting,4.1,0,1959
5976,4004255,Nancy,Jones,US,female,1994,,1,Acting,8.43,0,2020
5977,4004256,Betty,Rodriguez,US,female,1995,,1,Acting,1.56,0,2019
5978,4004257,Richard,Thomas,US,male,1969,,1,Acting,11.97,0,1987
5979,4004258,Nora,Oliveira,AR,female,1978,,1,Acting,3.06,0,2006
5980,4004259,Brian,Miller,US,male,1992,,1,Acting,1.49,0,2019
5981,4004260,Susan,Lee,US,female,2001,,1,Acting,8.15,0,2022
5982,4004261,Riko,Suzuki,JP,female,1977,,1,Acting,2.56,0,2005
5983,4004262,Brandon,Jackson,US,male,1974,,1,Acting,6.58,0,1991
5984,4004263,Ye-jin,Lim,KR,female,1982,,1,Acting,2.55,0,2002
5985,4004264,Ana,García,ES,female,1998,,1,Acting,3.15,0,2019
5986,4004265,Eric,Martinez,US,male,1968,,1,Acting,5.18,0,1984
5987,4004266,Daiki,Kobayashi,JP,male,1967,,1,Acting,4.31,0,1984
5988,4004267,Sandra,Hernandez,US,female,1992,,1,Acting,0.55,0,2018
5989,4004268,Lily,Ferreira,AT,female,1966,,1,Acting,1.21,0,1990
5990,4004269,Joshua,Martinez,US,male,1989,,1,Acting,7.66,0,2015
5991,4004270,Kevin,Jones,US,male,1981,,1,Acting,2.95,0,1999
5992,4004271,Cameron,Lima,DE,male,1964,,1,Acting,2.07,0,1988
5993,4004272,Carmen,Ruiz,ES,female,1934,,0,Acting,0.98,0,1950
5994,4004273,Lisa,Taylor,US,female,1987,,1,Acting,1.26,0,2014
5995,4004274,Robert,Wilson,US,male,1991,,1,Acting,0.54,0,2013
5996,4004275,Rebecca,Lee,US,female,1931,,0,Acting,3.03,0,1950
5997,4004276,Christopher,Anderson,US,male,1945,,0,Acting,1.94,0,1967
5998,4004277,Daniel,Davis,US,male,1986,,1,Acting,1.39,0,2008
5999,4004278,Luna,Silva,MX,female,1990,,1,Acting,3.12,0,2006
6000,4004279,Aoi,Kato,JP,female,1989,,1,Acting,4.61,0,2015
6001,4004280,Luna,Souza,RU,female,1995,,1,Acting,21.84,0,2017
6002,4004281,Aria,Souza,RU,female,1977,,1,Acting,0.85,0,2001
6003,4004282,Nancy,Williams,US,female,1986,,1,Acting,9.43,0,2008
6004,4004283,John,Jones,US,male,1981,,1,Acting,7.97,0,2002
6005,4004284,James,Moore,US,male,1969,,1,Acting,1.65,0,1990
6006,4004285,Nora,Souza,RU,female,1937,,0,Acting,3.99,0,1953
6007,4004286,Olivia,Davies,GB,female,1997,,1,Acting,2.2,0,2018
6008,4004287,Shin,Ito,JP,male,1996,,1,Acting,3.92,0,2023
6009,4004288,Richard,Smith,US,male,1975,,1,Acting,12.91,0,1997
6010,4004289,James,Wilson,US,male,1976,,1,Acting,5.73,0,2001
6011,4004290,Louis,Laurent,FR,male,1948,,1,Acting,5.25,0,1986
6012,4004291,Jennifer,Lee,US,female,1927,,0,Acting,2.25,0,1958
6013,4004292,Nana,Watanabe,JP,female,1977,,1,Acting,0.87,0,2005
6014,4004293,Kevin,Taylor,US,male,2000,,1,Acting,2.75,1,2019
6015,4004294,Ginevra,Bianchi,IT,female,1988,,1,Acting,9.83,0,2012
6016,4004295,Martina,Rossi,IT,female,1992,,1,Acting,0.84,0,2015
6017,4004296,Mary,Martinez,US,female,1976,,1,Acting,1.28,0,2002
6018,4004297,Blake,Santos,RU,male,1963,,1,Acting,3.72,0,1988
6019,4004298,Kazuki,Matsumoto,JP,male,1968,,1,Acting,1.37,0,1997
6020,4004299,Ryu,Nakamura,JP,male,1964,,1,Acting,1.63,1,1980
6021,4004300,Riko,Tanaka,JP,female,1968,,1,Acting,2.27,0,2000
6022,4004301,Camille,Lefebvre,FR,female,1979,,1,Acting,0.97,0,2002
6023,4004302,Adam,Jackson,US,male,2007,,1,Acting,1.38,0,2023
6024,4004303,Aaron,Jones,US,male,1977,,1,Acting,6.25,0,1995
6025,4004304,Riley,Lima,NO,male,1945,,0,Acting,1.02,0,1970
6026,4004305,Lily,Ferreira,SE,female,1966,,1,Acting,0.79,0,1989
6027,4004306,Aurora,Rossi,IT,female,1966,,1,Acting,1.88,0,1989
6028,4004307,Jordan,Silva,AR,male,1989,,1,Acting,6.42,0,2022
6029,4004308,Jean,Robert,FR,male,1973,,1,Acting,2.78,0,1999
6030,4004309,Ashley,Smith,US,female,1995,,1,Acting,2.19,0,2021
6031,4004310,Samuel,Hernandez,US,male,1992,,1,Acting,3.46,0,2017
6032,4004311,Alex,Oliveira,AR,male,1973,,1,Acting,0.69,0,1989
6033,4004312,Cameron,Silva,AT,male,1978,,1,Acting,5.18,0,2008
6034,4004313,Aria,Santos,AU,female,1986,,1,Acting,4.69,0,2011
6035,4004314,Nora,Costa,BE,female,1974,,1,Acting,2.3,0,1998
6036,4004315,Eric,Simon,FR,male,1968,,1,Acting,8.21,0,1994
6037,4004316,Michael,Hernandez,US,male,2000,,1,Acting,1.2,0,2023
6038,4004317,Michael,Wilson,US,male,1992,,1,Acting,9.16,0,2014
6039,4004318,Brandon,Williams,US,male,1972,,1,Acting,3.82,0,1993
6040,4004319,Patricia,Brown,US,female,1983,,1,Acting,2.45,0,2009
6041,4004320,Quinn,Ferreira,IN,male,1939,,0,Acting,3.26,0,1960
6042,4004321,Brandon,Williams,US,male,1990,,1,Acting,3.01,0,2006
6043,4004322,Brandon,Garcia,US,male,1981,,1,Acting,9.96,0,2006
6044,4004323,Henry,Robinson,GB,male,1991,,1,Acting,1.26,0,2014
6045,4004324,Lily,Smith,GB,female,1991,,1,Acting,1.67,0,2010
6046,4004325,Mia,Carvalho,PT,female,1993,,1,Acting,8.44,0,2009
6047,4004326,Rebecca,Garcia,US,female,1982,,1,Acting,1.94,0,2007
6048,4004327,Jennifer,Williams,US,female,1968,,1,Acting,7.47,0,1990
6049,4004328,Lily,Costa,BE,female,1994,,1,Acting,15.33,0,2016
6050,4004329,Morgan,Lima,AR,male,1975,,1,Acting,2.31,0,1992
6051,4004330,Aaron,Johnson,US,male,1983,,1,Acting,6.13,0,2000
6052,4004331,Samuel,Brown,US,male,1976,,1,Acting,1.18,0,2002
6053,4004332,Jessica,Rodriguez,US,female,1969,,1,Acting,6.55,0,1993
6054,4004333,Riko,Yoshida,JP,female,1970,,1,Acting,3.97,0,1992
6055,4004334,Chloe,Carvalho,AT,female,1985,,1,Acting,5.08,0,2017
6056,4004335,Jordan,Pereira,DE,male,1931,,0,Acting,1.86,0,1954
6057,4004336,Daniel,Garcia,US,male,1989,,1,Acting,0.74,0,2015
6058,4004337,Brian,Lee,US,male,1934,,0,Acting,5.22,0,1951
6059,4004338,Blake,Oliveira,AT,male,1959,,1,Acting,0.52,0,1982
6060,4004339,Rebecca,Thomas,US,female,1963,,1,Acting,2.5,0,1990
6061,4004340,Ashley,Smith,US,female,1941,,0,Acting,7.75,0,1974
6062,4004341,Yuki,Yamamoto,JP,female,1980,,1,Acting,3.95,0,1996
6063,4004342,Amanda,Williams,US,female,1997,,1,Acting,19.17,0,2017
6064,4004343,Riko,Ito,JP,female,1981,,1,Acting,8.35,0,2013
6065,4004344,Karen,Moore,US,female,1978,,1,Acting,1.84,1,2001
6066,4004345,Rebecca,Thomas,US,female,2000,,1,Acting,3.4,0,2021
6067,4004346,Ha-eun,Cho,KR,female,1977,,1,Acting,3.18,0,1993
6068,4004347,Thomas,Anderson,US,male,1950,,0,Acting,0.8,0,1966
6069,4004348,Nancy,Martin,US,female,1957,,1,Acting,1.42,1,1975
6070,4004349,Min-ji,Park,KR,female,1986,,1,Acting,2.0,0,2014
6071,4004350,Logan,Carvalho,DE,male,1959,,1,Acting,0.53,0,1992
6072,4004351,James,Wilson,US,male,1961,,1,Acting,3.47,0,1991
6073,4004352,Mia,Silva,BE,female,2001,,1,Acting,2.65,0,2021
6074,4004353,Logan,Alves,CA,male,1995,,1,Acting,0.74,0,2018
6075,4004354,Do-yun,Kang,KR,male,1993,,1,Acting,4.78,0,2017
6076,4004355,Melissa,Moore,US,female,1991,,1,Acting,6.32,0,2007
6077,4004356,Stephanie,Garcia,US,female,1977,,1,Acting,4.07,0,1996
6078,4004357,Andrea,Russo,IT,male,1966,,1,Acting,2.48,0,1988
6079,4004358,John,Moore,US,male,2002,,1,Acting,5.65,0,2022
6080,4004359,Jordan,Oliveira,CN,male,1969,,1,Acting,6.12,0,1988
6081,4004360,Riccardo,Russo,IT,male,1963,,1,Acting,4.38,0,1982
6082,4004361,Alex,Costa,DE,male,1958,,1,Acting,1.58,0,1990
6083,4004362,Dorothy,Jones,US,female,2000,,1,Acting,4.26,0,2016
6084,4004363,Sarah,Johnson,US,female,2000,,1,Acting,9.74,0,2016
6085,4004364,Jae-won,Lee,KR,male,1936,,0,Acting,1.94,0,1958
6086,4004365,Aaron,Taylor,US,male,1960,,1,Acting,21.94,0,1979
6087,4004366,Lisa,Wilson,US,female,1970,,1,Acting,2.07,0,1992
6088,4004367,Mary,Hernandez,US,female,1981,,1,Acting,3.42,0,2002
6089,4004368,Parker,Pereira,AU,male,1966,,1,Acting,1.81,0,1983
6090,4004369,Logan,Lima,BE,male,1999,,1,Acting,4.06,0,2023
6091,4004370,Young-jae,Jung,KR,male,1991,,1,Acting,0.69,0,2009
6092,4004371,Julie,Garcia,FR,female,1996,,1,Acting,2.03,0,2020
6093,4004372,Penelope,Carvalho,BE,female,1949,,0,Acting,1.24,0,1970
6094,4004373,Taro,Inoue,JP,male,1923,,1,Acting,3.75,0,1949
6095,4004374,Rebecca,Hernandez,US,female,1995,,1,Acting,8.13,0,2021
6096,4004375,Mary,Martinez,US,female,1958,,1,Acting,5.94,0,1984
6097,4004376,Morgan,Oliveira,PL,male,1959,,1,Acting,0.5,0,1981
6098,4004377,Stephanie,Hernandez,US,female,1998,,1,Acting,20.86,0,2016
6099,4004378,Alex,Lima,AR,male,1982,,1,Acting,4.33,0,2003
6100,4004379,Robert,Taylor,US,male,1997,,1,Acting,1.65,0,2022
6101,4004380,Thomas,Anderson,US,male,1960,,1,Acting,3.82,0,1979
6102,4004381,John,Jones,US,male,1990,,1,Acting,3.89,0,2019
6103,4004382,Oscar,Brown,GB,male,1983,,1,Acting,1.82,0,2003
6104,4004383,Eric,Johnson,US,male,1949,,0,Acting,3.97,0,1982
6105,4004384,Luna,Lima,AU,female,1975,,1,Acting,1.92,0,1999
6106,4004385,Christopher,Taylor,US,male,1978,,1,Acting,2.31,0,1997
6107,4004386,Evie,Williams,GB,female,1992,,1,Acting,1.79,0,2015
6108,4004387,James,Taylor,US,male,1961,,1,Acting,0.91,0,1991
6109,4004388,Blake,Santos,DE,male,1997,,1,Acting,3.79,0,2022
6110,4004389,Tyler,Davis,US,male,1995,,1,Acting,5.62,0,2021
6111,4004390,Jennifer,Rodriguez,US,female,1965,,1,Acting,5.28,0,1993
6112,4004391,Samuel,Williams,US,male,1989,,1,Acting,6.94,0,2005
6113,4004392,Joshua,Lopez,US,male,1983,,1,Acting,4.45,0,2001
6114,4004393,Andrew,Thomas,US,male,1965,,1,Acting,2.06,0,1989
6115,4004394,Aria,Alves,NL,female,1992,,1,Acting,7.07,0,2016
6116,4004395,Tyler,Taylor,US,male,1923,1988.0,0,Acting,0.98,0,1944
6117,4004396,Daniel,Hernandez,US,male,1994,,1,Acting,1.48,0,2016
6118,4004397,Mary,Davis,US,female,1976,,1,Acting,1.39,0,2008
6119,4004398,William,Williams,US,male,1990,,1,Acting,8.78,0,2010
6120,4004399,Naoki,Nakamura,JP,male,1971,,1,Acting,7.76,0,1992
6121,4004400,Thomas,Moore,US,male,1977,,1,Acting,5.15,0,1998
6122,4004401,Karen,Smith,US,female,1991,,1,Acting,8.71,0,2018
6123,4004402,David,Wilson,US,male,1972,,1,Acting,1.5,1,1999
6124,4004403,Emma,Souza,RU,female,1978,,1,Acting,4.54,0,1996
6125,4004404,Richard,Davis,US,male,1968,,1,Acting,2.97,0,1996
6126,4004405,Richard,Johnson,US,male,2002,,1,Acting,7.11,0,2023
6127,4004406,Karen,Smith,US,female,1984,,1,Acting,2.99,0,2008
6128,4004407,Quinn,Lima,AR,male,1953,,0,Acting,2.35,0,1969
6129,4004408,Logan,Pereira,RU,male,1939,,0,Acting,5.4,0,1961
6130,4004409,Sarah,Williams,US,female,1944,,0,Acting,7.3,0,1972
6131,4004410,Andrew,Jackson,US,male,1965,,1,Acting,1.82,0,1995
6132,4004411,Mia,Souza,BE,female,1965,,1,Acting,3.14,1,1981
6133,4004412,Olivia,Taylor,GB,female,2002,,1,Acting,1.28,0,2021
6134,4004413,James,Hernandez,US,male,1959,,1,Acting,0.5,0,1987
6135,4004414,Yui,Ito,JP,female,1976,,1,Acting,3.98,0,1994
6136,4004415,Mia,Lewis,GB,female,1976,,1,Acting,5.74,0,2010
6137,4004416,Richard,Williams,US,male,1963,,1,Acting,4.2,0,1991
6138,4004417,Samuel,Martin,US,male,1964,,1,Acting,0.57,0,1993
6139,4004418,Ji-won,Cho,KR,female,1992,,1,Acting,2.42,0,2021
6140,4004419,Susan,Davis,US,female,1979,,1,Acting,0.5,0,1999
6141,4004420,Ji-yeon,Kang,KR,female,1955,,1,Acting,11.39,0,1980
6142,4004421,Sofia,Pereira,AT,female,1969,,1,Acting,1.25,0,1998
6143,4004422,Mary,Miller,US,female,1994,,1,Acting,10.28,0,2023
6144,4004423,Patricia,Hernandez,US,female,1993,,1,Acting,7.78,0,2015
6145,4004424,Aria,Santos,MX,female,1967,,1,Acting,1.48,0,1993
6146,4004425,Mary,Lopez,US,female,1945,,1,Acting,1.2,0,1968
6147,4004426,Karen,Smith,US,female,1990,,1,Acting,4.55,0,2009
6148,4004427,James,Miller,US,male,1993,,1,Acting,1.55,0,2009
6149,4004428,William,Johnson,US,male,1992,,1,Acting,3.64,0,2013
6150,4004429,David,Lopez,US,male,1959,,1,Acting,2.15,0,1979
6151,4004430,Kenta,Watanabe,JP,male,1987,,1,Acting,0.67,0,2017
6152,4004431,Rebecca,Thomas,US,female,1999,,1,Acting,0.5,0,2015
6153,4004432,William,Jones,GB,male,1978,,1,Acting,4.07,0,2002
6154,4004433,Sofia,Santos,SE,female,1986,,1,Acting,2.0,0,2008
6155,4004434,Patricia,Jones,US,female,1999,,1,Acting,2.02,0,2022
6156,4004435,Emily,Martinez,US,female,1992,,1,Acting,6.21,0,2014
6157,4004436,Lily,Pereira,RU,female,1935,,0,Acting,9.55,0,1964
6158,4004437,Freya,Taylor,GB,female,2002,,1,Acting,2.6,0,2018
6159,4004438,Michael,Jackson,US,male,1942,,0,Acting,2.44,0,1958
6160,4004439,Betty,Lopez,US,female,1981,,1,Acting,5.21,0,2004
6161,4004440,Lily,Davies,GB,female,1967,,1,Acting,0.98,0,1996
6162,4004441,Ryota,Tanaka,JP,male,1977,,1,Acting,4.06,0,2005
6163,4004442,Luca,Ricci,IT,male,1974,,1,Acting,5.46,0,2000
6164,4004443,Mei,Nakamura,JP,female,1959,,1,Acting,6.12,0,1993
6165,4004444,Linda,Anderson,US,female,1999,,1,Acting,0.58,0,2019
6166,4004445,Sofia,Lima,BR,female,1930,,0,Acting,1.67,0,1957
6167,4004446,Dorothy,Smith,US,female,1943,,1,Acting,1.51,0,1975
6168,4004447,Olivia,Jones,GB,female,1962,,1,Acting,3.63,0,1993
6169,4004448,Blake,Silva,AR,male,1988,,1,Acting,5.12,0,2011
6170,4004449,Chloé,Lefebvre,FR,female,1942,2025.0,0,Acting,12.77,0,1976
6171,4004450,Haruka,Sato,JP,female,1973,,1,Acting,2.13,0,1992
6172,4004451,Nancy,Williams,US,female,1971,,1,Acting,2.12,0,1989
6173,4004452,Luna,Lima,IN,female,1977,,1,Acting,9.34,0,2000
6174,4004453,Sophia,Lewis,GB,female,1983,,1,Acting,4.34,0,2013
6175,4004454,Henry,Walker,GB,male,1973,,1,Acting,10.39,1,1997
6176,4004455,Drew,Lima,AT,male,1936,,0,Acting,4.31,0,1971
6177,4004456,Penelope,Ferreira,TW,female,2003,,1,Acting,1.17,0,2021
6178,4004457,Brian,Hernandez,US,male,1966,,1,Acting,1.0,0,1991
6179,4004458,Richard,Hernandez,US,male,1984,,1,Acting,0.82,0,2017
6180,4004459,Ai,Yamada,JP,female,1977,,1,Acting,6.02,0,2006
6181,4004460,Joshua,Thomas,US,male,1940,,0,Acting,9.68,0,1962
6182,4004461,Emily,Williams,US,female,1980,,1,Acting,17.54,0,2003
6183,4004462,Michael,Martin,US,male,1954,,1,Acting,7.09,0,1980
6184,4004463,Do-yun,Choi,KR,male,1986,,1,Acting,9.46,0,2017
6185,4004464,Jessica,Jones,US,female,1958,,1,Acting,1.97,1,1986
6186,4004465,William,Jackson,US,male,1986,,1,Acting,1.17,1,2020
6187,4004466,William,Wilson,US,male,2007,,1,Acting,7.14,0,2023
6188,4004467,Haruka,Matsumoto,JP,female,1986,,1,Acting,4.84,0,2002
6189,4004468,Susan,Thomas,US,female,1981,,1,Acting,3.66,0,2003
6190,4004469,Riley,Carvalho,CN,male,1987,,1,Acting,4.71,0,2017
6191,4004470,David,Davis,US,male,1987,,1,Acting,4.44,0,2010
6192,4004471,Satoshi,Sasaki,JP,male,1988,,1,Acting,10.54,0,2020
6193,4004472,Haruka,Watanabe,JP,female,1962,,1,Acting,10.65,0,1982
6194,4004473,Isla,Brown,GB,female,2004,,1,Acting,5.42,0,2023
6195,4004474,Samuel,Martin,US,male,1979,,1,Acting,7.11,0,2009
6196,4004475,Tyler,Hernandez,US,male,1982,,1,Acting,5.27,0,2011
6197,4004476,Evie,Taylor,GB,female,1985,,1,Acting,2.19,0,2012
6198,4004477,Patricia,Thomas,US,female,1973,,1,Acting,6.56,0,1999
6199,4004478,Riley,Carvalho,CN,male,2001,,1,Acting,0.95,0,2020
6200,4004479,James,Wilson,US,male,1986,,1,Acting,8.57,0,2013
6201,4004480,Morgan,Pereira,RU,male,1978,,1,Acting,1.13,0,2016
6202,4004481,David,Taylor,US,male,1976,,1,Acting,4.29,0,1997
6203,4004482,Jose,Martínez,ES,male,1981,,1,Acting,1.55,0,1998
6204,4004483,Kevin,Wilson,US,male,1995,,1,Acting,5.46,0,2022
6205,4004484,Davide,Rossi,IT,male,1956,2018.0,0,Acting,3.22,0,1985
6206,4004485,Andrew,Lee,US,male,1982,,1,Acting,0.79,0,1999
6207,4004486,Barbara,Martinez,US,female,1947,,0,Acting,4.85,0,1970
6208,4004487,Sofia,Pereira,DE,female,1999,,1,Acting,1.97,0,2019
6209,4004488,Quinn,Lima,RU,male,1996,,1,Acting,7.34,0,2015
6210,4004489,Brian,Thomas,US,male,1965,,1,Acting,3.32,1,1995
6211,4004490,Matteo,De Luca,IT,male,1951,,1,Acting,4.74,0,1980
6212,4004491,Dorothy,Rodriguez,US,female,1993,,1,Acting,1.4,0,2020
6213,4004492,Rebecca,Thomas,US,female,1968,,1,Acting,1.95,0,1989
6214,4004493,Patricia,Sánchez,ES,female,1942,,0,Acting,2.2,0,1973
6215,4004494,Rebecca,Jackson,US,female,1998,,1,Acting,7.18,2,2019
6216,4004495,Christopher,Lee,US,male,1995,,1,Acting,15.02,0,2023
6217,4004496,Sofia,Alves,BR,female,1992,,1,Acting,1.61,0,2015
6218,4004497,Mary,Martinez,US,female,1982,,1,Acting,8.75,0,2003
6219,4004498,Brian,Anderson,US,male,1961,,1,Acting,0.5,0,1992
6220,4004499,Logan,Ferreira,BE,male,1989,,1,Acting,1.13,0,2016
6221,4004500,Michael,Garcia,US,male,1983,,1,Acting,1.4,0,2019
6222,4004501,Michael,Hernandez,US,male,1981,,1,Acting,0.98,0,2008
6223,4004502,Isabel,González,ES,female,1927,,0,Acting,0.8,0,1951
6224,4004503,Kenji,Inoue,JP,male,1965,,1,Acting,4.81,0,1989
6225,4004504,Layla,Ferreira,AT,female,1958,,1,Acting,2.74,0,1982
6226,4004505,Nora,Lima,MX,female,1944,,0,Acting,4.67,0,1968
6227,4004506,Richard,Thomas,US,male,1982,,1,Acting,6.18,0,2008
6228,4004507,Patricia,Hernandez,US,female,1985,,1,Acting,4.22,0,2014
6229,4004508,Quinn,Carvalho,AT,male,1932,,0,Acting,6.0,0,1961
6230,4004509,Lily,Oliveira,AU,female,1973,,1,Acting,3.12,0,1997
6231,4004510,Penelope,Santos,AR,female,1991,,1,Acting,1.14,0,2015
6232,4004511,Ashley,Lee,US,female,1961,,1,Acting,8.6,0,1986
6233,4004512,Alex,Alves,AT,male,1992,,1,Acting,1.95,0,2022
6234,4004513,Akira,Nakamura,JP,male,1979,,1,Acting,1.43,0,2010
6235,4004514,Logan,Pereira,AT,male,1980,,1,Acting,2.83,0,1996
6236,4004515,Barbara,Smith,US,female,1955,,1,Acting,1.46,0,1975
6237,4004516,Amanda,Anderson,US,female,1985,,1,Acting,2.28,0,2022
6238,4004517,Amanda,Wilson,US,female,1967,,1,Acting,4.53,0,1995
6239,4004518,Chloe,Costa,BR,female,2000,,1,Acting,4.54,0,2021
6240,4004519,Layla,Souza,IN,female,1971,,1,Acting,1.48,0,1990
6241,4004520,Kevin,Moore,US,male,1974,,1,Acting,2.14,0,1998
6242,4004521,Valentina,De Luca,IT,female,1944,,0,Acting,8.73,0,1970
6243,4004522,Luna,Oliveira,RU,female,1949,,0,Acting,5.19,0,1972
6244,4004523,Emma,Carvalho,CN,female,1985,,1,Acting,21.49,0,2007
6245,4004524,Ji-yeon,Park,KR,female,1986,,1,Acting,9.6,0,2013
6246,4004525,Brandon,Anderson,US,male,1998,,1,Acting,9.3,0,2021
6247,4004526,Brandon,Davis,US,male,1998,,1,Acting,0.95,0,2022
6248,4004527,Jordan,Lima,AR,male,1929,,1,Acting,6.6,0,1953
6249,4004528,Karen,Jones,US,female,1999,,1,Acting,3.17,0,2023
6250,4004529,Patricia,Garcia,US,female,1944,,0,Acting,2.02,0,1965
6251,4004530,James,Lee,US,male,1980,,1,Acting,3.86,0,2014
6252,4004531,Akira,Ito,JP,male,1984,,1,Acting,7.77,0,2010
6253,4004532,Jennifer,Lee,US,female,1975,,1,Acting,5.21,0,2007
6254,4004533,Barbara,Rodriguez,US,female,1967,,1,Acting,1.51,0,1992
6255,4004534,Sophie,Thomas,FR,female,1968,,1,Acting,6.48,0,1999
6256,4004535,Na-eun,Kim,KR,female,1972,,1,Acting,1.87,0,1990
6257,4004536,Aria,Oliveira,AT,female,1992,,1,Acting,4.04,0,2016
6258,4004537,Luna,Carvalho,PL,female,1999,,1,Acting,2.53,0,2020
6259,4004538,Emily,Davis,US,female,1982,,1,Acting,2.73,0,2000
