CustomerKey,IsChurned,IsActive,Gender,Age,AgeGroup,Birth,MonthsAsCustomer,TenureYears,LifetimeValue,AvgSessionMinutes,ChurnRiskScore,PaymentReliability,CustomerSegment,CityName,StateName,CountryName,ISOCode,Continent,Latitude,Longitude,Timezone,PreferredLanguage,LanguageISO,PreferredGenre,PreferredGenreGroup,DeviceType,RegistrationSource,NumPaymentMethods,ActivePaymentMethods,PrimaryCardNetwork,HasCreditCard,HasDebitCard,CreateDate
2519,0,1,male,20,Gen_Z,2005-12-18,27,2.2,235.45,39.3,0.335,0.921,Bronze,Springfield,Tennessee,United States,US,North America,39.8139,-98.7572,America/New_York,English,en,Thriller,Horror & Suspense,tablet,mobile_app,2,2,Mastercard,1,0,2024-02-12
2520,0,1,female,35,Millennial,1990-07-21,127,10.6,2027.14,72.3,0.32,0.738,Silver,Salem,Missouri,United States,US,North America,39.4795,-99.7653,America/New_York,English,en,Politics,Arts & Culture,smart_tv,web,1,1,Mastercard,1,0,2015-10-15
2521,0,1,other,38,Gen_X,1987-11-04,184,15.3,2230.44,55.4,0.29,0.708,Silver,Georgetown,North Carolina,United States,US,North America,38.9442,-98.6774,America/New_York,English,en,History,Arts & Culture,smart_tv,web,1,1,Visa,1,0,2011-01-23
2522,0,1,male,32,Millennial,1993-08-09,7,0.6,139.78,61.9,0.384,0.841,Bronze,Akron,Ohio,United States,US,North America,39.0807,-98.2281,America/New_York,English,en,Science Fiction,Action & Spectacle,smart_tv,web,1,1,Visa,1,0,2025-10-01
2523,0,1,male,22,Gen_Z,2004-04-23,41,3.4,668.93,42.2,0.387,0.818,Bronze,Madison,Washington,United States,US,North America,38.8421,-97.4532,America/New_York,English,en,Politics,Arts & Culture,mobile,partner,1,1,Visa,1,0,2022-12-27
2524,0,1,female,38,Gen_X,1988-05-20,184,15.3,1574.39,45.1,0.221,0.813,Silver,Madison,Colorado,United States,US,North America,39.5002,-98.3574,America/New_York,English,en,Horror,Horror & Suspense,smart_tv,mobile_app,1,1,Mastercard,1,0,2011-01-20
2525,1,0,male,18,Gen_Z,2008-02-05,1,0.1,72.4,95.2,0.833,0.732,Bronze,Georgetown,Colorado,United States,US,North America,39.2377,-98.2258,America/New_York,English,en,Anime,Family & Fantasy,smart_tv,mobile_app,1,1,Visa,1,0,2026-04-09
2526,0,1,male,47,Gen_X,1979-05-07,185,15.4,1821.35,45.4,0.191,0.932,Silver,Springfield,Arizona,United States,US,North America,40.1601,-99.0437,America/New_York,Spanish,es,Adventure,Action & Spectacle,smart_tv,mobile_app,1,1,Visa,1,0,2010-12-22
2527,0,1,female,19,Gen_Z,2007-03-23,14,1.2,165.64,29.8,0.385,0.826,Bronze,Franklin,Indiana,United States,US,North America,38.9735,-98.593,America/New_York,English,en,History,Arts & Culture,tablet,web,1,1,American Express,1,0,2025-03-29
2528,1,0,female,36,Gen_X,1989-08-17,193,16.1,2221.18,55.8,0.888,0.795,Bronze,Georgetown,New Jersey,United States,US,North America,38.4233,-99.0054,America/New_York,English,en,Animation,Family & Fantasy,smart_tv,web,1,1,Debit Card,0,1,2010-04-03
2529,0,1,male,19,Gen_Z,2007-04-25,1,0.1,165.73,80.0,0.396,0.703,Bronze,Salem,Arizona,United States,US,North America,39.119,-97.6505,America/New_York,English,en,Short Film,Arts & Culture,tablet,web,1,1,PayPal,0,0,2026-05-30
2530,0,1,male,46,Gen_X,1979-09-21,168,14.0,1777.38,51.7,0.196,0.804,Silver,Madison,Missouri,United States,US,North America,39.71,-98.1951,America/New_York,English,en,LGBTQ+,Narrative,mobile,mobile_app,2,2,Visa,1,0,2012-05-29
2531,0,1,male,38,Gen_X,1988-02-09,186,15.5,3368.71,75.6,0.214,0.881,Silver,Clinton,Massachusetts,United States,US,North America,40.1807,-98.4599,America/New_York,English,en,Romance,Light & Feel-Good,mobile,web,2,2,Visa,1,0,2010-11-28
2532,0,1,female,19,Gen_Z,2007-01-09,10,0.8,89.58,40.5,0.317,0.986,Bronze,Springfield,Wisconsin,United States,US,North America,39.8124,-98.4326,America/New_York,English,en,Action & Adventure,Action & Spectacle,mobile,web,1,1,Visa,1,0,2025-07-06
2533,0,1,male,27,Millennial,1998-08-31,79,6.6,756.98,54.6,0.333,0.883,Silver,Madison,Michigan,United States,US,North America,39.7123,-98.8162,America/New_York,French,fr,Superhero,Action & Spectacle,smart_tv,web,1,1,Discover,1,0,2019-10-05
2534,0,1,female,29,Millennial,1997-04-30,120,10.0,2191.51,57.3,0.291,0.862,Silver,Georgetown,Missouri,United States,US,North America,37.5489,-98.4574,America/New_York,English,en,Science Fiction,Action & Spectacle,smart_tv,web,2,2,Mastercard,1,0,2016-05-18
2535,0,1,female,49,Gen_X,1976-08-31,165,13.8,2615.24,96.8,0.193,0.829,Silver,Austin,Texas,United States,US,North America,33.1068,-99.1608,America/New_York,English,en,Foreign Language,Arts & Culture,smart_tv,mobile_app,1,1,Visa,1,0,2012-08-02
2536,0,1,female,37,Gen_X,1988-11-26,153,12.8,2711.4,52.7,0.235,0.899,Silver,Georgetown,Virginia,United States,US,North America,40.2723,-97.3611,America/New_York,English,en,Biographical,Arts & Culture,desktop,partner,1,1,Debit Card,0,1,2013-08-20
2537,0,1,female,46,Gen_X,1979-09-15,195,16.2,2348.64,40.5,0.186,0.823,Silver,Syracuse,New York,United States,US,North America,42.2366,-74.7902,America/New_York,English,en,Animation,Family & Fantasy,smart_tv,web,1,1,Debit Card,0,1,2010-02-23
2538,0,1,female,44,Gen_X,1981-08-30,192,16.0,2482.16,35.6,0.197,0.982,Gold,Franklin,Alabama,United States,US,North America,39.0059,-98.6029,America/New_York,English,en,LGBTQ+,Narrative,mobile,web,1,1,Discover,1,0,2010-05-01
2539,0,1,female,25,Gen_Z,2001-02-06,82,6.8,1285.24,61.1,0.264,0.927,Silver,St. Petersburg,Florida,United States,US,North America,28.487,-80.7972,America/New_York,English,en,Cult Classic,Arts & Culture,mobile,mobile_app,1,1,Mastercard,1,0,2019-07-04
2540,0,1,female,30,Millennial,1996-01-21,22,1.8,363.01,66.5,0.384,0.73,Bronze,Dallas,Texas,United States,US,North America,31.857,-100.262,America/New_York,English,en,Biographical,Arts & Culture,tablet,smart_tv,1,1,Mastercard,1,0,2024-07-04
2541,0,1,female,28,Millennial,1998-01-23,11,0.9,207.25,48.0,0.42,0.764,Bronze,Athens,Georgia,United States,US,North America,39.5004,-97.869,America/New_York,English,en,Comedy,Light & Feel-Good,smart_tv,web,2,2,Visa,1,0,2025-06-29
2542,0,1,female,24,Gen_Z,2002-02-14,54,4.5,617.52,71.0,0.328,0.95,Silver,Georgetown,Michigan,United States,US,North America,38.3449,-100.1869,America/New_York,Portuguese,pt,Psychological,Horror & Suspense,tablet,web,1,1,Visa,1,0,2021-11-11
2543,0,1,female,34,Millennial,1992-05-02,180,15.0,1623.43,59.7,0.232,0.811,Silver,Rockford,Illinois,United States,US,North America,39.9091,-89.9627,America/New_York,English,en,Thriller,Horror & Suspense,desktop,partner,1,1,Debit Card,0,1,2011-05-10
2544,0,1,male,46,Gen_X,1979-08-25,168,14.0,2556.89,49.7,0.249,0.846,Silver,Salem,Minnesota,United States,US,North America,39.0935,-98.4682,America/New_York,Portuguese,pt,Politics,Arts & Culture,desktop,web,2,2,Visa,1,0,2012-05-17
2545,0,1,female,35,Millennial,1991-03-15,193,16.1,2214.51,59.9,0.134,0.923,Gold,Macon,Georgia,United States,US,North America,39.1374,-97.188,America/New_York,English,en,Science Fiction,Action & Spectacle,desktop,mobile_app,1,1,Visa,1,0,2010-04-17
2546,0,1,female,40,Gen_X,1985-11-30,23,1.9,410.39,45.8,0.296,0.907,Bronze,Springfield,New Jersey,United States,US,North America,39.7614,-98.1096,America/New_York,Portuguese,pt,Action & Adventure,Action & Spectacle,mobile,smart_tv,1,1,Mastercard,1,0,2024-06-13
2547,0,1,other,22,Gen_Z,2003-08-27,1,0.1,137.45,51.5,0.261,0.994,Silver,Franklin,Washington,United States,US,North America,39.9978,-99.2611,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,mobile_app,1,1,Mastercard,1,0,2026-05-30
2548,0,1,female,39,Gen_X,1986-10-24,138,11.5,2306.03,59.5,0.278,0.806,Silver,Madison,South Carolina,United States,US,North America,40.3313,-98.4106,America/New_York,Portuguese,pt,Fantasy,Family & Fantasy,desktop,mobile_app,1,1,PayPal,0,0,2014-11-01
2549,1,0,female,38,Gen_X,1987-12-13,168,14.0,2346.6,111.9,0.961,0.891,Bronze,Clinton,Tennessee,United States,US,North America,40.0364,-99.2075,America/New_York,Spanish,es,Psychological,Horror & Suspense,smart_tv,web,1,1,Visa,1,0,2012-05-27
2550,1,0,female,30,Millennial,1996-01-10,125,10.4,1650.45,124.8,0.823,0.97,Bronze,Georgetown,Alabama,United States,US,North America,38.257,-97.6957,America/New_York,English,en,Sci-Fi & Fantasy,Action & Spectacle,mobile,web,2,2,American Express,1,0,2015-12-25
2551,0,1,female,40,Gen_X,1986-03-29,84,7.0,1423.99,57.4,0.294,0.998,Silver,Franklin,Arizona,United States,US,North America,39.8011,-99.0716,America/New_York,English,en,Kids,Family & Fantasy,smart_tv,mobile_app,2,1,Visa,1,1,2019-05-24
2552,0,1,female,31,Millennial,1995-05-06,95,7.9,1429.65,51.6,0.344,0.838,Silver,Clinton,Arizona,United States,US,North America,38.8043,-97.4497,America/New_York,English,en,Anime,Family & Fantasy,tablet,mobile_app,1,1,PayPal,0,0,2018-06-19
2553,0,1,male,28,Millennial,1997-12-14,106,8.8,1954.96,40.0,0.33,0.741,Bronze,Georgetown,Virginia,United States,US,North America,38.5485,-97.0359,America/New_York,Portuguese,pt,Cult Classic,Arts & Culture,desktop,web,2,2,Mastercard,1,0,2017-07-26
2554,0,1,female,35,Millennial,1990-07-21,181,15.1,1677.43,138.3,0.22,0.77,Silver,Clinton,Wisconsin,United States,US,North America,38.7795,-97.8393,America/New_York,English,en,Politics,Arts & Culture,smart_tv,mobile_app,2,2,Mastercard,1,0,2011-04-24
2555,0,1,female,23,Gen_Z,2003-01-27,49,4.1,973.71,44.8,0.239,0.942,Silver,Dayton,Ohio,United States,US,North America,39.2371,-97.8675,America/New_York,English,en,Politics,Arts & Culture,smart_tv,mobile_app,1,1,Visa,1,0,2022-04-21
2556,1,0,female,32,Millennial,1993-12-30,98,8.2,1625.21,102.2,0.729,0.913,Bronze,Springfield,Alabama,United States,US,North America,39.0647,-98.4802,America/New_York,English,en,Indie,Narrative,smart_tv,partner,2,2,Mastercard,1,0,2018-03-11
2557,1,0,male,29,Millennial,1997-02-28,128,10.7,2077.21,32.3,0.932,0.938,Bronze,San Diego,California,United States,US,North America,36.811,-120.2196,America/New_York,Portuguese,pt,Psychological,Horror & Suspense,mobile,mobile_app,1,1,Visa,1,0,2015-09-05
2558,0,1,male,41,Gen_X,1985-06-08,71,5.9,731.5,39.1,0.312,0.754,Bronze,San Diego,California,United States,US,North America,37.371,-119.8285,America/New_York,English,en,Sports,Action & Spectacle,smart_tv,smart_tv,2,2,Visa,1,0,2020-06-29
2559,0,1,other,34,Millennial,1992-04-23,105,8.8,1792.59,132.1,0.229,0.99,Gold,Georgetown,Missouri,United States,US,North America,39.3171,-99.1455,America/New_York,French,fr,Superhero,Action & Spectacle,smart_tv,mobile_app,1,1,Visa,1,0,2017-08-24
2560,0,1,male,41,Gen_X,1984-06-15,124,10.3,1593.26,57.0,0.268,0.735,Silver,Madison,Alabama,United States,US,North America,37.4501,-98.5028,America/New_York,Portuguese,pt,LGBTQ+,Narrative,mobile,mobile_app,1,1,American Express,1,0,2016-01-02
2561,0,1,female,36,Gen_X,1989-06-11,162,13.5,1582.33,116.0,0.261,0.74,Silver,Madison,North Carolina,United States,US,North America,41.4301,-97.7223,America/New_York,Spanish,es,Drama,Narrative,smart_tv,web,1,1,JCB,1,0,2012-11-15
2562,0,1,female,32,Millennial,1994-01-12,147,12.2,2849.16,84.9,0.266,0.747,Silver,Springfield,North Carolina,United States,US,North America,39.4846,-98.5603,America/New_York,English,en,Fantasy,Family & Fantasy,mobile,mobile_app,1,1,American Express,1,0,2014-02-13
2563,0,1,female,29,Millennial,1997-03-25,125,10.4,1905.85,37.5,0.243,0.979,Silver,Salem,Washington,United States,US,North America,39.518,-97.9123,America/New_York,English,en,Indie,Narrative,desktop,mobile_app,1,1,Mastercard,1,0,2015-12-08
2564,0,1,female,52,Boomer,1973-09-13,127,10.6,1439.53,51.4,0.212,0.962,Silver,San Diego,California,United States,US,North America,35.8336,-118.5264,America/New_York,Portuguese,pt,Action & Adventure,Action & Spectacle,smart_tv,mobile_app,1,1,Mastercard,1,0,2015-10-17
2565,0,1,male,31,Millennial,1995-06-03,111,9.2,1693.29,59.9,0.264,0.928,Silver,Springfield,South Carolina,United States,US,North America,40.0723,-97.7755,America/New_York,English,en,Short Film,Arts & Culture,mobile,partner,1,1,Debit Card,0,1,2017-02-24
2566,0,1,male,41,Gen_X,1984-09-09,157,13.1,2842.29,68.2,0.268,0.765,Silver,Pittsburgh,Pennsylvania,United States,US,North America,39.8508,-98.3343,America/New_York,English,en,Action,Action & Spectacle,mobile,web,1,1,Mastercard,1,0,2013-04-14
2567,0,1,female,25,Gen_Z,2000-11-01,79,6.6,1118.95,78.5,0.361,0.887,Silver,San Antonio,Texas,United States,US,North America,32.5069,-99.4283,America/New_York,French,fr,Psychological,Horror & Suspense,smart_tv,web,2,2,Mastercard,1,0,2019-10-16
2568,0,1,male,46,Gen_X,1980-05-22,133,11.1,2565.95,55.8,0.234,0.796,Silver,Salem,Washington,United States,US,North America,39.2168,-98.8089,America/New_York,Portuguese,pt,LGBTQ+,Narrative,tablet,smart_tv,2,2,PayPal,1,0,2015-04-10
2569,0,1,male,35,Millennial,1990-08-02,107,8.9,2115.67,69.3,0.274,0.853,Silver,Franklin,Virginia,United States,US,North America,39.5815,-97.1108,America/New_York,English,en,Adventure,Action & Spectacle,smart_tv,mobile_app,1,1,Mastercard,1,0,2017-06-21
2570,0,1,male,33,Millennial,1992-10-18,128,10.7,2324.58,86.1,0.249,0.713,Silver,El Paso,Texas,United States,US,North America,30.9773,-101.0758,America/New_York,English,en,Anime,Family & Fantasy,desktop,mobile_app,1,1,Visa,1,0,2015-09-10
2571,0,1,male,46,Gen_X,1979-11-25,150,12.5,2687.33,139.5,0.125,0.894,Gold,Madison,North Carolina,United States,US,North America,39.6318,-98.3093,America/New_York,Portuguese,pt,Foreign Language,Arts & Culture,smart_tv,web,1,1,Visa,1,0,2013-11-12
2572,0,1,male,36,Gen_X,1990-04-01,146,12.2,1271.42,85.5,0.208,0.856,Silver,Chicago,Illinois,United States,US,North America,40.4882,-88.7909,America/New_York,English,en,Politics,Arts & Culture,mobile,mobile_app,1,1,PayPal,0,0,2014-03-17
2573,0,1,female,53,Boomer,1972-09-04,157,13.1,1844.77,47.1,0.27,0.758,Silver,Savannah,Georgia,United States,US,North America,39.3214,-97.1581,America/New_York,Portuguese,pt,Indie,Narrative,smart_tv,partner,2,2,Discover,1,0,2013-04-22
2574,0,1,female,38,Gen_X,1987-12-08,20,1.7,335.75,61.1,0.29,0.892,Bronze,Clinton,New Jersey,United States,US,North America,38.2193,-99.0128,America/New_York,English,en,Biographical,Arts & Culture,mobile,smart_tv,1,1,PayPal,0,0,2024-09-12
2575,1,0,female,33,Millennial,1993-04-03,96,8.0,1443.51,65.8,0.829,0.91,Bronze,Naperville,Illinois,United States,US,North America,40.2669,-90.3007,America/New_York,French,fr,Foreign Language,Arts & Culture,smart_tv,mobile_app,1,1,Debit Card,0,1,2018-05-04
2576,0,1,male,25,Gen_Z,2000-07-25,80,6.7,817.11,139.7,0.278,0.852,Silver,Salem,Michigan,United States,US,North America,39.3593,-97.0208,America/New_York,English,en,Biographical,Arts & Culture,desktop,web,1,1,Visa,1,0,2019-09-09
2577,0,1,female,23,Gen_Z,2003-01-15,1,0.1,122.03,65.8,0.47,0.78,Bronze,Georgetown,Colorado,United States,US,North America,39.5167,-98.1654,America/New_York,French,fr,History,Arts & Culture,desktop,web,1,1,Debit Card,0,1,2026-05-30
2578,0,1,female,37,Gen_X,1989-02-28,178,14.8,2697.65,19.7,0.244,0.701,Silver,Salem,Missouri,United States,US,North America,38.4919,-98.8431,America/New_York,English,en,Adventure,Action & Spectacle,smart_tv,web,2,2,Visa,1,0,2011-07-21
2579,0,1,female,26,Millennial,1999-07-31,97,8.1,1830.13,88.7,0.321,0.849,Silver,Springfield,Alabama,United States,US,North America,39.1998,-98.6042,America/New_York,English,en,Drama,Narrative,desktop,mobile_app,1,1,Visa,1,0,2018-04-01
2580,0,1,female,33,Millennial,1993-01-10,180,15.0,3288.18,42.8,0.207,0.887,Silver,Salem,Massachusetts,United States,US,North America,40.5253,-97.9038,America/New_York,English,en,Romance,Light & Feel-Good,smart_tv,mobile_app,1,1,Mastercard,1,0,2011-05-15
2581,0,1,female,31,Millennial,1994-07-09,58,4.8,589.16,51.4,0.311,0.859,Bronze,Aurora,Illinois,United States,US,North America,39.4603,-88.7889,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,desktop,mobile_app,1,1,Mastercard,1,0,2021-07-20
2582,0,1,male,18,Gen_Z,2008-01-16,4,0.3,159.57,177.1,0.245,0.998,Silver,Georgetown,Maryland,United States,US,North America,39.8986,-97.4379,America/New_York,English,en,History,Arts & Culture,tablet,mobile_app,1,1,PayPal,0,0,2026-01-17
2583,0,1,male,18,Gen_Z,2008-04-22,1,0.1,154.34,94.9,0.369,0.809,Bronze,Springfield,Minnesota,United States,US,North America,40.7644,-99.1621,America/New_York,English,en,Short Film,Arts & Culture,mobile,web,1,1,Debit Card,0,1,2026-04-27
2584,0,1,female,23,Gen_Z,2002-12-11,63,5.2,713.29,136.9,0.334,0.76,Silver,Georgetown,Indiana,United States,US,North America,38.8513,-99.3561,America/New_York,English,en,Foreign Language,Arts & Culture,tablet,mobile_app,1,1,Visa,1,0,2021-02-22
2585,0,1,male,41,Gen_X,1984-11-21,155,12.9,2323.9,35.3,0.286,0.859,Silver,Clinton,Washington,United States,US,North America,39.3128,-97.9769,America/New_York,English,en,Superhero,Action & Spectacle,mobile,mobile_app,1,1,PayPal,0,0,2013-06-29
2586,0,1,male,30,Millennial,1995-07-20,136,11.3,2587.63,84.2,0.24,0.811,Silver,Atlanta,Georgia,United States,US,North America,40.2899,-98.4108,America/New_York,English,en,Action & Adventure,Action & Spectacle,desktop,partner,1,0,Mastercard,1,0,2015-01-15
2587,0,1,male,31,Millennial,1994-07-18,24,2.0,333.72,48.9,0.368,0.942,Bronze,Athens,Georgia,United States,US,North America,39.2441,-98.2286,America/New_York,English,en,Thriller,Horror & Suspense,tablet,web,2,2,Visa,1,0,2024-05-19
2588,0,1,male,56,Boomer,1969-11-16,177,14.8,3090.32,101.5,0.15,0.946,Gold,Georgetown,Massachusetts,United States,US,North America,38.8319,-96.6784,America/New_York,French,fr,Fantasy,Family & Fantasy,smart_tv,partner,2,2,PayPal,1,0,2011-08-26
2589,0,1,female,40,Gen_X,1986-02-28,189,15.8,3721.66,180.0,0.225,0.724,Gold,Clinton,Arizona,United States,US,North America,38.2139,-98.2022,America/New_York,English,en,Action & Adventure,Action & Spectacle,smart_tv,web,1,1,PayPal,0,0,2010-08-09
2590,0,1,female,34,Millennial,1991-10-10,11,0.9,139.64,52.3,0.367,0.767,Bronze,Georgetown,Washington,United States,US,North America,41.1189,-98.3446,America/New_York,English,en,Comedy,Light & Feel-Good,smart_tv,partner,1,1,Mastercard,1,0,2025-06-27
2591,0,1,female,35,Millennial,1991-01-24,136,11.3,2307.04,53.2,0.257,0.985,Silver,Salem,Colorado,United States,US,North America,39.348,-98.636,America/New_York,Spanish,es,Drama,Narrative,desktop,mobile_app,1,1,Visa,1,0,2015-01-03
2592,0,1,female,35,Millennial,1990-11-02,38,3.2,535.54,97.3,0.306,0.827,Bronze,Springfield,Massachusetts,United States,US,North America,39.3557,-97.2517,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,mobile_app,1,1,JCB,1,0,2023-03-08
2593,1,0,female,35,Millennial,1990-11-28,171,14.2,1906.7,94.0,0.785,0.7,Bronze,Springfield,Alabama,United States,US,North America,37.7305,-97.1233,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,mobile,mobile_app,2,2,Visa,1,0,2012-02-17
2594,0,1,male,44,Gen_X,1981-08-23,172,14.3,2145.98,86.3,0.169,0.886,Silver,San Antonio,Texas,United States,US,North America,30.8294,-100.1151,America/New_York,English,en,Thriller,Horror & Suspense,smart_tv,partner,1,1,Mastercard,1,0,2012-01-22
2595,0,1,female,18,Gen_Z,2008-04-19,1,0.1,85.34,62.5,0.369,0.885,Bronze,Clinton,Michigan,United States,US,North America,39.1566,-97.8792,America/New_York,English,en,Horror,Horror & Suspense,mobile,smart_tv,1,1,Visa,1,0,2026-05-02
2596,0,1,male,29,Millennial,1996-08-09,110,9.2,995.6,56.0,0.252,0.902,Silver,El Paso,Texas,United States,US,North America,30.6901,-99.5321,America/New_York,English,en,Drama,Narrative,mobile,mobile_app,1,1,Mastercard,1,0,2017-03-20
2597,0,1,female,39,Gen_X,1987-05-17,158,13.2,1755.96,48.7,0.18,0.999,Gold,Springfield,Massachusetts,United States,US,North America,41.1194,-99.4405,America/New_York,English,en,Mystery,Horror & Suspense,smart_tv,web,1,1,Mastercard,1,0,2013-03-08
2598,0,1,female,32,Millennial,1993-09-27,173,14.4,3084.65,120.3,0.193,0.789,Silver,Georgetown,South Carolina,United States,US,North America,39.6518,-98.8796,America/New_York,Portuguese,pt,Adventure,Action & Spectacle,desktop,smart_tv,1,1,Mastercard,1,0,2011-12-01
2599,0,1,male,41,Gen_X,1984-06-22,163,13.6,2223.54,69.1,0.203,0.878,Silver,Springfield,Massachusetts,United States,US,North America,39.8407,-98.3347,America/New_York,Portuguese,pt,Sci-Fi & Fantasy,Action & Spectacle,smart_tv,mobile_app,1,1,Visa,1,0,2012-10-26
2600,0,1,female,34,Millennial,1992-03-17,8,0.7,134.71,40.7,0.456,0.739,Bronze,Rochester,New York,United States,US,North America,41.6525,-74.5578,America/New_York,Portuguese,pt,Horror,Horror & Suspense,tablet,partner,1,1,Visa,1,0,2025-09-28
2601,0,1,male,30,Millennial,1995-10-31,129,10.8,1756.81,73.7,0.259,0.924,Silver,New York City,New York,United States,US,North America,43.6092,-75.1008,America/New_York,English,en,Kids,Family & Fantasy,mobile,smart_tv,1,1,Visa,1,0,2015-08-11
2602,0,1,female,41,Gen_X,1985-04-23,14,1.2,259.57,87.2,0.306,0.976,Silver,Salem,Indiana,United States,US,North America,40.0758,-99.3846,America/New_York,English,en,Cult Classic,Arts & Culture,mobile,mobile_app,1,1,American Express,1,0,2025-03-23
2603,0,1,male,31,Millennial,1995-03-23,131,10.9,1957.55,68.9,0.25,0.734,Silver,Clinton,Missouri,United States,US,North America,38.7349,-97.9721,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,mobile,web,2,2,Mastercard,1,0,2015-06-26
2604,0,1,female,20,Gen_Z,2005-10-09,1,0.1,128.06,122.5,0.382,0.848,Bronze,Madison,Minnesota,United States,US,North America,40.6873,-98.0655,America/New_York,French,fr,Horror,Horror & Suspense,mobile,web,2,2,Debit Card,1,1,2026-05-30
2605,0,1,female,32,Millennial,1994-05-25,72,6.0,1338.87,74.4,0.301,0.983,Silver,Franklin,Arizona,United States,US,North America,39.2496,-98.3506,America/New_York,English,en,Biographical,Arts & Culture,mobile,web,1,1,Mastercard,1,0,2020-05-02
2606,0,1,male,30,Millennial,1996-01-02,138,11.5,1209.88,111.7,0.188,0.893,Silver,Philadelphia,Pennsylvania,United States,US,North America,38.4997,-97.8664,America/New_York,English,en,Adventure,Action & Spectacle,smart_tv,web,2,2,Visa,1,0,2014-11-13
2607,0,1,female,50,Gen_X,1976-01-13,156,13.0,2202.27,33.5,0.247,0.726,Silver,Springfield,North Carolina,United States,US,North America,40.2059,-98.7117,America/New_York,English,en,Science Fiction,Action & Spectacle,smart_tv,web,2,2,Mastercard,1,0,2013-05-18
2608,0,1,female,41,Gen_X,1985-02-21,192,16.0,3408.48,59.8,0.133,0.901,Silver,Sacramento,California,United States,US,North America,36.4023,-119.2052,America/New_York,English,en,Biographical,Arts & Culture,mobile,web,1,1,Visa,1,0,2010-05-07
2609,0,1,male,27,Millennial,1999-03-09,90,7.5,1652.83,41.8,0.331,0.752,Bronze,Clinton,Minnesota,United States,US,North America,39.1506,-98.4029,America/New_York,Portuguese,pt,Foreign Language,Arts & Culture,mobile,smart_tv,2,2,Visa,1,0,2018-11-01
2610,0,1,female,25,Gen_Z,2000-06-23,23,1.9,411.36,76.6,0.31,0.886,Bronze,Georgetown,Wisconsin,United States,US,North America,41.1798,-98.5476,America/New_York,English,en,Comedy,Light & Feel-Good,desktop,partner,1,1,Visa,1,0,2024-06-18
2611,0,1,male,22,Gen_Z,2003-08-05,33,2.8,528.14,149.8,0.349,0.719,Bronze,Salem,Wisconsin,United States,US,North America,39.2133,-98.868,America/New_York,Portuguese,pt,Cult Classic,Arts & Culture,tablet,web,1,1,Mastercard,1,0,2023-08-18
2612,0,1,female,28,Millennial,1997-11-15,106,8.8,1160.25,69.7,0.272,0.849,Silver,Chicago,Illinois,United States,US,North America,40.9449,-89.1311,America/New_York,English,en,Foreign Language,Arts & Culture,desktop,smart_tv,2,2,PayPal,1,0,2017-07-25
2613,1,0,male,35,Millennial,1990-08-11,148,12.3,1273.45,74.8,0.904,0.9,Bronze,Georgetown,Minnesota,United States,US,North America,38.9805,-97.293,America/New_York,French,fr,Science Fiction,Action & Spectacle,mobile,web,2,2,American Express,1,0,2014-01-02
2614,0,1,male,37,Gen_X,1988-09-01,136,11.3,2626.74,79.2,0.255,0.824,Silver,Houston,Texas,United States,US,North America,33.1043,-100.3821,America/New_York,English,en,Science Fiction,Action & Spectacle,mobile,mobile_app,1,1,Visa,1,0,2015-01-04
2615,0,1,male,36,Gen_X,1989-11-09,114,9.5,2146.18,63.9,0.221,0.938,Silver,Georgetown,Michigan,United States,US,North America,38.0068,-97.544,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,web,1,1,Visa,1,0,2016-11-10
2616,0,1,female,31,Millennial,1994-07-14,120,10.0,2100.04,104.1,0.212,0.943,Silver,Salem,Massachusetts,United States,US,North America,38.9523,-97.7175,America/New_York,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,web,1,1,PayPal,0,0,2016-05-29
2617,0,1,female,37,Gen_X,1988-06-11,140,11.7,2622.02,53.8,0.172,0.918,Silver,Franklin,Michigan,United States,US,North America,37.9239,-97.6359,America/New_York,English,en,Sci-Fi & Fantasy,Action & Spectacle,smart_tv,smart_tv,2,2,Visa,1,0,2014-09-08
2618,0,1,male,33,Millennial,1992-11-16,145,12.1,2320.47,54.9,0.249,0.907,Silver,Springfield,Missouri,United States,US,North America,38.5311,-97.7654,America/New_York,English,en,Romance,Light & Feel-Good,desktop,smart_tv,1,1,Visa,1,0,2014-04-27
2619,0,1,male,29,Millennial,1997-03-22,117,9.8,1933.21,59.7,0.281,0.778,Silver,Franklin,South Carolina,United States,US,North America,39.5114,-99.1132,America/New_York,Portuguese,pt,LGBTQ+,Narrative,mobile,mobile_app,1,1,Visa,1,0,2016-08-08
2620,0,1,female,48,Gen_X,1977-07-06,179,14.9,2208.52,53.6,0.145,0.975,Gold,Dayton,Ohio,United States,US,North America,39.1744,-97.8009,America/New_York,English,en,Psychological,Horror & Suspense,smart_tv,web,1,1,Mastercard,1,0,2011-06-26
