ContentKey,TalentKey,AllocationFactor,CastOrder
3190,2010,0.548,1
3190,4206,0.2497,2
3190,13934,0.1582,3
3190,14952,0.044,4
3191,2525,0.3838,1
3191,1853,0.2565,2
3191,7483,0.2402,3
3191,6404,0.1195,4
3192,7017,0.5387,1
3192,10818,0.4459,2
3192,11129,0.0087,3
3192,10838,0.0067,4
3193,15072,0.7605,1
3193,11504,0.1303,2
3193,6742,0.07,3
3193,1960,0.0391,4
3194,5944,0.3005,1
3194,14961,0.2776,2
3194,2147,0.225,3
3194,14916,0.1244,4
3194,16603,0.0725,5
3195,4030,0.342,1
3195,9138,0.2074,2
3195,7198,0.1881,3
3195,2942,0.1656,4
3195,3794,0.0481,5
3195,5261,0.034,6
3195,15819,0.0148,7
3196,14546,1.0,1
3197,5183,0.7373,1
3197,7885,0.163,2
3197,6236,0.0996,3
3198,10138,0.4081,1
3198,6634,0.2532,2
3198,6724,0.1253,3
3198,5406,0.109,4
3198,2123,0.0846,5
3198,11054,0.0197,6
3199,9360,0.3355,1
3199,7780,0.2899,2
3199,5986,0.2501,3
3199,5080,0.1245,4
3200,15997,0.368,1
3200,16581,0.2407,2
3200,15009,0.1967,3
3200,13743,0.1836,4
3200,7352,0.0111,5
3201,5120,0.8872,1
3201,6554,0.1075,2
3201,14148,0.0054,3
3202,13324,0.4639,1
3202,3826,0.2495,2
3202,2353,0.1208,3
3202,7689,0.108,4
3202,4196,0.0313,5
3202,4154,0.0249,6
3202,3080,0.0016,7
3203,2979,0.4442,1
3203,2008,0.2939,2
3203,9307,0.1597,3
3203,8200,0.0611,4
3203,7298,0.041,5
3204,5903,0.6942,1
3204,2336,0.1967,2
3204,9927,0.1091,3
3205,6440,0.8345,1
3205,7473,0.1594,2
3205,9259,0.0061,3
3206,15472,1.0,1
3207,7392,0.5868,1
3207,2184,0.3966,2
3207,8502,0.0167,3
3208,13751,0.4853,1
3208,14773,0.4256,2
3208,4553,0.0891,3
3209,8505,0.3824,1
3209,12748,0.3534,2
3209,11002,0.1595,3
3209,12148,0.0999,4
3209,14127,0.0049,5
3210,8167,0.4845,1
3210,1674,0.3474,2
3210,2446,0.1473,3
3210,5616,0.0208,4
3211,11138,0.3832,1
3211,11299,0.287,2
3211,8912,0.2252,3
3211,17564,0.1046,4
3212,6639,0.4801,1
3212,1964,0.1761,2
3212,8338,0.1156,3
3212,2408,0.1098,4
3212,10771,0.0694,5
3212,7285,0.0375,6
3212,4886,0.0117,7
3213,4400,0.6017,1
3213,2090,0.203,2
3213,10191,0.1667,3
3213,7355,0.0286,4
3214,6682,0.574,1
3214,6392,0.1829,2
3214,3329,0.1294,3
3214,1896,0.0768,4
3214,8399,0.0187,5
3214,4062,0.0181,6
3215,5625,0.3124,1
3215,8684,0.2838,2
3215,3428,0.2161,3
3215,8852,0.13,4
3215,3948,0.0569,5
3215,5372,0.0009,6
3216,2767,0.5066,1
3216,16525,0.2805,2
3216,13207,0.0604,3
3216,5443,0.0523,4
3216,11686,0.0491,5
3216,11749,0.0297,6
3216,8440,0.0215,7
3217,8064,0.4475,1
3217,12410,0.3045,2
3217,4560,0.1669,3
3217,17571,0.0812,4
3218,10100,0.5088,1
3218,10781,0.3564,2
3218,7692,0.102,3
3218,6138,0.0328,4
3219,4009,0.4177,1
3219,3287,0.2497,2
3219,3818,0.1506,3
3219,4514,0.1004,4
3219,4349,0.0815,5
3220,2722,0.3429,1
3220,11938,0.3159,2
3220,4645,0.1368,3
3220,3535,0.099,4
3220,17631,0.0651,5
3220,11830,0.0312,6
3220,13590,0.009,7
3221,5459,0.5901,1
3221,16385,0.2329,2
3221,16934,0.0883,3
3221,16606,0.0717,4
3221,4177,0.017,5
3222,4190,0.6415,1
3222,10661,0.3458,2
3222,3307,0.0127,3
3223,14646,0.5177,1
3223,7363,0.203,2
3223,8226,0.2004,3
3223,2571,0.047,4
3223,6789,0.0289,5
3223,6698,0.0031,6
3224,14492,0.5084,1
3224,13723,0.2992,2
3224,5401,0.104,3
3224,9265,0.046,4
3224,12888,0.039,5
3224,6244,0.0033,6
3225,15541,0.4734,1
3225,15359,0.2337,2
3225,11751,0.0899,3
3225,7785,0.0872,4
3225,6580,0.0686,5
3225,13211,0.0281,6
3225,14551,0.019,7
3226,6607,0.5413,1
3226,3440,0.4511,2
3226,2857,0.0076,3
3227,6659,0.4373,1
3227,4517,0.1962,2
3227,2350,0.1945,3
3227,14582,0.1629,4
3227,6454,0.0091,5
3228,2202,0.6427,1
3228,11529,0.2451,2
3228,13503,0.1122,3
3229,9562,0.4264,1
3229,5428,0.2987,2
3229,4796,0.2218,3
3229,11155,0.0498,4
3229,7344,0.0034,5
3230,15293,0.2314,1
3230,3364,0.227,2
3230,4266,0.1938,3
3230,4128,0.1291,4
3230,12701,0.1151,5
3230,5647,0.0761,6
3230,17102,0.0274,7
3231,8431,0.848,1
3231,8569,0.1453,2
3231,5870,0.0067,3
3232,2542,1.0,1
3233,2474,0.5111,1
3233,11296,0.4348,2
3233,2344,0.0542,3
3234,14321,0.5951,1
3234,12516,0.204,2
3234,17278,0.2008,3
3235,8825,0.2704,1
3235,3708,0.2038,2
3235,2457,0.1918,3
3235,2282,0.1105,4
3235,9638,0.1037,5
3235,2832,0.0711,6
3235,2297,0.0487,7
3236,9447,0.3384,1
3236,5334,0.3136,2
3236,9723,0.1968,3
3236,4835,0.0904,4
3236,7487,0.0594,5
3236,3026,0.0013,6
3237,4348,0.3783,1
3237,4916,0.2222,2
3237,8928,0.2187,3
3237,9385,0.0995,4
3237,8380,0.0526,5
3237,8260,0.0287,6
3238,6088,0.51,1
3238,7974,0.216,2
3238,7048,0.1965,3
3238,9852,0.0327,4
3238,4493,0.0287,5
3238,3932,0.0116,6
3238,7177,0.0044,7
3239,1754,0.4274,1
3239,4841,0.235,2
3239,9953,0.1991,3
3239,3356,0.0988,4
3239,4458,0.034,5
3239,6533,0.0056,6
3240,10412,0.3022,1
3240,8051,0.2477,2
3240,3320,0.1679,3
3240,7056,0.1325,4
3240,3134,0.1129,5
3240,5646,0.0369,6
3241,11903,0.3747,1
3241,13712,0.2742,2
3241,8496,0.2055,3
3241,13019,0.0515,4
3241,12920,0.051,5
3241,2858,0.024,6
3241,4995,0.0192,7
3242,4912,0.5065,1
3242,11193,0.3102,2
3242,9798,0.0923,3
3242,13070,0.0538,4
3242,8888,0.0373,5
3243,4207,0.3809,1
3243,7230,0.1853,2
3243,6759,0.1732,3
3243,9684,0.0946,4
3243,11046,0.0699,5
3243,8797,0.0541,6
3243,4614,0.042,7
3244,10980,0.421,1
3244,9030,0.3491,2
3244,4273,0.2127,3
3244,8114,0.0172,4
3245,3722,0.5594,1
3245,7175,0.2694,2
3245,1667,0.1712,3
3246,8025,0.5271,1
3246,6968,0.4608,2
3246,9325,0.012,3
3247,15204,0.6139,1
3247,2188,0.2856,2
3247,14868,0.0423,3
3247,8298,0.0365,4
3247,9187,0.0217,5
3248,9474,0.4973,1
3248,3236,0.2247,2
3248,10134,0.1146,3
3248,9493,0.1125,4
3248,3216,0.0338,5
3248,4346,0.017,6
3249,7138,0.5163,1
3249,4807,0.2252,2
3249,5804,0.1931,3
3249,4302,0.0655,4
3250,7228,0.2792,1
3250,2717,0.2789,2
3250,2405,0.2387,3
3250,9621,0.2032,4
3251,4498,0.5608,1
3251,4362,0.3791,2
3251,4641,0.0353,3
3251,2944,0.0248,4
3252,6788,0.4519,1
3252,11841,0.4352,2
3252,4102,0.1129,3
3253,7236,0.6009,1
3253,2945,0.2928,2
3253,13146,0.1063,3
3254,7719,0.6374,1
3254,9729,0.1474,2
3254,5182,0.1166,3
3254,2700,0.0891,4
3254,6799,0.0095,5
3255,16021,0.4366,1
3255,14486,0.2345,2
3255,6939,0.2336,3
3255,10054,0.0953,4
3256,4064,0.7042,1
3256,7539,0.24,2
3256,2136,0.0494,3
3256,15049,0.0065,4
3257,3775,0.6767,1
3257,7896,0.1599,2
3257,9890,0.0918,3
3257,2603,0.0716,4
3258,10121,0.2576,1
3258,12393,0.1773,2
3258,1655,0.1456,3
3258,6208,0.1237,4
3258,2224,0.1225,5
3258,8243,0.096,6
3258,7218,0.0774,7
3259,7996,0.3487,1
3259,2071,0.2022,2
3259,16430,0.1586,3
3259,12578,0.1263,4
3259,1763,0.1163,5
3259,7086,0.0479,6
3260,2224,0.6174,1
3260,11919,0.1444,2
3260,8469,0.0851,3
3260,17631,0.0565,4
3260,7690,0.053,5
3260,10128,0.0436,6
3261,7001,0.9075,1
3261,4035,0.0925,2
3262,4924,0.4833,1
3262,6266,0.3782,2
3262,4621,0.1251,3
3262,16952,0.0135,4
3263,7799,0.3557,1
3263,6306,0.2628,2
3263,2716,0.1459,3
3263,7285,0.0958,4
3263,11379,0.0726,5
3263,8461,0.0671,6
3264,8878,0.4857,1
3264,12340,0.3566,2
3264,10448,0.1577,3
3265,5193,0.3342,1
3265,5383,0.3337,2
3265,7078,0.1794,3
3265,8161,0.105,4
3265,10695,0.0438,5
3265,3001,0.004,6
3266,3998,0.4036,1
3266,3728,0.3111,2
3266,7697,0.1578,3
3266,1935,0.0617,4
3266,6739,0.0472,5
3266,17410,0.0185,6
3267,14735,0.4028,1
3267,4693,0.2639,2
3267,3913,0.2172,3
3267,5485,0.1161,4
3268,4687,0.3525,1
3268,6466,0.2288,2
3268,4617,0.1611,3
3268,10792,0.1062,4
3268,3097,0.0965,5
3268,5545,0.0388,6
3268,7439,0.0161,7
3269,8647,0.3405,1
3269,2098,0.246,2
3269,9307,0.1667,3
3269,2626,0.1262,4
3269,4791,0.1206,5
3270,7793,0.3879,1
3270,5263,0.3257,2
3270,2366,0.1342,3
3270,9172,0.1014,4
3270,7973,0.0508,5
3271,1705,0.3442,1
3271,3084,0.2387,2
3271,17492,0.1838,3
3271,6171,0.1295,4
3271,10735,0.0835,5
3271,16607,0.0203,6
3272,2004,0.4202,1
3272,6037,0.2741,2
3272,4254,0.1597,3
3272,10137,0.1344,4
3272,11071,0.0116,5
3273,5068,0.4888,1
3273,2135,0.2527,2
3273,11546,0.233,3
3273,14748,0.0255,4
3274,2852,0.6196,1
3274,3720,0.3523,2
3274,4821,0.0281,3
3275,8663,0.3131,1
3275,7093,0.2626,2
3275,4066,0.1501,3
3275,11027,0.1,4
3275,4723,0.0987,5
3275,4347,0.0755,6
3276,5623,0.2641,1
3276,8044,0.2081,2
3276,2520,0.1935,3
3276,8812,0.1775,4
3276,10056,0.1568,5
3277,2372,0.5038,1
3277,6534,0.1939,2
3277,2164,0.1529,3
3277,3404,0.1478,4
3277,5917,0.0016,5
3278,8274,0.5925,1
3278,4491,0.2217,2
3278,6228,0.1236,3
3278,4415,0.0623,4
3279,4887,0.6552,1
3279,10066,0.3441,2
3279,3466,0.0007,3
3280,12625,0.5757,1
3280,15330,0.2384,2
3280,11985,0.1303,3
3280,3876,0.0507,4
3280,17624,0.0049,5
3281,7201,0.6295,1
3281,6045,0.2901,2
3281,3491,0.0805,3
3282,6774,0.5604,1
3282,10557,0.3119,2
3282,4127,0.1276,3
3283,4851,0.5199,1
3283,7867,0.4096,2
3283,9392,0.0328,3
3283,8736,0.0263,4
3283,6237,0.0114,5
3284,5623,0.4197,1
3284,15999,0.3314,2
3284,17284,0.1975,3
3284,2616,0.0514,4
3285,3519,0.4099,1
3285,7095,0.3787,2
3285,7674,0.2114,3
3286,6426,0.4857,1
3286,9139,0.3358,2
3286,6493,0.1423,3
3286,5529,0.0362,4
3287,10335,0.3366,1
3287,2334,0.2848,2
3287,9694,0.1598,3
3287,11141,0.1005,4
3287,5507,0.0846,5
3287,10875,0.0336,6
3288,1650,0.7549,1
3288,5183,0.1622,2
3288,3461,0.0829,3
3289,2152,0.4783,1
3289,9297,0.3259,2
3289,16231,0.1364,3
3289,12321,0.0426,4
3289,10436,0.0167,5
3290,7353,0.5444,1
3290,8499,0.3071,2
3290,8547,0.1486,3
3291,8916,0.3518,1
3291,8939,0.1798,2
3291,4736,0.1675,3
3291,3489,0.1146,4
3291,3473,0.0966,5
3291,5040,0.0898,6
3292,8823,0.3543,1
3292,2552,0.3113,2
3292,4661,0.2808,3
3292,6048,0.0302,4
3292,12312,0.022,5
3292,2533,0.0015,6
3293,8125,0.4635,1
3293,12778,0.4297,2
3293,14394,0.0505,3
3293,11113,0.0344,4
3293,5497,0.0219,5
3294,13840,0.6896,1
3294,6162,0.1366,2
3294,2822,0.1008,3
3294,15761,0.0729,4
3295,6039,0.6947,1
3295,8613,0.1303,2
3295,6865,0.1011,3
3295,6052,0.0739,4
3296,5598,0.571,1
3296,6785,0.2033,2
3296,8436,0.1549,3
3296,10995,0.0708,4
3297,10056,0.4012,1
3297,1747,0.1816,2
3297,7833,0.1368,3
3297,2902,0.1218,4
3297,10271,0.0647,5
3297,8197,0.0627,6
3297,7804,0.0313,7
3298,3420,0.4102,1
3298,3879,0.3278,2
3298,11144,0.1593,3
3298,2506,0.1027,4
3299,6670,0.6826,1
3299,8032,0.297,2
3299,6897,0.0204,3
3300,12485,0.5355,1
3300,14978,0.1724,2
3300,9116,0.1487,3
3300,6531,0.1434,4
3301,6513,0.4541,1
3301,10782,0.2801,2
3301,4428,0.1314,3
3301,11678,0.0628,4
3301,7742,0.049,5
3301,7112,0.0226,6
3302,5376,0.4077,1
3302,7182,0.1581,2
3302,4396,0.1391,3
3302,8040,0.1315,4
3302,2449,0.125,5
3302,3032,0.0305,6
3302,8940,0.0082,7
3303,11561,0.635,1
3303,13698,0.2342,2
3303,9146,0.1308,3
3304,8889,0.7851,1
3304,7402,0.143,2
3304,2125,0.0495,3
3304,2557,0.022,4
3304,11489,0.0005,5
3305,7219,0.4191,1
3305,5566,0.3438,2
3305,3617,0.2371,3
3306,8518,0.3498,1
3306,5194,0.3314,2
3306,13872,0.3046,3
3306,3582,0.0092,4
3306,9432,0.005,5
3307,16492,0.6528,1
3307,11089,0.3472,2
3308,7211,0.4495,1
3308,2897,0.3214,2
3308,10512,0.111,3
3308,16163,0.1108,4
3308,8855,0.0073,5
3309,13064,0.4304,1
3309,11821,0.3962,2
3309,17007,0.1325,3
3309,16401,0.0409,4
3310,3279,0.3337,1
3310,11081,0.1872,2
3310,11253,0.1723,3
3310,6320,0.1432,4
3310,9737,0.0586,5
3310,8622,0.0551,6
3310,5637,0.0499,7
3311,6185,0.3671,1
3311,7512,0.3077,2
3311,6577,0.1713,3
3311,9366,0.1248,4
3311,9401,0.0276,5
3311,1799,0.0016,6
3312,9090,0.3046,1
3312,5688,0.2177,2
3312,10449,0.1781,3
3312,10592,0.1699,4
3312,4676,0.1297,5
3313,7219,0.5155,1
3313,2912,0.2683,2
3313,11306,0.0911,3
3313,5566,0.0785,4
3313,10537,0.0466,5
3314,2555,0.4499,1
3314,13575,0.421,2
3314,9754,0.1292,3
3315,8939,0.229,1
3315,8186,0.2111,2
3315,4935,0.2026,3
3315,3667,0.1508,4
3315,8095,0.0972,5
3315,3986,0.0818,6
3315,6818,0.0274,7
3316,9414,0.8438,1
3316,5584,0.1562,2
3317,5774,0.6419,1
3317,2595,0.3404,2
3317,11243,0.0177,3
3318,8927,0.3144,1
3318,11766,0.2786,2
3318,5343,0.1612,3
3318,6715,0.1152,4
3318,11270,0.0674,5
3318,3800,0.0338,6
3318,5709,0.0295,7
3319,4145,0.3536,1
3319,6369,0.2887,2
3319,6446,0.2006,3
3319,13586,0.1536,4
3319,3559,0.0035,5
3320,3461,0.4767,1
3320,3116,0.2827,2
3320,11033,0.2372,3
3320,1985,0.0034,4
3321,8475,0.5941,1
3321,7968,0.2401,2
3321,5081,0.0877,3
3321,3832,0.0782,4
3322,4657,0.5483,1
3322,14442,0.2008,2
3322,12557,0.1151,3
3322,5680,0.0893,4
3322,3755,0.0465,5
3323,11357,0.5509,1
3323,2188,0.3888,2
3323,2344,0.0603,3
3324,9916,0.4497,1
3324,9415,0.2842,2
3324,4808,0.2559,3
3324,2739,0.0103,4
3325,11938,0.2592,1
3325,15159,0.2269,2
3325,5390,0.2186,3
3325,16334,0.1812,4
3325,11968,0.1045,5
3325,8662,0.0095,6
3326,6685,0.7856,1
3326,3718,0.1536,2
3326,3697,0.0495,3
3326,2397,0.0081,4
3326,3441,0.0031,5
3327,10322,0.6791,1
3327,5445,0.1761,2
3327,4423,0.0783,3
3327,7681,0.0519,4
3327,7399,0.0146,5
3328,9136,1.0,1
3329,14506,0.4894,1
3329,8336,0.271,2
3329,8986,0.1488,3
3329,3547,0.0908,4
3330,10371,0.3233,1
3330,8194,0.2548,2
3330,3706,0.1432,3
3330,6030,0.1419,4
3330,7196,0.1218,5
3330,5050,0.015,6
3331,6287,0.9576,1
3331,7747,0.029,2
3331,7100,0.0134,3
3332,4854,0.491,1
3332,10689,0.151,2
3332,15682,0.1234,3
3332,1841,0.1126,4
3332,17560,0.0894,5
3332,11607,0.0326,6
3333,3271,0.3536,1
3333,11938,0.3269,2
3333,7520,0.3195,3
3334,11259,0.7718,1
3334,3394,0.1981,2
3334,7040,0.0302,3
3335,3147,0.6405,1
3335,7170,0.2627,2
3335,2092,0.0968,3
3336,8444,0.6451,1
3336,17316,0.352,2
3336,17383,0.0029,3
3337,2047,0.4782,1
3337,8605,0.2193,2
3337,11355,0.16,3
3337,2875,0.059,4
3337,3351,0.0585,5
3337,2234,0.0219,6
3337,4828,0.0031,7
3338,6901,0.4586,1
3338,6068,0.4265,2
3338,2577,0.0764,3
3338,13794,0.0385,4
3339,9533,0.3577,1
3339,7318,0.3058,2
3339,4746,0.2733,3
3339,4491,0.0633,4
3340,7420,0.4031,1
3340,8991,0.2644,2
3340,6477,0.1934,3
3340,4234,0.1308,4
3340,3132,0.0083,5
3341,17504,0.2925,1
3341,12268,0.2241,2
3341,1913,0.2219,3
3341,3792,0.1291,4
3341,3188,0.1248,5
3341,7412,0.0076,6
3342,5903,0.6295,1
3342,7360,0.3415,2
3342,5533,0.027,3
3342,7754,0.002,4
3343,4160,0.3521,1
3343,5816,0.2786,2
3343,2819,0.219,3
3343,5046,0.1176,4
3343,6150,0.0233,5
3343,3310,0.0095,6
3344,7048,0.5216,1
3344,4822,0.3902,2
3344,8538,0.0497,3
3344,7435,0.0382,4
3344,11057,0.0004,5
3345,11065,0.2187,1
3345,3961,0.215,2
3345,12229,0.2001,3
3345,13673,0.1902,4
3345,9579,0.0951,5
3345,6226,0.0439,6
3345,6563,0.0369,7
3346,2509,0.4542,1
3346,10168,0.3029,2
3346,1859,0.1992,3
3346,4178,0.0437,4
3347,4353,0.8908,1
3347,11009,0.0791,2
3347,16377,0.0301,3
3348,5145,0.2397,1
3348,14561,0.1882,2
3348,7018,0.1771,3
3348,12428,0.1291,4
3348,3962,0.0976,5
3348,12123,0.0951,6
3348,2537,0.0732,7
3349,3387,0.5854,1
3349,3021,0.3697,2
3349,7992,0.0449,3
3350,2373,0.3473,1
3350,7938,0.193,2
3350,15453,0.1877,3
3350,12485,0.1327,4
3350,16864,0.1111,5
3350,4911,0.017,6
3350,9541,0.0113,7
3351,10511,0.4647,1
3351,2041,0.3651,2
3351,1982,0.1702,3
3352,4355,0.5078,1
3352,4007,0.4476,2
3352,7035,0.0446,3
3353,11668,0.2987,1
3353,1750,0.2902,2
3353,3379,0.2753,3
3353,10671,0.1358,4
3354,7568,0.445,1
3354,6250,0.2435,2
3354,9786,0.1941,3
3354,7833,0.0446,4
3354,9431,0.041,5
3354,5445,0.0181,6
3354,11105,0.0137,7
3355,10530,0.7827,1
3355,11131,0.0789,2
3355,5362,0.0598,3
3355,3562,0.0491,4
3355,3788,0.0294,5
3356,2865,0.4265,1
3356,16649,0.3473,2
3356,7291,0.2022,3
3356,2765,0.0239,4
3356,7462,0.0,5
3357,9964,0.7008,1
3357,4697,0.176,2
3357,11377,0.0677,3
3357,17391,0.0342,4
3357,4529,0.0213,5
3358,9360,0.8173,1
3358,4970,0.142,2
3358,5106,0.035,3
3358,2174,0.0057,4
3359,6033,0.4925,1
3359,2167,0.3198,2
3359,7407,0.112,3
3359,13123,0.0757,4
3360,3619,0.7705,1
3360,4720,0.2135,2
3360,14556,0.016,3
3361,7552,0.3789,1
3361,9178,0.3341,2
3361,5031,0.287,3
3362,5408,0.3592,1
3362,3939,0.3168,2
3362,15683,0.2573,3
3362,10751,0.0661,4
3362,8740,0.0007,5
3363,9981,0.4276,1
3363,11401,0.3217,2
3363,2341,0.2507,3
3364,8404,0.7531,1
3364,10121,0.107,2
3364,7719,0.0985,3
3364,3406,0.0324,4
3364,7658,0.009,5
3365,10557,0.5557,1
3365,15569,0.3046,2
3365,2747,0.1194,3
3365,5194,0.0136,4
3365,13739,0.0066,5
3365,3293,0.0,6
3366,5667,0.5646,1
3366,2906,0.1674,2
3366,7663,0.1605,3
3366,10995,0.0807,4
3366,3152,0.0269,5
3367,3649,0.3556,1
3367,1932,0.2296,2
3367,7083,0.148,3
3367,9808,0.1277,4
3367,7454,0.1143,5
3367,11288,0.0248,6
3368,7191,0.293,1
3368,10121,0.1943,2
3368,11012,0.1911,3
3368,2825,0.0906,4
3368,12831,0.0882,5
3368,9100,0.0856,6
3368,12748,0.0572,7
3369,8951,0.3359,1
3369,2756,0.2622,2
3369,6579,0.1771,3
3369,2505,0.1647,4
3369,2809,0.0434,5
3369,7756,0.0167,6
3370,6383,0.7785,1
3370,9131,0.1902,2
3370,8965,0.0313,3
3371,2482,0.5768,1
3371,6479,0.3799,2
3371,7937,0.0378,3
3371,7578,0.0055,4
3372,9717,0.9446,1
3372,1911,0.0554,2
3373,12507,0.4567,1
3373,14859,0.2409,2
3373,4052,0.1651,3
3373,15619,0.1096,4
3373,4383,0.0276,5
3374,7184,0.4924,1
3374,12194,0.4004,2
3374,2621,0.0901,3
3374,16297,0.0171,4
3375,4461,0.5411,1
3375,4621,0.2335,2
3375,3829,0.2254,3
3376,3682,0.3385,1
3376,6314,0.2504,2
3376,8198,0.2228,3
3376,3028,0.061,4
3376,1873,0.0604,5
3376,9899,0.0414,6
3376,5601,0.0256,7
3377,7439,0.3104,1
3377,8871,0.2848,2
3377,2014,0.1733,3
3377,10879,0.116,4
3377,10376,0.1036,5
3377,3392,0.0062,6
3377,5095,0.0057,7
3378,11221,0.2786,1
3378,5687,0.1858,2
3378,16719,0.1811,3
3378,10503,0.1534,4
3378,15744,0.117,5
3378,15575,0.074,6
3378,13964,0.0102,7
3379,6353,1.0,1
3380,1721,0.8566,1
3380,10815,0.1434,2
3380,8770,0.0,3
3381,10294,0.4563,1
3381,10789,0.2532,2
3381,6387,0.1544,3
3381,8528,0.0832,4
3381,5279,0.0529,5
3382,8983,0.7044,1
3382,8590,0.1506,2
3382,4005,0.145,3
3383,6886,0.2768,1
3383,7876,0.2166,2
3383,2696,0.184,3
3383,4709,0.1823,4
3383,3203,0.0695,5
3383,2226,0.0467,6
3383,10682,0.024,7
3384,9384,0.7907,1
3384,8301,0.1589,2
3384,7741,0.0504,3
3385,9579,0.7745,1
3385,3754,0.1455,2
3385,8383,0.08,3
3386,10092,0.5172,1
3386,9269,0.135,2
3386,6657,0.1287,3
3386,1959,0.1119,4
3386,9314,0.1072,5
3387,8027,0.4446,1
3387,2682,0.204,2
3387,4238,0.1871,3
3387,8928,0.1643,4
3388,10577,0.371,1
3388,3328,0.3,2
3388,8844,0.1732,3
3388,5494,0.155,4
3388,6942,0.0009,5
3389,15837,0.544,1
3389,4720,0.3076,2
3389,8273,0.0841,3
3389,2869,0.0643,4
3390,9819,0.4214,1
3390,4115,0.3391,2
3390,1824,0.1538,3
3390,5879,0.0857,4
3391,6884,0.6245,1
3391,9295,0.3513,2
3391,10781,0.0241,3
3392,11205,0.6976,1
3392,5704,0.2524,2
3392,14020,0.05,3
3393,8916,1.0,1
3394,6261,0.432,1
3394,5710,0.3896,2
3394,15425,0.1332,3
3394,9941,0.0352,4
3394,4113,0.01,5
3395,6035,0.3492,1
3395,6947,0.2064,2
3395,3993,0.2029,3
3395,7424,0.1883,4
3395,3175,0.0368,5
3395,4491,0.0165,6
3396,14897,0.5192,1
3396,8031,0.2771,2
3396,12751,0.184,3
3396,2907,0.0143,4
3396,9297,0.0053,5
3397,14036,0.4614,1
3397,10607,0.2878,2
3397,6540,0.2308,3
3397,11463,0.02,4
3398,2415,0.4428,1
3398,9322,0.2619,2
3398,2778,0.2186,3
3398,4137,0.0767,4
3399,17364,0.5944,1
3399,14767,0.2117,2
3399,2635,0.1776,3
3399,14130,0.0164,4
3400,6423,0.5591,1
3400,6986,0.3927,2
3400,9437,0.0244,3
3400,10560,0.0237,4
3401,7922,0.5794,1
3401,7369,0.2168,2
3401,7142,0.1525,3
3401,9740,0.0514,4
3402,3375,0.4421,1
3402,6972,0.201,2
3402,2631,0.1658,3
3402,4339,0.0897,4
3402,9798,0.0676,5
3402,16802,0.0338,6
3403,4610,0.4034,1
3403,3668,0.206,2
3403,3523,0.1288,3
3403,7087,0.0931,4
3403,15608,0.0894,5
3403,3470,0.042,6
3403,2432,0.0374,7
3404,2874,1.0,1
3405,9736,0.4225,1
3405,2069,0.3867,2
3405,9546,0.1753,3
3405,5530,0.0155,4
3406,8281,0.6045,1
3406,13795,0.3601,2
3406,10200,0.0354,3
3407,16220,0.4032,1
3407,13292,0.343,2
3407,11127,0.2418,3
3407,10892,0.0121,4
3408,13674,0.5108,1
3408,17394,0.3027,2
3408,15285,0.1214,3
3408,13219,0.0315,4
3408,11047,0.0289,5
3408,6582,0.0047,6
3409,14106,0.2734,1
3409,10443,0.1869,2
3409,14891,0.1629,3
3409,4893,0.107,4
3409,16067,0.1035,5
3409,5972,0.0976,6
3409,12614,0.0686,7
3410,8166,0.7033,1
3410,16250,0.1712,2
3410,2666,0.0695,3
3410,10151,0.0484,4
3410,6846,0.0076,5
3411,6391,0.4837,1
3411,7645,0.2375,2
3411,1938,0.2033,3
3411,8636,0.0561,4
3411,4168,0.0193,5
3412,3454,0.4197,1
3412,5455,0.2147,2
3412,7122,0.1957,3
3412,2177,0.1633,4
3412,2826,0.0066,5
3413,10510,0.5822,1
3413,6076,0.3234,2
3413,5627,0.0936,3
3413,9762,0.0008,4
3414,6012,1.0,1
3415,9876,0.4172,1
3415,4935,0.2788,2
3415,10718,0.1218,3
3415,3934,0.1207,4
3415,8440,0.0615,5
3416,15871,0.3439,1
3416,4782,0.232,2
3416,15159,0.1117,3
3416,3900,0.1091,4
3416,8113,0.0998,5
3416,13125,0.0931,6
3416,2913,0.0104,7
3417,13698,0.5935,1
3417,4718,0.4065,2
3418,4563,0.3601,1
3418,16173,0.2303,2
3418,2882,0.163,3
3418,5677,0.1425,4
3418,9400,0.0709,5
3418,6311,0.0331,6
3419,6626,0.5561,1
3419,6955,0.2864,2
3419,16128,0.0813,3
3419,3364,0.0568,4
3419,3928,0.0194,5
3420,8980,0.732,1
3420,3387,0.1047,2
3420,7177,0.0955,3
3420,5071,0.0678,4
3421,5804,0.3643,1
3421,7939,0.2356,2
3421,4441,0.2187,3
3421,6216,0.1341,4
3421,4187,0.0356,5
3421,2164,0.0117,6
3422,9409,0.4907,1
3422,6771,0.3909,2
3422,5296,0.1184,3
3423,6403,0.4093,1
3423,3674,0.3072,2
3423,12164,0.2769,3
3423,7221,0.0036,4
3423,3464,0.003,5
3424,8767,1.0,1
3425,11426,0.4156,1
3425,1905,0.1991,2
3425,3559,0.164,3
3425,2742,0.1139,4
3425,6900,0.0518,5
3425,14638,0.0347,6
3425,8402,0.0208,7
3426,5681,0.8165,1
3426,9176,0.0972,2
3426,4969,0.0863,3
3427,2174,0.5164,1
3427,10893,0.2049,2
3427,1670,0.1893,3
3427,7177,0.043,4
3427,3091,0.0372,5
3427,10250,0.0092,6
3428,6620,0.3521,1
3428,12408,0.2256,2
3428,7240,0.1361,3
3428,10476,0.1327,4
3428,8317,0.0722,5
