CustomerKey,AgeGroup,MonthsAsCustomer,ChurnRiskScore,LifetimeValue,AvgSessionMinutes,PaymentReliability,CustomerSegment
5279,adult,151,0.263,2643.69,50.8,0.711,Silver
5280,adult,174,0.967,2723.9,64.4,0.954,Bronze
5281,adult,162,0.231,2434.05,82.0,0.805,Silver
5282,adult,112,0.304,1018.23,55.1,0.857,Silver
5283,young_adult,1,0.394,84.82,34.9,0.825,Bronze
5284,young_adult,34,0.295,421.96,104.3,0.966,Silver
5285,adult,100,0.217,1438.55,64.3,0.972,Silver
5286,adult,178,0.18,2546.97,78.9,0.852,Silver
5287,adult,119,0.251,1612.56,43.0,0.908,Silver
5288,young_adult,40,0.372,405.13,91.8,0.843,Silver
5289,young_adult,5,0.398,91.13,21.2,0.726,Bronze
5290,middle_aged,110,0.288,1484.92,57.1,0.792,Silver
5291,adult,1,0.309,115.28,61.2,0.938,Bronze
5292,young_adult,1,0.353,125.21,36.4,0.917,Bronze
5293,middle_aged,190,0.908,2238.0,66.9,0.88,Bronze
5294,adult,100,0.228,1059.85,111.3,0.72,Silver
5295,young_adult,34,0.332,649.71,54.0,0.939,Silver
5296,adult,1,0.366,83.36,63.5,0.965,Bronze
5297,middle_aged,178,0.142,2558.83,64.8,0.887,Silver
5298,young_adult,2,0.441,123.14,49.8,0.886,Bronze
5299,adult,137,0.308,2094.69,27.6,0.712,Bronze
5300,middle_aged,96,0.313,1576.97,71.1,0.887,Silver
5301,young_adult,1,0.379,115.92,42.2,0.934,Bronze
5302,adult,23,0.316,452.11,76.7,0.718,Bronze
5303,adult,192,0.151,3739.86,95.5,0.96,Gold
5304,adult,10,0.352,96.59,55.5,0.788,Bronze
5305,young_adult,1,0.385,160.14,37.7,0.86,Bronze
5306,adult,20,0.373,283.01,60.5,0.792,Bronze
5307,adult,122,0.304,1243.46,50.7,0.798,Silver
5308,adult,118,0.327,1754.13,90.4,0.71,Silver
5309,adult,94,0.252,1476.31,63.0,0.926,Silver
5310,adult,146,0.206,2593.42,87.4,0.806,Silver
5311,adult,70,0.32,1383.31,88.3,0.905,Silver
5312,adult,51,0.252,604.7,65.5,0.996,Silver
5313,middle_aged,130,0.28,1212.79,28.5,0.953,Silver
5314,young_adult,51,0.756,652.31,31.6,0.783,Bronze
5315,adult,53,0.319,1031.55,47.5,0.919,Silver
5316,adult,100,0.267,1319.96,58.4,0.965,Silver
5317,adult,150,0.975,2785.38,65.9,0.956,Bronze
5318,adult,125,0.214,2057.95,126.4,0.927,Silver
5319,adult,105,0.279,1076.28,110.3,0.701,Silver
5320,adult,105,0.315,1352.02,35.5,0.773,Bronze
5321,young_adult,2,0.405,78.12,71.8,0.72,Bronze
5322,middle_aged,185,0.193,3692.18,45.9,0.978,Gold
5323,adult,124,0.244,2300.88,143.9,0.821,Silver
5324,adult,194,0.902,2965.85,92.0,0.737,Bronze
5325,adult,119,0.221,1654.22,144.5,0.911,Silver
5326,middle_aged,107,0.276,1283.49,88.5,0.909,Silver
5327,adult,125,0.191,1216.62,48.7,0.847,Silver
5328,adult,175,0.225,2265.11,78.9,0.818,Silver
5329,adult,97,0.207,1528.7,84.3,0.992,Silver
5330,young_adult,19,0.81,337.54,90.1,0.706,Bronze
5331,adult,169,0.199,1989.85,68.7,0.888,Silver
5332,adult,76,0.836,984.86,90.9,0.731,Bronze
5333,adult,155,0.207,1832.86,86.3,0.938,Gold
5334,adult,114,0.187,2220.91,153.8,0.886,Silver
5335,adult,82,0.91,1371.85,65.2,0.995,Bronze
5336,adult,113,0.262,1446.86,97.4,0.957,Silver
5337,adult,155,0.248,2703.65,70.6,0.857,Silver
5338,adult,186,0.901,2464.57,77.5,0.841,Bronze
5339,adult,47,0.316,457.7,48.5,0.99,Silver
5340,adult,158,0.152,2954.34,77.1,0.941,Gold
5341,young_adult,1,0.874,86.44,47.3,0.719,Bronze
5342,adult,121,0.269,1646.35,92.9,0.802,Silver
5343,middle_aged,192,0.214,1739.39,39.4,0.981,Gold
5344,middle_aged,29,0.354,249.72,57.0,0.835,Bronze
5345,middle_aged,163,0.205,3076.06,49.8,0.775,Silver
5346,young_adult,34,0.392,318.59,73.1,0.858,Bronze
5347,middle_aged,194,0.191,3273.61,41.3,0.953,Gold
5348,adult,104,0.307,1144.89,54.5,0.717,Bronze
5349,adult,68,0.238,650.43,67.4,0.988,Silver
5350,adult,180,0.174,3525.24,96.0,0.885,Gold
5351,adult,55,0.289,591.83,86.8,0.773,Bronze
5352,middle_aged,183,0.153,2844.57,147.4,0.865,Gold
5353,adult,114,0.811,1407.25,23.7,0.983,Bronze
5354,adult,95,0.283,1313.56,77.3,0.817,Silver
5355,young_adult,1,0.331,131.82,41.2,0.969,Bronze
5356,adult,193,0.15,2977.59,126.7,0.847,Gold
5357,middle_aged,122,0.723,1640.07,34.5,0.997,Bronze
5358,adult,157,0.176,2143.01,76.0,0.954,Gold
5359,young_adult,37,0.33,449.64,107.3,0.755,Bronze
5360,middle_aged,81,0.831,1160.63,99.2,0.947,Bronze
5361,adult,157,0.191,2384.72,107.3,0.907,Gold
5362,adult,181,0.134,1972.77,105.9,0.909,Gold
5363,adult,121,0.254,1337.41,80.8,0.703,Silver
5364,middle_aged,52,0.872,875.64,49.2,0.715,Bronze
5365,young_adult,41,0.241,427.95,128.1,0.989,Silver
5366,adult,60,0.367,563.95,47.2,0.878,Silver
5367,adult,99,0.35,1389.97,51.4,0.836,Silver
5368,adult,1,0.976,91.1,97.9,0.869,Bronze
5369,adult,108,0.294,933.45,29.5,0.994,Silver
5370,adult,174,0.16,2782.89,148.1,0.964,Gold
5371,adult,193,0.218,2722.82,32.9,0.875,Silver
5372,adult,83,0.312,1040.53,102.7,0.792,Silver
5373,adult,113,0.297,1411.41,75.8,0.822,Silver
5374,adult,91,0.247,783.55,49.4,0.97,Silver
5375,middle_aged,170,0.227,1484.13,86.2,0.789,Silver
5376,adult,78,0.313,721.21,59.5,0.797,Bronze
5377,adult,166,0.961,2821.27,31.3,0.877,Bronze
5378,adult,189,0.15,3535.27,37.6,0.975,Gold
5379,adult,171,0.299,2547.49,55.0,0.758,Silver
5380,adult,57,0.844,546.98,46.4,0.806,Bronze
5381,young_adult,66,0.379,797.08,31.6,0.828,Bronze
5382,adult,122,0.307,2248.39,44.7,0.706,Bronze
5383,young_adult,28,0.397,519.46,80.4,0.8,Bronze
5384,adult,117,0.8,1270.27,44.6,0.94,Bronze
5385,adult,167,0.205,1720.57,65.2,0.786,Silver
5386,adult,191,0.126,3357.02,111.0,0.817,Silver
5387,young_adult,58,0.319,831.17,82.4,0.947,Silver
5388,adult,127,0.259,1426.89,50.0,0.806,Silver
5389,adult,34,0.318,639.99,151.4,0.709,Bronze
5390,middle_aged,152,0.226,2609.4,67.6,0.756,Silver
5391,adult,145,0.174,2108.43,111.4,0.908,Silver
5392,adult,178,0.241,3246.0,105.8,0.718,Silver
5393,young_adult,57,0.282,787.33,45.5,0.906,Silver
5394,adult,189,0.219,1859.33,108.4,0.789,Silver
5395,adult,140,0.249,2310.6,81.8,0.78,Silver
5396,adult,73,0.361,1126.41,89.4,0.861,Silver
5397,adult,153,0.268,2091.34,86.7,0.739,Silver
5398,middle_aged,101,0.274,1307.55,67.2,0.766,Silver
5399,young_adult,10,0.896,153.38,72.1,0.984,Bronze
5400,adult,94,0.282,1285.95,38.5,0.914,Silver
5401,middle_aged,189,0.192,3693.03,43.6,0.863,Silver
5402,adult,137,0.246,2259.88,79.9,0.867,Silver
5403,adult,111,0.264,1202.47,83.7,0.858,Silver
5404,adult,122,0.199,1107.39,113.8,0.939,Silver
5405,adult,172,0.224,2133.69,67.9,0.85,Silver
5406,middle_aged,145,0.243,1672.47,50.4,0.764,Silver
5407,adult,1,0.308,150.32,60.1,0.959,Bronze
5408,adult,164,0.297,1604.29,44.1,0.702,Silver
5409,adult,110,0.31,1927.7,77.2,0.836,Silver
5410,adult,169,0.172,1814.8,73.3,0.937,Gold
5411,adult,130,0.25,1630.68,84.3,0.822,Silver
5412,adult,111,0.294,1140.41,53.6,0.788,Silver
5413,adult,190,0.178,2269.26,140.1,0.907,Gold
5414,adult,74,0.271,976.11,36.5,0.871,Silver
5415,adult,196,0.227,3292.19,98.1,0.845,Silver
5416,young_adult,2,0.406,131.27,56.1,0.925,Bronze
5417,adult,186,0.769,1847.2,43.3,0.901,Bronze
5418,young_adult,74,0.256,1102.28,28.2,0.97,Silver
5419,adult,107,0.294,1950.6,53.5,0.816,Silver
5420,adult,124,0.239,2261.36,74.6,0.857,Silver
5421,middle_aged,149,0.22,2765.79,74.5,0.846,Silver
5422,young_adult,39,0.872,660.81,76.9,0.803,Bronze
5423,adult,189,0.744,3448.98,120.5,0.719,Bronze
5424,adult,65,0.333,837.51,60.4,0.928,Silver
5425,adult,137,0.213,1794.57,62.5,0.79,Silver
5426,adult,132,0.34,2493.89,28.6,0.724,Bronze
5427,adult,154,0.206,2396.83,139.2,0.742,Silver
5428,young_adult,20,0.313,248.34,105.3,0.949,Silver
5429,adult,114,0.345,2238.78,39.1,0.713,Bronze
5430,adult,1,0.32,110.56,79.4,0.964,Silver
5431,middle_aged,161,0.232,2543.68,47.3,0.98,Silver
5432,adult,142,0.275,2117.91,45.1,0.758,Silver
5433,middle_aged,154,0.251,1807.68,24.2,0.779,Silver
5434,adult,109,0.27,1809.33,35.7,0.844,Silver
5435,adult,84,0.308,793.91,60.8,0.882,Silver
5436,adult,142,0.245,1804.54,61.1,0.868,Silver
5437,adult,108,0.2,1368.2,35.8,0.951,Silver
5438,adult,60,0.976,1128.41,38.1,0.814,Bronze
5439,adult,39,0.851,622.95,105.9,0.978,Bronze
5440,young_adult,23,0.41,336.87,66.6,0.715,Bronze
5441,middle_aged,118,0.836,1988.62,22.7,0.957,Bronze
5442,middle_aged,166,0.245,2592.14,143.4,0.701,Silver
5443,young_adult,46,0.338,423.35,76.8,0.913,Silver
5444,adult,124,0.275,2042.49,39.0,0.829,Silver
5445,young_adult,29,0.406,503.24,55.7,0.721,Bronze
5446,young_adult,36,0.339,565.37,40.6,0.901,Bronze
5447,young_adult,14,0.396,233.61,39.5,0.705,Bronze
5448,adult,109,0.28,1249.62,113.5,0.829,Silver
5449,adult,112,0.327,1804.6,56.3,0.783,Silver
5450,adult,48,0.345,862.93,44.0,0.703,Bronze
5451,young_adult,27,0.354,442.32,70.1,0.966,Silver
5452,young_adult,1,0.392,81.14,96.0,0.761,Bronze
5453,adult,161,0.218,1660.61,37.1,0.964,Silver
5454,middle_aged,149,0.278,1494.38,60.4,0.767,Silver
5455,adult,129,0.267,2474.58,36.6,0.772,Silver
5456,young_adult,1,0.391,154.29,52.4,0.868,Bronze
5457,adult,172,0.266,2071.89,73.8,0.721,Silver
5458,adult,172,0.196,3299.3,172.6,0.816,Gold
5459,middle_aged,73,0.81,643.62,64.5,0.888,Bronze
5460,adult,150,0.273,1341.68,80.4,0.791,Silver
5461,adult,87,0.252,1334.99,68.1,0.817,Silver
5462,adult,168,0.281,2890.71,46.4,0.705,Silver
5463,adult,129,0.227,1975.3,82.9,0.984,Silver
5464,adult,182,0.158,2016.26,69.8,0.989,Gold
5465,adult,145,0.182,2405.15,70.1,0.927,Silver
5466,middle_aged,180,0.187,2827.7,62.4,0.968,Gold
5467,adult,1,0.394,76.79,105.4,0.802,Bronze
5468,adult,130,0.272,2301.5,46.3,0.837,Silver
5469,adult,94,0.272,1053.0,25.2,0.919,Silver
5470,middle_aged,117,0.88,1947.04,81.3,0.957,Bronze
5471,middle_aged,162,0.23,2842.35,55.7,0.923,Silver
5472,adult,166,0.205,2476.31,45.2,0.872,Silver
5473,adult,113,0.284,1676.25,63.1,0.74,Silver
5474,adult,1,0.395,75.97,52.7,0.962,Bronze
5475,adult,90,0.269,1331.52,73.3,0.872,Silver
5476,adult,114,0.226,2124.13,67.5,0.986,Silver
5477,adult,110,0.23,1516.05,90.0,0.982,Silver
5478,adult,155,0.203,2407.31,66.7,0.981,Gold
5479,adult,119,0.289,1136.26,26.3,0.82,Silver
5480,adult,193,0.188,3371.23,49.5,0.725,Silver
5481,adult,187,0.248,3427.97,48.4,0.777,Silver
5482,young_adult,51,0.325,843.87,44.4,0.858,Bronze
5483,young_adult,3,0.35,84.75,74.4,0.977,Silver
5484,young_adult,1,0.404,154.26,112.3,0.717,Bronze
5485,adult,91,0.359,1691.12,81.6,0.74,Bronze
5486,middle_aged,180,0.194,2425.32,45.7,0.982,Gold
5487,adult,77,0.328,1186.74,35.8,0.795,Bronze
5488,adult,47,0.335,537.67,54.8,0.759,Bronze
5489,adult,8,0.399,145.11,65.8,0.776,Bronze
5490,middle_aged,105,0.308,1443.34,82.5,0.894,Silver
5491,adult,44,0.329,514.95,118.8,0.797,Silver
5492,young_adult,4,0.792,141.39,31.0,0.786,Bronze
5493,adult,1,0.346,129.36,112.9,0.88,Bronze
5494,adult,120,0.274,2058.08,60.6,0.767,Silver
5495,adult,127,0.869,2160.47,54.8,0.986,Bronze
5496,adult,119,0.299,1118.99,62.9,0.885,Silver
5497,adult,75,0.355,965.62,77.3,0.743,Bronze
5498,adult,160,0.168,2106.47,103.9,0.998,Gold
5499,adult,33,0.309,615.4,63.6,0.945,Silver
5500,adult,122,0.241,1892.7,104.4,0.892,Silver
5501,adult,128,0.24,1811.32,62.3,0.779,Silver
5502,middle_aged,184,0.147,3279.54,52.5,0.888,Silver
5503,adult,73,0.312,1000.34,47.6,0.931,Silver
5504,adult,190,0.17,2511.21,49.7,0.948,Gold
5505,adult,143,0.23,1630.5,52.1,0.931,Silver
5506,adult,109,0.744,1979.19,59.7,0.765,Bronze
5507,middle_aged,169,0.201,2926.13,38.3,0.993,Gold
5508,adult,167,0.232,2751.5,69.2,0.782,Silver
5509,adult,106,0.38,1356.67,51.3,0.832,Silver
5510,adult,130,0.776,2039.48,113.6,0.894,Bronze
5511,middle_aged,137,0.248,2596.16,64.9,0.72,Silver
5512,adult,16,0.845,240.64,24.5,0.761,Bronze
5513,adult,103,0.305,1528.07,66.3,0.807,Silver
5514,adult,147,0.163,1487.46,60.2,0.941,Silver
5515,middle_aged,150,0.25,2424.59,105.3,0.836,Silver
5516,adult,79,0.276,822.65,66.3,0.964,Silver
5517,adult,193,0.871,3810.39,54.1,0.944,Bronze
5518,young_adult,37,0.946,597.09,37.5,0.716,Bronze
5519,adult,72,0.94,1217.54,66.5,0.722,Bronze
5520,adult,149,0.224,1473.27,62.1,0.778,Silver
5521,adult,98,0.851,1893.12,83.6,0.799,Bronze
5522,adult,194,0.14,2919.28,157.2,0.864,Gold
5523,adult,1,0.378,103.97,45.6,0.923,Bronze
5524,adult,163,0.259,1738.9,87.8,0.845,Silver
5525,adult,187,0.222,3187.69,66.7,0.804,Silver
5526,adult,176,0.207,2549.67,62.2,0.949,Gold
5527,adult,39,0.285,433.24,114.5,0.873,Silver
5528,adult,124,0.247,1699.37,56.6,0.757,Silver
5529,adult,151,0.159,1456.33,34.5,0.982,Silver
5530,adult,104,0.339,1295.91,43.4,0.81,Silver
5531,adult,110,0.247,2046.28,97.6,0.91,Silver
5532,adult,187,0.126,3276.45,130.4,0.891,Gold
5533,adult,186,0.151,2259.11,79.3,0.915,Gold
5534,adult,129,0.211,1770.06,113.8,0.932,Silver
5535,young_adult,35,0.295,639.99,34.9,0.948,Silver
5536,adult,106,0.245,1948.49,70.1,0.936,Silver
5537,middle_aged,117,0.286,2305.84,55.3,0.876,Silver
5538,adult,164,0.891,2435.37,54.9,0.848,Bronze
5539,young_adult,2,0.393,75.85,90.7,0.771,Bronze
5540,middle_aged,181,0.169,1721.01,39.9,0.903,Silver
5541,adult,196,0.207,2970.22,69.6,0.902,Silver
5542,adult,121,0.286,1872.79,85.5,0.898,Silver
5543,young_adult,49,0.415,734.76,42.6,0.713,Bronze
5544,adult,138,0.269,2469.49,36.6,0.763,Silver
5545,adult,98,0.306,1094.15,31.1,0.726,Bronze
5546,adult,119,0.293,2141.82,66.5,0.758,Silver
5547,adult,69,0.866,1014.87,63.1,0.987,Bronze
5548,adult,193,0.202,2476.37,56.6,0.719,Silver
5549,young_adult,61,0.248,919.08,157.7,0.861,Silver
5550,middle_aged,180,0.191,3247.05,67.8,0.791,Silver
5551,adult,41,0.355,637.18,89.9,0.839,Bronze
5552,adult,80,0.302,708.24,53.7,0.96,Silver
5553,young_adult,11,0.302,143.52,76.5,0.999,Silver
5554,young_adult,1,0.318,125.41,106.6,0.911,Silver
5555,young_adult,1,0.388,146.51,67.8,0.831,Bronze
5556,young_adult,2,0.331,169.61,67.1,0.855,Bronze
5557,adult,121,0.231,1040.08,114.0,0.9,Silver
5558,adult,14,0.782,266.15,113.5,0.804,Bronze
5559,adult,172,0.241,3140.88,65.6,0.807,Silver
5560,young_adult,4,0.437,142.67,34.4,0.782,Bronze
5561,young_adult,1,0.363,155.74,94.2,0.934,Silver
5562,middle_aged,187,0.216,1803.57,50.9,0.719,Silver
5563,adult,100,0.294,1160.27,96.2,0.713,Silver
5564,adult,1,0.362,80.11,44.3,0.835,Bronze
5565,adult,114,0.837,1951.76,59.2,0.966,Bronze
5566,young_adult,56,0.307,704.8,171.5,0.767,Silver
5567,adult,62,0.278,1009.8,65.0,0.977,Silver
5568,adult,178,0.148,2002.0,75.2,0.889,Silver
5569,adult,116,0.241,2144.85,49.4,0.97,Silver
5570,adult,75,0.279,999.07,148.6,0.868,Silver
5571,adult,1,0.392,122.33,76.5,0.933,Bronze
5572,adult,110,0.253,1193.83,42.4,0.96,Silver
5573,adult,175,0.148,1683.75,52.6,0.979,Gold
5574,young_adult,12,0.358,188.27,71.7,0.976,Silver
5575,adult,118,0.197,2067.4,131.4,0.942,Gold
5576,adult,194,0.227,1939.15,63.7,0.839,Silver
5577,middle_aged,177,0.21,2736.75,40.7,0.871,Silver
5578,adult,85,0.263,1620.82,99.7,0.867,Silver
5579,adult,1,0.342,93.97,45.7,0.967,Bronze
5580,young_adult,1,0.333,84.74,171.0,0.761,Bronze
5581,middle_aged,182,0.146,1550.06,92.1,0.799,Silver
5582,adult,113,0.264,1960.84,147.9,0.751,Silver
5583,adult,195,0.904,1673.32,179.7,0.996,Bronze
5584,adult,1,0.391,106.52,116.8,0.774,Bronze
5585,young_adult,45,0.277,710.89,55.9,0.979,Silver
5586,adult,17,0.758,163.0,59.3,0.985,Bronze
5587,adult,96,0.873,928.22,116.1,0.789,Bronze
5588,adult,193,0.15,1869.79,66.6,0.976,Gold
5589,adult,140,0.21,2005.39,63.9,0.957,Silver
5590,adult,90,0.338,1061.88,69.5,0.715,Bronze
5591,middle_aged,95,0.24,1397.87,99.4,0.822,Silver
5592,adult,54,0.319,910.01,100.5,0.918,Silver
5593,adult,113,0.87,1050.3,38.9,0.92,Bronze
5594,adult,97,0.287,983.82,53.9,0.958,Silver
5595,young_adult,45,0.318,448.9,44.8,0.897,Bronze
5596,adult,76,0.241,1043.99,99.1,0.865,Silver
5597,adult,168,0.22,2203.6,76.6,0.795,Silver
5598,adult,162,0.235,2756.38,65.9,0.701,Silver
5599,adult,152,0.255,1337.22,98.1,0.719,Silver
5600,middle_aged,137,0.272,2435.01,71.7,0.869,Silver
5601,adult,105,0.277,1360.28,87.0,0.881,Silver
5602,adult,181,0.228,2422.08,40.6,0.986,Gold
5603,adult,1,0.35,152.72,61.7,0.887,Bronze
5604,adult,104,0.245,1376.68,77.5,0.916,Silver
5605,adult,190,0.215,2345.0,100.9,0.859,Gold
5606,young_adult,1,0.39,83.37,33.5,0.856,Bronze
5607,adult,88,0.226,1524.76,115.2,0.913,Silver
5608,adult,93,0.187,1448.76,152.2,0.897,Silver
5609,adult,105,0.316,1263.75,61.2,0.709,Bronze
5610,adult,54,0.335,672.35,100.7,0.743,Bronze
5611,adult,148,0.941,1510.22,36.9,0.805,Bronze
5612,young_adult,1,0.421,78.21,56.2,0.744,Bronze
5613,middle_aged,95,0.814,1655.17,81.7,0.775,Bronze
5614,young_adult,6,0.471,106.71,34.5,0.855,Bronze
5615,adult,93,0.356,1432.64,48.0,0.722,Bronze
5616,adult,86,0.298,1040.04,47.2,0.961,Silver
5617,adult,153,0.196,2489.16,49.3,0.724,Silver
5618,adult,173,0.845,3162.11,84.2,0.926,Bronze
5619,adult,143,0.265,2847.4,16.6,0.781,Silver
5620,adult,138,0.241,1720.55,61.0,0.916,Silver
5621,adult,182,0.168,2947.49,50.4,0.782,Silver
5622,middle_aged,156,0.236,3032.97,59.7,0.824,Silver
5623,adult,137,0.208,1997.29,54.1,0.941,Silver
5624,adult,9,0.369,88.63,33.9,0.757,Bronze
5625,adult,165,0.159,3079.48,131.9,0.793,Silver
5626,young_adult,13,0.779,219.84,61.3,0.772,Bronze
5627,adult,157,0.226,2743.6,56.7,0.832,Silver
5628,adult,110,0.298,1303.1,48.9,0.895,Silver
5629,adult,174,0.249,2456.49,59.8,0.804,Silver
5630,young_adult,1,0.391,168.49,31.8,0.722,Bronze
5631,young_adult,18,0.347,248.18,92.2,0.818,Bronze
5632,young_adult,35,0.388,640.1,56.9,0.713,Bronze
5633,young_adult,4,0.401,151.9,51.6,0.89,Bronze
5634,adult,23,0.389,211.21,62.1,0.83,Bronze
5635,young_adult,35,0.877,344.42,82.3,0.886,Bronze
5636,middle_aged,166,0.286,2405.42,79.4,0.758,Silver
5637,middle_aged,117,0.781,1291.74,97.5,0.828,Bronze
5638,adult,41,0.33,502.14,40.1,0.838,Bronze
5639,middle_aged,166,0.938,3155.99,99.5,0.863,Bronze
5640,adult,132,0.214,1828.17,80.5,0.931,Silver
5641,middle_aged,180,0.252,3426.54,74.8,0.739,Silver
5642,adult,126,0.35,2435.92,17.8,0.793,Silver
5643,young_adult,49,0.291,695.02,102.9,0.955,Silver
5644,adult,189,0.153,1798.45,81.6,0.862,Silver
5645,adult,100,0.296,1473.1,61.0,0.791,Silver
5646,adult,46,0.355,779.53,93.0,0.719,Bronze
5647,middle_aged,192,0.139,2044.71,65.4,0.993,Gold
5648,middle_aged,167,0.211,2986.88,52.0,0.769,Silver
5649,adult,75,0.322,1131.48,96.7,0.755,Silver
5650,young_adult,51,0.287,616.93,131.5,0.872,Silver
5651,adult,191,0.139,3577.84,36.5,0.995,Gold
5652,young_adult,44,0.329,452.93,140.6,0.747,Bronze
5653,young_adult,33,0.398,484.89,67.7,0.831,Bronze
5654,adult,100,0.886,1692.6,58.9,0.761,Bronze
5655,adult,125,0.725,2205.56,58.5,0.927,Bronze
5656,young_adult,1,0.323,98.4,140.4,0.882,Silver
5657,young_adult,49,0.353,747.22,89.2,0.938,Silver
5658,adult,1,0.351,103.39,94.8,0.879,Bronze
5659,middle_aged,134,0.246,2404.88,43.5,0.885,Silver
5660,adult,80,0.262,1124.67,79.0,0.842,Silver
5661,adult,86,0.303,1573.42,49.7,0.86,Silver
5662,middle_aged,173,0.255,3071.53,53.1,0.75,Silver
5663,young_adult,37,0.353,327.77,51.3,0.96,Silver
5664,middle_aged,160,0.232,1825.07,20.9,0.906,Silver
5665,adult,187,0.206,1656.87,35.5,0.825,Silver
5666,adult,144,0.337,2399.81,58.8,0.706,Silver
5667,adult,1,0.394,147.13,40.7,0.869,Bronze
5668,adult,91,0.284,856.79,28.5,0.958,Silver
5669,adult,33,0.342,607.27,155.9,0.71,Bronze
5670,adult,1,0.307,99.8,124.9,0.839,Bronze
5671,adult,115,0.207,1825.56,180.0,0.91,Gold
5672,adult,43,0.345,808.51,113.4,0.885,Silver
5673,adult,158,0.266,2910.39,78.4,0.878,Silver
5674,adult,74,0.188,1211.49,90.8,0.905,Silver
5675,adult,160,0.232,2591.27,55.9,0.948,Silver
5676,adult,83,0.341,938.24,52.8,0.773,Bronze
5677,young_adult,14,0.279,122.83,87.6,0.975,Silver
5678,adult,109,0.272,1123.29,160.2,0.718,Silver
5679,adult,147,0.151,1563.42,47.3,0.931,Silver
5680,adult,167,0.802,2319.06,46.8,0.775,Bronze
5681,adult,154,0.234,1584.35,41.7,0.763,Silver
5682,adult,142,0.162,2441.31,72.8,0.964,Silver
5683,adult,129,0.296,1801.07,29.7,0.847,Silver
5684,young_adult,31,0.376,302.73,66.1,0.987,Silver
5685,adult,115,0.27,1309.29,15.1,0.919,Silver
5686,middle_aged,111,0.856,1728.34,75.8,0.717,Bronze
5687,young_adult,13,0.864,226.06,29.8,0.781,Bronze
5688,young_adult,1,0.329,117.4,150.0,0.97,Silver
5689,adult,111,0.292,1940.2,69.1,0.79,Silver
5690,adult,1,0.783,108.56,50.7,0.795,Bronze
5691,young_adult,2,0.343,120.85,55.9,0.85,Bronze
5692,adult,110,0.783,1171.08,42.5,0.791,Bronze
5693,young_adult,12,0.353,147.27,45.6,0.916,Bronze
5694,young_adult,21,0.749,351.34,119.4,0.708,Bronze
5695,adult,146,0.759,2412.34,107.3,0.941,Bronze
5696,adult,174,0.188,2197.15,47.1,0.954,Silver
5697,adult,89,0.258,1443.71,47.8,0.993,Silver
5698,adult,188,0.139,2235.48,98.4,0.92,Gold
5699,senior,192,0.182,2909.06,116.2,0.883,Gold
5700,young_adult,20,0.348,188.43,89.3,0.909,Silver
5701,adult,147,0.171,2863.18,180.0,0.856,Gold
5702,adult,129,0.222,1479.56,47.7,0.998,Silver
5703,adult,106,0.261,992.03,58.1,0.982,Silver
5704,adult,94,0.293,1141.53,61.1,0.9,Silver
5705,adult,133,0.246,1193.99,125.4,0.759,Silver
5706,adult,153,0.242,1418.76,39.2,0.938,Silver
5707,adult,118,0.253,1780.46,61.0,0.835,Silver
5708,adult,142,0.933,2197.63,67.9,0.948,Bronze
5709,young_adult,12,0.351,149.91,67.5,0.934,Bronze
5710,adult,113,0.743,1241.0,79.3,0.799,Bronze
5711,young_adult,54,0.333,989.45,32.8,0.887,Bronze
5712,young_adult,65,0.789,1266.99,104.0,0.932,Bronze
5713,adult,10,0.391,103.66,93.3,0.83,Bronze
5714,adult,123,0.321,2359.31,25.8,0.846,Silver
5715,adult,191,0.139,1733.31,44.7,0.897,Silver
5716,young_adult,65,0.729,628.34,52.3,0.732,Bronze
5717,adult,150,0.236,1478.58,23.8,0.812,Silver
5718,adult,133,0.265,1321.12,78.7,0.768,Silver
5719,adult,65,0.234,877.12,134.0,0.975,Silver
5720,adult,188,0.234,3067.68,45.2,0.865,Silver
5721,adult,170,0.234,1977.87,73.5,0.717,Silver
5722,adult,135,0.221,1638.36,29.3,0.924,Silver
5723,adult,91,0.281,1650.43,79.7,0.752,Silver
5724,adult,103,0.242,1530.29,48.7,0.986,Silver
5725,adult,104,0.209,1471.94,102.4,0.906,Silver
5726,young_adult,1,0.405,89.51,61.7,0.771,Bronze
5727,adult,176,0.767,1920.45,70.2,0.725,Bronze
5728,adult,178,0.791,2964.61,46.0,0.777,Bronze
5729,adult,177,0.254,2988.98,89.4,0.721,Silver
5730,adult,166,0.925,2701.11,78.3,0.96,Bronze
5731,adult,69,0.196,769.8,123.6,0.916,Silver
5732,young_adult,52,0.378,1022.29,53.0,0.868,Bronze
5733,adult,126,0.77,1702.23,84.6,0.798,Bronze
5734,adult,160,0.338,1854.51,76.8,0.787,Silver
5735,adult,182,0.201,2484.23,88.0,0.843,Silver
5736,young_adult,36,0.277,498.35,101.7,0.922,Silver
5737,adult,80,0.303,1591.73,108.2,0.789,Silver
5738,adult,195,0.15,2186.6,78.6,0.986,Gold
5739,adult,114,0.264,1480.99,64.3,0.974,Silver
5740,adult,106,0.24,1699.05,99.7,0.906,Silver
5741,adult,89,0.951,1129.75,131.5,0.942,Bronze
5742,adult,190,0.189,2532.97,101.7,0.831,Silver
5743,adult,101,0.307,1001.99,29.4,0.718,Bronze
5744,adult,167,0.248,2649.49,60.1,0.968,Gold
5745,adult,178,0.209,1665.78,49.9,0.802,Silver
5746,adult,160,0.194,2851.07,40.1,0.848,Silver
