ContentKey,FilmID,Title,Revenue,Budget,ROI,ProfitMargin,RevenuePerMinute,Rating,RatingCategory,VoteCount,Popularity,Runtime,ContentType,AgeRating,IsAdult,BudgetCategory,Language,LanguageISO,IsInCollection,CollectionName,ReleaseYear,ReleaseQuarter,StreamingYear,StreamingMonth,StreamingQuarter,DaysSinceStreaming,CategoryCount,PrimaryCategory,AllCategories,PrimaryGenreGroup,AllGenreGroups,CastSize,AvgCastPopularity,TotalCastAwards,TopActorName,TopActorNationality,TopActorGender,TopActorPopularity,AllActors,OriginCountry,ContentSource,Tagline
3185,2001584,Hollow Flame Awakens,296111,579771,-0.4893,-0.958,6886.3,6.545,Good,5496,9.6985,43,Series,R,0,Micro,German,de,0,,1987,,2026,3,1,63,1,LGBTQ+,LGBTQ+,Narrative,Narrative,5,2.46,0,Lily Ferreira,AT,female,1.21,Lily Ferreira | Mia Santos | Blake Santos | Blake Alves | Drew Lima,AT,Co-production,Some heroes are made. Some are born.
3186,2001585,Neon Blood Awakens,115848,270825,-0.5722,-1.3378,1997.38,7.099,Good,99,4.0968,58,Series,R,0,Micro,English,en,0,,2021,1.0,2026,1,1,149,1,Drama,Drama,Narrative,Narrative,5,3.42,1,John Jones,US,male,3.68,John Jones | Linda Wilson | Brian Moore | Richard Johnson | Andrew Garcia,US,Co-production,Based on the incredible true story.
3187,2001586,Lost City,5438954,2909115,0.8696,0.4651,83676.22,5.164,Average,1808,23.3266,65,Movie,R,0,Micro,English,en,1,Planet of the Apes Collection,1933,,2026,4,2,41,2,Drama,Drama | Romance,Narrative,Narrative | Light & Feel-Good,4,15.15,0,Andrew Wilson,US,male,1.15,Andrew Wilson | Susan Thomas | Karen Wilson | Christopher Taylor,US,Licensed,Some heroes are made. Some are born.
3188,2001587,Hidden World,2319058,1511999,0.5338,0.348,23663.86,6.733,Good,96,1.7632,98,Movie,R,0,Micro,French,fr,0,,1991,,2025,2,1,464,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,6,6.35,0,Lucie Martin,FR,female,0.94,Lucie Martin | Léa Petit | Camille Lefebvre | Laurent Petit | Emma Bernard,BE,Co-production,
3189,2001588,The Frozen Shard,61498036,49905069,0.2323,0.1885,439271.69,5.489,Average,317,1.8205,140,Movie,PG-13,0,Mid,English,en,0,,2018,1.0,2026,2,1,94,2,Comedy,Comedy | Stand-Up Comedy,Light & Feel-Good,Light & Feel-Good,6,4.12,0,Sandra Williams,US,female,5.24,Sandra Williams | Thomas Davis | Dorothy Smith | Stephanie Lee | Mary Moore,US,Licensed,A story that will never be forgotten.
3190,2001589,Fading Soul,832692,1866230,-0.5538,-1.2412,22505.19,5.532,Average,1529,10.8458,37,Series,R,0,Micro,Mandarin,zh,0,,2023,1.0,2023,3,1,1163,1,Romance,Romance,Light & Feel-Good,Light & Feel-Good,4,5.76,0,Drew Silva,CN,male,1.9,Drew Silva | Logan Alves | Alex Silva | Blake Souza,CN,Licensed,The adventure begins.
3191,2001590,Rusted Path Reforged,13042258,7237411,0.8021,0.4451,114405.77,7.927,Great,203,4.4926,114,Movie,R,0,Low,English,en,0,,2020,1.0,2025,6,2,362,2,Romance,Romance | Anime,Light & Feel-Good,Light & Feel-Good | Family & Fantasy,4,1.67,1,Brandon Jones,US,male,2.25,Brandon Jones | Aaron Garcia | David Anderson | Jessica Jackson,US,Licensed,Some stories last forever.
3192,2001591,Fading Heart,4322678,4999183,-0.1353,-0.1565,72044.63,6.377,Average,2516,18.7016,60,Movie,R,0,Micro,English,en,1,Toy Story Collection,1965,,2023,8,3,1005,2,Science Fiction,Science Fiction | Disaster,Action & Spectacle,Action & Spectacle,4,3.35,0,Sandra Jones,US,female,3.57,Sandra Jones | Patricia Jones | Jessica Rodriguez | Sandra Smith,US,Licensed,
3193,2001592,Twisted Tide,1052277,2385475,-0.5589,-1.267,45751.17,6.718,Good,2299,18.9467,23,Series,PG-13,0,Micro,Spanish,es,0,,2007,,2022,11,4,1299,1,Drama,Drama,Narrative,Narrative,4,4.59,0,Alex Lima,MX,male,5.05,Alex Lima | Blake Oliveira | Jordan Oliveira | Ana Pérez,MX,Licensed,The adventure begins.
3194,2001593,Gate Begins,51581766,16956652,2.042,0.6713,859696.1,7.167,Good,898,4.8906,60,Movie,PG-13,0,Low,Italian,it,0,,1974,,2022,11,4,1305,2,Drama,Drama | Romance,Narrative,Narrative | Light & Feel-Good,5,3.99,0,Luca Marino,IT,male,9.59,Luca Marino | Francesco Ricci | Matteo Esposito | Giulia Conti | Ginevra Rossi,IT,Original,
3195,2001594,The Iron Dream,3421110,1651391,1.0717,0.5173,46231.22,8.06,Great,791,4.1743,74,Movie,R,0,Micro,English,en,0,,2009,,2025,11,4,195,2,Drama,Drama | Romance,Narrative,Narrative | Light & Feel-Good,7,4.0,0,Lisa Martinez,US,female,7.38,Lisa Martinez | Xavier Simon | Blake Silva | Freddie Evans | Thomas Taylor,GB,Licensed,This time it's personal.
3196,2001595,The Fading Heart,283086,780893,-0.6375,-1.7585,2948.81,5.082,Average,250,9.0623,96,Documentary,R,0,Micro,French,fr,0,,2020,1.0,2025,8,3,296,1,Biographical,Biographical,Arts & Culture,Arts & Culture,1,5.12,0,Laurent Durand,FR,male,5.12,Laurent Durand,FR,Licensed,Based on the incredible true story.
3197,2001596,Sky Redeemed,1047459,1288879,-0.1873,-0.2305,12619.99,6.466,Average,1022,18.3645,83,Documentary,PG-13,0,Micro,English,en,1,Madagascar Collection,2020,1.0,2024,1,1,866,1,Documentary,Documentary,Arts & Culture,Arts & Culture,3,6.35,0,Karen Anderson,US,female,3.82,Karen Anderson | Jessica Lee | Barbara Smith,US,Licensed,This time it's personal.
3198,2001597,Flame Unleashed,7686376,6966847,0.1033,0.0936,71170.15,6.282,Average,1366,12.4705,108,Movie,R,0,Low,English,en,0,,2010,1.0,2025,4,2,420,1,Drama,Drama,Narrative,Narrative,6,3.68,0,Melissa Jones,US,female,3.61,Melissa Jones | Betty Miller | Tyler Jones | Susan Johnson | Adam Brown,US,Original,Love. Betrayal. Redemption.
3199,2001598,The Rusted Ghost,174374,443094,-0.6065,-1.5411,2906.23,6.237,Average,1144,17.3292,60,Series,PG-13,0,Micro,English,en,0,,2023,1.0,2025,2,1,465,2,Drama,Drama | Biographical,Narrative,Narrative | Arts & Culture,4,3.22,0,Rebecca Lopez,US,female,0.64,Rebecca Lopez | Samuel Brown | Eric Martinez | Christopher Williams,CA,Licensed,The adventure begins.
3200,2001599,Code Unchained,13542434,9868474,0.3723,0.2713,96045.63,6.208,Average,160,3.8685,141,Movie,PG-13,0,Low,Spanish,es,0,,2000,,2024,4,2,779,2,Politics,Politics | History,Arts & Culture,Arts & Culture,5,4.44,0,Riley Carvalho,MX,male,5.73,Riley Carvalho | Parker Silva | Blake Pereira | Emma Alves | Aria Oliveira,MX,Co-production,
3201,2001600,Infinite Mark,95331464,81604949,0.1682,0.144,680939.03,6.794,Good,1155,50.6258,140,Movie,PG-13,0,High,English,en,0,,2020,1.0,2023,8,3,1004,2,Drama,Drama | Action,Narrative,Narrative | Action & Spectacle,3,3.9,0,James Lee,US,male,2.31,James Lee | Linda Taylor | Jack Davies,GB,Original,Every legend has a beginning.
3202,2001601,Mirror Reloaded,6140736,2852455,1.1528,0.5355,95949.0,9.415,Masterpiece,1084,10.079,64,Movie,R,0,Micro,English,en,1,The Hunger Games Collection,1996,,2025,11,4,203,1,Adventure,Adventure,Action & Spectacle,Action & Spectacle,7,5.53,0,Barbara Jackson,US,female,3.64,Barbara Jackson | James Rodriguez | Jessica Brown | Thomas Jones | Brandon Garcia,US,Licensed,
3203,2001602,Rising Chain Unbound,826119,1203841,-0.3138,-0.4572,12330.13,6.713,Good,943,5.5033,67,Series,R,0,Micro,English,en,1,John Wick Collection,2009,,2021,6,2,1801,2,Comedy,Comedy | Indie,Light & Feel-Good,Light & Feel-Good | Narrative,5,3.4,0,Richard Moore,US,male,1.76,Richard Moore | Eric Lopez | Brandon Anderson | Robert Brown | Robert Martin,US,Licensed,The world will never be the same.
3204,2001603,Savage Echo Reforged,1888864,2081402,-0.0925,-0.1019,29981.97,4.704,Poor,140,6.9594,63,Movie,R,0,Micro,English,en,0,,1999,,2023,3,1,1174,2,Adventure,Adventure | Action & Adventure,Action & Spectacle,Action & Spectacle,3,3.68,0,David Thomas,US,male,1.55,David Thomas | Nancy Martinez | Ashley Davis,US,Original,"In space, no one can hear you scream."
3205,2001604,Hollow Drift,7222548,7434618,-0.0285,-0.0294,212427.88,7.546,Great,5074,60.5109,34,Series,R,0,Low,English,en,0,,2012,1.0,2024,8,3,637,2,Drama,Drama | Comedy,Narrative,Narrative | Light & Feel-Good,3,5.66,1,Emma Souza,CN,female,3.67,Emma Souza | Christopher Jackson | Sakura Sasaki,US,Licensed,
3206,2001605,Force Forever,699666,1716266,-0.5923,-1.453,5929.37,6.698,Good,394,7.9418,118,Documentary,R,0,Micro,Russian,ru,0,,2024,1.0,2025,12,4,178,1,History,History,Arts & Culture,Arts & Culture,1,3.16,0,Riley Carvalho,RU,male,3.16,Riley Carvalho,RU,Licensed,Some heroes are made. Some are born.
3207,2001606,Wild Hunter Reloaded,70848820,25693455,1.7575,0.6373,753710.85,8.027,Great,1505,29.4365,94,Movie,R,0,Mid,Korean,ko,0,,2001,,2026,4,2,48,1,Drama,Drama,Narrative,Narrative,3,3.61,0,Yoo-jin Lee,KR,female,3.46,Yoo-jin Lee | Quinn Oliveira | Aria Oliveira,KR,Licensed,Justice has a new face.
3208,2001607,The Silent Chain,10000,21954,-0.5445,-1.1954,1000.0,6.006,Average,16,0.9906,10,Short Film,G,0,Micro,Japanese,ja,0,,2004,,2025,3,1,444,2,Romance,Romance | Kids,Light & Feel-Good,Light & Feel-Good | Family & Fantasy,3,7.52,0,Riko Sato,JP,female,4.89,Riko Sato | Mizuki Kato | Yui Watanabe,JP,Licensed,Based on the incredible true story.
3209,2001608,Twisted Ridge Reloaded,101343511,34522543,1.9356,0.6594,1066773.8,6.555,Good,11144,37.4649,95,Movie,PG,0,Mid,Italian,it,1,Dollars Trilogy,2005,,2019,6,2,2527,1,Action,Action,Action & Spectacle,Action & Spectacle,5,4.01,3,Ha-eun Park,KR,female,6.15,Ha-eun Park | Blake Carvalho | Brian Smith | Amanda Jackson | Mia Santos,IT,Original,A story that will never be forgotten.
3210,2001609,The Shadow Night,7327476,4740075,0.5459,0.3531,122124.6,5.411,Average,1689,23.976,60,Movie,R,0,Micro,English,en,1,Spider-Man: Spider-Verse Collection,1986,,2026,5,2,15,1,Thriller,Thriller,Horror & Suspense,Horror & Suspense,4,14.92,0,Nancy Anderson,US,female,1.67,Nancy Anderson | John Travolta | Brian Davis | Betty Lee,US,Licensed,Every legend has a beginning.
3211,2001610,Fallen Road Begins,6886469,8232472,-0.1635,-0.1955,53383.48,5.978,Average,19,1.3271,129,Movie,PG-13,0,Low,Spanish,es,0,,2022,1.0,2024,10,4,591,1,History,History,Arts & Culture,Arts & Culture,4,18.59,3,Drew Pereira,MX,male,4.69,Drew Pereira | Francisco Ruiz | Aria Souza | Cameron Alves,AR,Licensed,Some heroes are made. Some are born.
3212,2001611,Cursed Path Reckoning,21134204,19797244,0.0675,0.0633,209249.54,4.808,Poor,610,6.8197,101,Movie,R,0,Low,English,en,1,Fast & Furious Collection,2015,1.0,2024,2,1,840,2,Thriller,Thriller | Crime,Horror & Suspense,Horror & Suspense | Narrative,7,8.24,0,Robert Hernandez,US,male,11.2,Robert Hernandez | Sandra Brown | Eric Garcia | Richard Hernandez | Adam Rodriguez,US,Licensed,The adventure begins.
3213,2001612,Burning Ghost,2039570,1556124,0.3107,0.237,25817.34,6.005,Average,269,1.3739,79,Movie,PG-13,0,Micro,English,en,0,,1982,,2025,8,3,288,1,Thriller,Thriller,Horror & Suspense,Horror & Suspense,4,2.26,0,Brian Taylor,US,male,2.62,Brian Taylor | Lisa Garcia | Mary Moore | Patricia Lopez,AU,Original,Some stories last forever.
3214,2001613,Dawn Ends,618700,2261116,-0.7264,-2.6546,14061.36,5.164,Average,682,5.9496,44,Series,PG,0,Micro,English,en,1,The Matrix Collection,2005,,2026,5,2,24,2,Comedy,Comedy | Romance,Light & Feel-Good,Light & Feel-Good,6,3.36,0,Jennifer Wilson,US,female,1.31,Jennifer Wilson | Stephanie Thomas | Melissa Miller | Linda Thomas | Jennifer Smith,US,Licensed,Some stories last forever.
3215,2001614,Eternal Code,2870969,2773500,0.0351,0.0339,27873.49,4.227,Poor,1119,9.5825,103,Movie,PG,0,Micro,English,en,0,,1969,,2025,1,1,501,2,Adventure,Adventure | Fantasy,Action & Spectacle,Action & Spectacle | Family & Fantasy,6,7.53,0,Brian Johnson,US,male,14.2,Brian Johnson | Jessica Miller | Ashley Lopez | Sandra Smith | Rebecca Brown,US,Licensed,Based on the incredible true story.
3216,2001615,Burning Storm Ends,104925381,64788599,0.6195,0.3825,1380597.12,8.006,Great,10332,79.6222,76,Movie,PG-13,0,High,French,fr,0,,2009,,2024,1,1,850,2,Drama,Drama | Crime,Narrative,Narrative,7,3.66,1,Nora Carvalho,AR,female,5.97,Nora Carvalho | Mia Santos | Chloe Souza | Mia Santos | Karen Martinez,BE,Original,Fear can hold you prisoner. Hope can set you free.
3217,2001616,The Glowing Mark,9148225,36313145,-0.7481,-2.9694,365929.0,2.878,Poor,22119,130.1149,25,Series,R,0,Mid,German,de,0,,2012,1.0,2024,5,2,753,1,Indie,Indie,Narrative,Narrative,4,6.28,0,Blake Ferreira,AT,male,2.86,Blake Ferreira | Alex Ferreira | Luna Silva | Emma Oliveira,DE,Licensed,The world will never be the same.
3218,2001617,Cursed Dawn,847150,1733526,-0.5113,-1.0463,11447.97,7.424,Good,10154,19.2627,74,Series,PG-13,0,Micro,English,en,0,,2021,1.0,2025,11,4,201,1,Crime,Crime,Narrative,Narrative,4,2.75,0,Aaron Lee,US,male,4.09,Aaron Lee | Nancy Thomas | Betty Lopez | Samuel Martin,SA,Licensed,Love. Betrayal. Redemption.
3219,2001618,The Crimson Drift,18760477,11428261,0.6416,0.3908,164565.59,6.59,Good,45,1.8779,114,Movie,R,0,Low,English,en,0,,2012,1.0,2024,7,3,685,1,Science Fiction,Science Fiction,Action & Spectacle,Action & Spectacle,5,2.08,0,Michael Wilson,US,male,1.94,Michael Wilson | Dorothy Martin | Ashley Johnson | Michael Garcia | William Anderson,GB,Original,Based on the incredible true story.
3220,2001619,Frozen Empire Falls,2030470,1280225,0.586,0.3695,20932.68,8.834,Masterpiece,1988,9.6644,97,Movie,PG,0,Micro,Spanish,es,0,,1986,,2022,6,2,1443,2,Horror,Horror | Thriller,Horror & Suspense,Horror & Suspense,7,4.51,2,Kevin Taylor,US,male,7.63,Kevin Taylor | Taro Ito | Karen Miller | Jordan Santos | Juan Fernández,AR,Licensed,A story that will never be forgotten.
3221,2001620,Mind Chronicles,82648132,56949197,0.4513,0.3109,843348.29,5.904,Average,1694,13.2241,98,Movie,R,0,Mid,Spanish,es,0,,2023,1.0,2025,3,1,440,2,Drama,Drama | Comedy,Narrative,Narrative | Light & Feel-Good,5,5.9,0,Penelope Silva,MX,female,2.38,Penelope Silva | Luna Souza | Emma Silva | Aria Ferreira | Morgan Costa,MX,Licensed,
3222,2001621,Shattered City,5938851,19219349,-0.691,-2.2362,114208.67,6.305,Average,1732,16.3843,52,Series,G,0,Low,English,en,0,,2022,1.0,2026,1,1,144,2,Drama,Drama | Kids,Narrative,Narrative | Family & Fantasy,3,6.17,0,Linda Rodriguez,US,female,2.75,Linda Rodriguez | Nancy Thomas | Karen Miller,US,Original,This time it's personal.
3223,2001622,The Dark Drift,53463847,12276875,3.3548,0.7704,504375.92,6.848,Good,2465,13.0117,106,Movie,R,0,Low,German,de,0,,2010,1.0,2025,1,1,492,1,Science Fiction,Science Fiction,Action & Spectacle,Action & Spectacle,6,2.53,0,Parker Costa,AT,male,3.21,Parker Costa | Lily Oliveira | Layla Ferreira | Jordan Carvalho | Alex Oliveira,DE,Licensed,The world will never be the same.
3224,2001623,Dawn Falls,2936074,5622664,-0.4778,-0.915,25531.08,5.203,Average,140,2.8271,115,Movie,PG-13,0,Low,Mandarin,zh,0,,2015,1.0,2025,1,1,505,1,LGBTQ+,LGBTQ+,Narrative,Narrative,6,7.94,0,Nora Souza,CN,female,5.94,Nora Souza | Riley Pereira | Chloe Ferreira | Blake Ferreira | Sofia Oliveira,TW,Original,Expect the unexpected.
3225,2001624,Fading Blood Reforged,12899126,6687120,0.929,0.4816,161239.08,6.423,Average,139,1.1498,80,Movie,PG-13,0,Low,Portuguese,pt,0,,2009,,2023,5,2,1123,1,Drama,Drama,Narrative,Narrative,7,6.06,0,Logan Ferreira,BR,male,4.3,Logan Ferreira | Jordan Alves | Logan Pereira | Chloe Carvalho | Parker Souza,BR,Licensed,Expect the unexpected.
3226,2001625,The Final Throne,10000,5000,1.0,0.5,625.0,6.227,Average,533,18.5957,16,Short Film,PG-13,0,Micro,Korean,ko,1,Vengeance Trilogy,2003,,2026,3,1,64,1,Comedy,Comedy,Light & Feel-Good,Light & Feel-Good,3,4.53,0,Hyun-soo Choi,KR,male,1.66,Hyun-soo Choi | Na-eun Yoon | Woo-jin Yoon,KR,Licensed,Expect the unexpected.
3227,2001626,Fading Bridge,35599968,17271564,1.0612,0.5148,243835.4,6.218,Average,225,4.3322,146,Movie,NC-17,1,Low,German,de,0,,2023,1.0,2025,7,3,303,1,Drama,Drama,Narrative,Narrative,5,5.94,0,Jordan Carvalho,DE,male,8.04,Jordan Carvalho | Riley Souza | Nora Carvalho | Parker Carvalho | Riley Carvalho,AT,Licensed,Based on the incredible true story.
3228,2001627,Iron Dream Descent,4896125,2327556,1.1035,0.5246,54401.39,6.793,Good,1639,10.5268,90,Movie,G,0,Micro,Japanese,ja,0,,2017,1.0,2022,4,2,1495,2,Thriller,Thriller | Kids,Horror & Suspense,Horror & Suspense | Family & Fantasy,3,0.85,0,Ryota Matsumoto,JP,male,1.4,Ryota Matsumoto | Hiroshi Yamaguchi | Daiki Watanabe,JP,Licensed,A story that will never be forgotten.
3229,2001628,Golden Mark Unchained,5401533,6967561,-0.2248,-0.2899,47801.18,6.043,Average,2220,8.9286,113,Movie,PG-13,0,Low,English,en,0,,2000,,2026,3,1,72,1,Drama,Drama,Narrative,Narrative,5,9.78,0,David Martinez,US,male,2.22,David Martinez | Tyler Miller | Barbara Thomas | Robert Martin | Adam Taylor,US,Licensed,"In space, no one can hear you scream."
3230,2001629,Forgotten Path Uprising,13874380,12600399,0.1011,0.0918,103540.15,6.259,Average,136,2.9609,134,Movie,PG-13,0,Low,Japanese,ja,0,,2014,1.0,2024,9,3,624,2,Comedy,Comedy | Stand-Up Comedy,Light & Feel-Good,Light & Feel-Good,7,4.99,1,Yuki Kato,JP,male,3.57,Yuki Kato | Nao Yoshida | Naoki Sato | Saki Kato | Kenji Kato,JP,Licensed,Love. Betrayal. Redemption.
3231,2001630,The Hollow Ridge,86698301,32326858,1.6819,0.6271,672079.85,5.859,Average,300,9.7332,129,Movie,NC-17,1,Mid,English,en,0,,2018,1.0,2026,4,2,41,2,Horror,Horror | Cult Classic,Horror & Suspense,Horror & Suspense | Arts & Culture,3,15.07,0,Robert Williams,US,male,8.72,Robert Williams | Rebecca Brown | David Taylor,US,Licensed,This time it's personal.
3232,2001631,Savage Flame,271153,591875,-0.5419,-1.1828,3664.23,6.475,Average,14799,108.4007,74,Documentary,PG-13,0,Micro,English,en,0,,2021,1.0,2023,1,1,1228,2,Documentary,Documentary | History,Arts & Culture,Arts & Culture,1,11.8,0,Richard Thomas,US,male,11.8,Richard Thomas,US,Licensed,Justice has a new face.
3233,2001632,The Lost Fire,206267321,75906764,1.7174,0.632,1690715.75,7.232,Good,1937,102.3703,122,Movie,R,0,High,English,en,0,,2016,1.0,2018,6,2,2920,2,Crime,Crime | History,Narrative,Narrative | Arts & Culture,3,7.09,1,John Martinez,US,male,8.57,John Martinez | Quinn Alves | Emma Lima,US,Licensed,This time it's personal.
3234,2001633,Broken Mark Reborn,3847960,4710037,-0.183,-0.224,48099.5,5.426,Average,1507,36.2109,80,Movie,PG,0,Micro,Japanese,ja,1,Dragon Ball Collection,1997,,2024,1,1,863,1,Fantasy,Fantasy,Family & Fantasy,Family & Fantasy,3,7.41,0,Hiroshi Inoue,JP,male,10.25,Hiroshi Inoue | Hiroshi Kobayashi | Yuki Yamada,JP,Licensed,Love. Betrayal. Redemption.
3235,2001634,The Cursed Soul,50708360,38739387,0.309,0.236,603670.95,5.486,Average,13241,87.6834,84,Movie,R,0,Mid,English,en,0,,2022,1.0,2022,11,4,1280,2,Documentary,Documentary | Biographical,Arts & Culture,Arts & Culture,7,6.74,2,Sarah Hernandez,US,female,5.87,Sarah Hernandez | Robert Jackson | Melissa Moore | Joshua Garcia | Amanda Rodriguez,US,Original,"In space, no one can hear you scream."
3236,2001635,The Savage Bridge,14647539,10329543,0.418,0.2948,104625.28,6.348,Average,334,8.1,140,Movie,NC-17,1,Low,English,en,1,Planet of the Apes Collection,2022,1.0,2026,2,1,96,1,Action,Action,Action & Spectacle,Action & Spectacle,6,3.44,0,Amanda Hernandez,US,female,1.04,Amanda Hernandez | Daniel Thomas | David Smith | Karen Martin | Jessica Thomas,US,Licensed,This time it's personal.
3237,2001636,The Phantom Dawn,2674396,2960840,-0.0967,-0.1071,102861.38,5.86,Average,175,1.2566,26,Series,R,0,Micro,English,en,0,,2004,,2024,4,2,772,1,Action,Action,Action & Spectacle,Action & Spectacle,6,5.44,1,Nancy Brown,US,female,6.22,Nancy Brown | Dorothy Wilson | Sandra Garcia | Joshua Taylor | John Lee,US,Co-production,This time it's personal.
3238,2001637,Rogue Road,37486693,29049007,0.2905,0.2251,363948.48,6.407,Average,3098,125.1163,103,Movie,PG-13,0,Mid,English,en,1,Marvel Cinematic Universe,2015,1.0,2026,4,2,56,2,Drama,Drama | Indie,Narrative,Narrative,7,3.98,0,Mary Hernandez,US,female,3.42,Mary Hernandez | Samuel Jackson | Betty Hernandez | Susan Garcia | Jessica Lee,US,Co-production,Fear can hold you prisoner. Hope can set you free.
3239,2001638,Electric Mirror Falls,49412411,23326012,1.1183,0.5279,772068.92,6.457,Average,219,5.5256,64,Movie,PG,0,Mid,English,en,1,Die Hard Collection,2020,1.0,2021,11,4,1651,1,Disaster,Disaster,Action & Spectacle,Action & Spectacle,6,2.8,0,Linda Davis,US,female,1.28,Linda Davis | William Miller | Jessica Wilson | Kevin Anderson | Susan Smith,US,Licensed,Expect the unexpected.
3240,2001639,Iron Road Chronicles,91439571,58638036,0.5594,0.3587,1306279.59,6.333,Average,4539,81.2431,70,Movie,R,0,Mid,English,en,0,,2024,1.0,2024,12,4,523,2,Music,Music | Biographical,Arts & Culture,Arts & Culture,6,7.41,0,Stephanie Smith,US,female,3.98,Stephanie Smith | Amanda Rodriguez | Karen Garcia | Adam Moore | James Lopez,US,Licensed,Every legend has a beginning.
3241,2001640,The Crimson Sky,3679450,4134332,-0.11,-0.1236,43287.65,5.897,Average,193,2.5382,85,Movie,PG-13,0,Micro,Russian,ru,0,,1988,,2024,11,4,552,2,Drama,Drama | Thriller,Narrative,Narrative | Horror & Suspense,7,3.23,0,Cameron Oliveira,RU,male,6.44,Cameron Oliveira | Riley Santos | Drew Costa | Riley Ferreira | Nora Souza,RU,Licensed,
3242,2001641,Distant Fire Descent,14968982,11262622,0.3291,0.2476,134855.69,6.551,Good,471,7.9941,111,Movie,PG-13,0,Low,Spanish,es,0,,1960,,2025,5,2,383,2,Animation,Animation | Comedy,Family & Fantasy,Family & Fantasy | Light & Feel-Good,5,4.66,0,Ana Álvarez,ES,female,6.3,Ana Álvarez | Marta Pérez | Nora Santos | Chloe Souza | Nora Oliveira,AR,Co-production,
3243,2001642,Iron Force Awakens,9672467,13376490,-0.2769,-0.3829,125616.45,5.243,Average,2331,34.1873,77,Movie,PG-13,0,Low,English,en,0,,2020,1.0,2023,3,1,1170,1,Thriller,Thriller,Horror & Suspense,Horror & Suspense,7,5.92,0,Barbara Jones,US,female,2.34,Barbara Jones | Mary Brown | Stephanie Lopez | James Taylor | William Moore,US,Co-production,The adventure begins.
3244,2001643,Wild Fire,3014645,2851622,0.0572,0.0541,24710.2,4.806,Poor,8583,112.7694,122,Movie,R,0,Micro,English,en,0,,2021,1.0,2022,2,1,1561,2,Drama,Drama | Crime,Narrative,Narrative,4,5.94,0,Kevin Smith,US,male,2.65,Kevin Smith | Andrew Rodriguez | Andrew Thomas | Andrew Lee,US,Licensed,Be afraid. Be very afraid.
3245,2001644,Forgotten Flame,102587165,54796837,0.8721,0.4659,1165763.24,6.318,Average,51,0.4817,88,Movie,G,0,Mid,English,en,0,,2022,1.0,2025,1,1,485,2,Drama,Drama | Crime,Narrative,Narrative,3,7.3,1,Lisa Moore,US,female,2.92,Lisa Moore | Karen Davis | Anthony Perkins,US,Licensed,
3246,2001645,Hollow Dream Chronicles,2924641,2700690,0.0829,0.0766,18628.29,5.95,Average,507,8.0472,157,Movie,R,0,Micro,English,en,0,,1990,,2026,5,2,9,1,Horror,Horror,Horror & Suspense,Horror & Suspense,3,1.92,0,Nancy Lopez,US,female,0.58,Nancy Lopez | Jennifer Jackson | Brandon Hernandez,US,Original,Every legend has a beginning.
3247,2001646,Rusted Force,846710,5142581,-0.8354,-5.0736,14854.56,5.269,Average,4004,30.4277,57,Series,NC-17,1,Low,Spanish,es,0,,2018,1.0,2024,10,4,587,2,Drama,Drama | Comedy,Narrative,Narrative | Light & Feel-Good,5,4.48,0,Parker Oliveira,MX,male,4.56,Parker Oliveira | Penelope Santos | Isabel Moreno | Manuel Moreno | Alex Carvalho,ES,Original,
3248,2001647,Lost Ridge Rises,62097788,17827392,2.4833,0.7129,620977.88,7.463,Good,9523,140.4973,100,Movie,R,0,Low,English,en,0,,2025,1.0,2026,5,2,0,2,Fantasy,Fantasy | Animation,Family & Fantasy,Family & Fantasy,6,5.53,1,Sandra Johnson,US,female,1.73,Sandra Johnson | Eric Martin | Brian Anderson | Barbara Garcia | Dorothy Garcia,US,Licensed,
3249,2001648,Soul Returns,36150463,51474786,-0.2977,-0.4239,269779.57,3.689,Poor,1242,19.0966,134,Movie,R,0,Mid,English,en,1,Ice Age Collection,2003,,2022,8,3,1378,2,Fantasy,Fantasy | Sci-Fi & Fantasy,Family & Fantasy,Family & Fantasy | Action & Spectacle,4,2.26,0,Michael Garcia,US,male,0.56,Michael Garcia | Richard Smith | Sarah Martinez | Sandra Martin,US,Licensed,The world will never be the same.
3250,2001649,The Distant Edge,40429969,73340215,-0.4487,-0.814,367545.17,5.212,Average,2202,10.9986,110,Movie,R,0,High,English,en,0,,2006,,2023,9,3,973,2,Drama,Drama | Romance,Narrative,Narrative | Light & Feel-Good,4,4.8,0,Stephanie Jones,US,female,0.5,Stephanie Jones | Sandra Martinez | Patricia Martin | Stephanie Hernandez,US,Licensed,"In space, no one can hear you scream."
3251,2001650,Hunter Uprising,9105501,4823811,0.8876,0.4702,89269.62,7.435,Good,320,4.9928,102,Movie,PG,0,Micro,English,en,1,Toy Story Collection,2005,,2026,5,2,28,2,Drama,Drama | LGBTQ+,Narrative,Narrative,4,2.99,1,John Martinez,US,male,2.67,John Martinez | Andrew Jackson | Dorothy Hernandez | Mary Martinez,US,Licensed,Expect the unexpected.
3252,2001651,Frozen Gate,112626868,72620027,0.5509,0.3552,1846342.1,7.855,Great,1400,13.1478,61,Movie,G,0,High,English,en,1,John Wick Collection,2023,1.0,2023,7,3,1052,2,Action,Action | Kids,Action & Spectacle,Action & Spectacle | Family & Fantasy,3,15.7,0,Emily Anderson,US,female,14.11,Emily Anderson | Layla Costa | Patricia Miller,US,Licensed,A story that will never be forgotten.
