AddressKey,AddressID,Street,PostalCode,Latitude,Longitude,Timezone,CityKey
8087,6087,2845 Washington St,10929,35.1496,-119.8521,America/New_York,87
8088,6088,1315 Oak St,20900,30.4227,-100.1656,America/New_York,11
8089,6089,1210 Washington Ave,86732,37.9102,-99.0473,America/New_York,85
8090,6090,9206 Pine Rd,91721,38.2834,-98.0427,America/New_York,140
8091,6091,1342 Maple Ave,40276,39.5004,-98.1076,America/New_York,117
8092,6092,9111 Hill Blvd,95871,36.6947,-120.5333,America/New_York,29
8093,6093,4964 River Way,85099,39.9108,-96.8122,America/New_York,17
8094,6094,9187 Washington Ct,26758,39.8274,-98.6907,America/New_York,91
8095,6095,3573 Oak St,44563,38.3575,-99.0765,America/New_York,53
8096,6096,8671 Oak Ct,98639,39.8624,-97.4915,America/New_York,68
8097,6097,4015 River Way,57553,39.7087,-97.7101,America/New_York,116
8098,6098,6865 Oak Blvd,26573,40.0661,-97.9448,America/New_York,82
8099,6099,8962 Maple Blvd,12751,41.6389,-74.809,America/New_York,47
8100,6100,1338 Hill Way,47673,38.8213,-98.3361,America/New_York,74
8101,6101,6299 Oak Dr,13808,28.2591,-80.4173,America/New_York,12
8102,6102,6775 Pine Ave,92285,39.3017,-88.6009,America/New_York,114
8103,6103,3912 Washington Pl,34808,40.685,-97.7429,America/New_York,22
8104,6104,9986 Park Ave,64241,40.1664,-97.8798,America/New_York,82
8105,6105,4488 Main Dr,29312,40.5387,-99.22,America/New_York,93
8106,6106,1110 Park Dr,96322,38.3913,-98.3551,America/New_York,4
8107,6107,2293 Hill Blvd,93239,37.7711,-97.3655,America/New_York,31
8108,6108,1667 Maple Way,88971,40.4766,-98.6967,America/New_York,81
8109,6109,9555 Pine Ln,31681,39.2034,-98.4079,America/New_York,141
8110,6110,3032 Park Way,43719,39.5416,-98.2483,America/New_York,31
8111,6111,8524 Pine Dr,92548,39.9466,-98.4881,America/New_York,142
8112,6112,8883 Washington Pl,24806,40.2546,-97.9932,America/New_York,44
8113,6113,5065 Cedar Dr,16072,27.5088,-80.6922,America/New_York,56
8114,6114,399 Park Pl,13214,38.4134,-98.4237,America/New_York,38
8115,6115,8187 Lake Ave,53770,40.2735,-98.9285,America/New_York,78
8116,6116,5698 Park St,93926,39.7476,-97.9153,America/New_York,82
8117,6117,2735 Lake Pl,72771,38.8116,-98.408,America/New_York,79
8118,6118,2814 Elm Ave,29915,39.3748,-98.7914,America/New_York,91
8119,6119,4366 Washington Dr,71336,38.6196,-120.0284,America/New_York,99
8120,6120,6758 Maple Way,61808,40.3039,-98.6642,America/New_York,111
8121,6121,3545 Maple Dr,52467,38.6307,-98.2677,America/New_York,24
8122,6122,1188 Hill St,32965,40.0193,-97.6136,America/New_York,69
8123,6123,5648 River Ct,71395,40.7498,-95.9938,America/New_York,129
8124,6124,7461 Park Dr,88858,39.7004,-98.8805,America/New_York,59
8125,6125,9485 Elm Ln,18840,39.8623,-98.563,America/New_York,144
8126,6126,2393 Pine Ct,45315,40.2408,-99.3877,America/New_York,123
8127,6127,1205 Oak Ct,98527,41.3947,-97.6652,America/New_York,52
8128,6128,7472 Main Dr,79167,38.1528,-98.9172,America/New_York,80
8129,6129,5819 Washington Ct,66503,40.1529,-97.4089,America/New_York,74
8130,6130,2627 Elm Pl,48228,26.9766,-81.1899,America/New_York,56
8131,6131,3364 Cedar St,11889,37.9421,-98.4215,America/New_York,14
8132,6132,5923 Washington Dr,14203,40.3896,-98.7912,America/New_York,43
8133,6133,2395 Park Blvd,92349,38.2945,-98.233,America/New_York,19
8134,6134,9153 Maple Pl,71123,39.0162,-97.8464,America/New_York,105
8135,6135,1813 Main Ct,99515,38.7917,-98.9681,America/New_York,34
8136,6136,8598 Cedar Ave,32513,37.8832,-98.214,America/New_York,137
8137,6137,3761 Washington Ln,48090,39.3713,-99.3007,America/New_York,18
8138,6138,2447 Maple St,71857,39.655,-97.5283,America/New_York,10
8139,6139,1050 Park Ct,12949,40.177,-88.7716,America/New_York,106
8140,6140,2257 Hill Ct,43211,39.7186,-99.3135,America/New_York,10
8141,6141,7158 River Blvd,74232,41.1453,-98.7267,America/New_York,52
8142,6142,7044 Cedar Way,52761,40.0249,-97.7346,America/New_York,60
8143,6143,5362 Elm Ln,21976,42.054,-74.4627,America/New_York,122
8144,6144,320 Main Ln,20585,39.6967,-99.4841,America/New_York,39
8145,6145,1882 Park Rd,80486,31.7028,-100.3918,America/New_York,100
8146,6146,2112 Maple Way,32664,39.1306,-99.3932,America/New_York,105
8147,6147,781 Main Dr,64832,40.4011,-97.0684,America/New_York,53
8148,6148,2206 Maple Dr,52236,37.5607,-118.4015,America/New_York,49
8149,6149,8667 Cedar St,34956,31.6929,-100.4108,America/New_York,109
8150,6150,2333 River Rd,35885,38.8771,-97.8347,America/New_York,68
8151,6151,3354 Park Ave,66982,39.6817,-98.4118,America/New_York,134
8152,6152,9180 Main Ave,64466,40.5361,-98.026,America/New_York,112
8153,6153,3623 Oak Way,65872,38.8291,-98.8947,America/New_York,96
8154,6154,9145 Lake Rd,11212,40.0456,-97.5166,America/New_York,66
8155,6155,24 Pine Ln,46496,39.9413,-96.8325,America/New_York,34
8156,6156,310 Washington Ave,67133,40.808,-97.9972,America/New_York,130
8157,6157,9508 Lake St,14014,38.8291,-99.398,America/New_York,20
8158,6158,4709 Pine Ln,82393,39.1901,-97.7474,America/New_York,75
8159,6159,5394 River Ave,74199,38.2396,-119.0839,America/New_York,29
8160,6160,2339 Park Way,32276,40.435,-98.5462,America/New_York,38
8161,6161,9607 Maple Rd,22568,39.9982,-97.6913,America/New_York,67
8162,6162,100 Elm St,95746,26.4107,-82.0911,America/New_York,118
8163,6163,9391 Washington Ave,35577,40.2598,-98.1304,America/New_York,66
8164,6164,2662 Elm Ln,30944,27.0372,-83.7044,America/New_York,118
8165,6165,2665 Maple Pl,16290,39.2074,-98.4073,America/New_York,98
8166,6166,8983 Cedar Ct,94924,38.7929,-98.2355,America/New_York,78
8167,6167,4984 Cedar Ln,45522,39.9051,-97.8135,America/New_York,116
8168,6168,5015 Lake Way,32853,37.6153,-99.4014,America/New_York,24
8169,6169,3252 Park Ln,16124,39.2563,-97.8923,America/New_York,82
8170,6170,1898 Elm Blvd,52549,28.3858,-81.3828,America/New_York,56
8171,6171,7134 Maple Ct,68369,39.1933,-98.6121,America/New_York,78
8172,6172,9047 Hill Blvd,62673,38.9173,-97.7354,America/New_York,137
8173,6173,1351 Lake Rd,79667,31.2322,-99.2218,America/New_York,109
8174,6174,3899 Main Rd,57021,39.6663,-98.386,America/New_York,124
8175,6175,115 Park Ct,25431,38.9746,-99.4344,America/New_York,28
8176,6176,1105 Pine Blvd,33342,38.9819,-98.614,America/New_York,102
8177,6177,6029 Elm Rd,96605,37.6048,-98.5079,America/New_York,127
8178,6178,9770 Maple St,52727,40.2395,-97.8962,America/New_York,46
8179,6179,9233 Washington Ct,52097,39.103,-98.3125,America/New_York,46
8180,6180,9824 Park Ave,24021,39.0551,-98.231,America/New_York,93
8181,6181,7360 Park Pl,39294,40.7321,-97.5752,America/New_York,71
8182,6182,5005 Elm Ct,63959,37.1949,-119.8122,America/New_York,99
8183,6183,4098 Elm Ave,21503,40.9495,-90.3356,America/New_York,41
8184,6184,9003 Park Ln,79547,39.2981,-97.883,America/New_York,8
8185,6185,639 Oak Ln,96415,40.0923,-97.8141,America/New_York,3
8186,6186,1906 Cedar Dr,59665,39.7359,-98.5066,America/New_York,119
8187,6187,9751 Washington St,11017,39.9304,-99.1123,America/New_York,137
8188,6188,4462 Lake Way,99228,38.8243,-98.3006,America/New_York,26
8189,6189,2129 River Pl,93311,39.6386,-99.8105,America/New_York,24
8190,6190,9613 Park Dr,10921,39.8641,-97.7318,America/New_York,57
8191,6191,4601 Washington Ave,25313,39.4382,-96.4504,America/New_York,90
8192,6192,9376 Park Ct,85669,38.9537,-98.6389,America/New_York,14
8193,6193,7644 Oak Ln,61635,39.1839,-98.411,America/New_York,127
8194,6194,3462 Hill Ct,80910,31.7056,-101.0272,America/New_York,109
8195,6195,5780 Maple Pl,57906,39.0628,-98.4281,America/New_York,126
8196,6196,9189 Park Pl,61978,40.4829,-96.5882,America/New_York,121
8197,6197,1719 Hill Rd,40782,40.5684,-98.9703,America/New_York,126
8198,6198,6487 Cedar St,84510,38.9434,-98.4775,America/New_York,3
8199,6199,67 Lake Dr,75069,38.2059,-119.5502,America/New_York,99
8200,6200,9542 Park Rd,46266,38.438,-98.7509,America/New_York,6
8201,6201,4140 Pine Rd,24459,40.1056,-97.798,America/New_York,85
8202,6202,6603 Park Blvd,65842,31.8084,-99.3551,America/New_York,62
8203,6203,5626 Pine Dr,49022,38.531,-88.903,America/New_York,41
8204,6204,9307 Oak Way,14062,40.1885,-99.0163,America/New_York,134
8205,6205,4088 Elm Pl,37433,38.8309,-99.8432,America/New_York,46
8206,6206,5397 River St,70563,40.7719,-98.9261,America/New_York,83
8207,6207,9377 Washington Ln,76359,39.6928,-97.8669,America/New_York,60
8208,6208,8313 Cedar Ct,53236,40.7097,-98.4731,America/New_York,85
8209,6209,9047 Oak Way,72514,39.0685,-98.2115,America/New_York,44
8210,6210,3574 Pine St,74068,40.5273,-98.4861,America/New_York,69
8211,6211,931 Lake Ave,71075,38.7361,-99.5826,America/New_York,98
8212,6212,1539 River Dr,51458,38.523,-97.6585,America/New_York,93
8213,6213,43 Lake Pl,80071,39.2435,-98.836,America/New_York,52
8214,6214,9567 Maple Blvd,35001,38.9272,-98.282,America/New_York,80
8215,6215,8210 Elm Rd,11789,39.3084,-98.5685,America/New_York,53
8216,6216,6698 Park Ln,27025,40.5795,-97.1196,America/New_York,34
8217,6217,709 Maple Dr,21403,38.212,-98.0879,America/New_York,10
8218,6218,6433 Elm Dr,30790,39.728,-89.1847,America/New_York,2
8219,6219,5138 River Ln,25581,39.7474,-98.5202,America/New_York,140
8220,6220,7381 Maple Rd,87887,39.6844,-97.8116,America/New_York,135
8221,6221,3087 Maple Blvd,42200,39.7357,-98.8675,America/New_York,136
8222,6222,7984 Oak Rd,65558,38.9966,-99.5018,America/New_York,84
8223,6223,547 Park Dr,56784,38.8169,-96.7803,America/New_York,129
8224,6224,5648 Lake St,29503,38.8664,-99.3047,America/New_York,64
8225,6225,6736 Oak Ct,42961,32.2245,-99.9901,America/New_York,55
8226,6226,6851 Pine Rd,57245,42.0092,-73.8209,America/New_York,122
8227,6227,7703 Washington Ave,30986,39.9393,-98.774,America/New_York,6
8228,6228,9236 Cedar Ave,93213,27.6548,-82.1624,America/New_York,48
8229,6229,234 Washington Ln,13888,41.0493,-89.2326,America/New_York,41
8230,6230,6640 Oak Blvd,32132,38.0655,-98.3887,America/New_York,116
8231,6231,3881 River St,57799,39.1199,-87.2387,America/New_York,101
8232,6232,4642 Washington Pl,56229,38.7275,-98.4795,America/New_York,20
8233,6233,72 Pine Ln,58459,39.7066,-98.5809,America/New_York,59
8234,6234,9514 Elm St,26524,39.268,-98.0125,America/New_York,64
8235,6235,5454 Washington St,75499,40.721,-97.736,America/New_York,74
8236,6236,8830 Park Rd,38362,40.6828,-99.1873,America/New_York,37
8237,6237,2243 Lake Way,35124,39.7539,-98.2258,America/New_York,59
8238,6238,9841 Main Rd,98915,39.7809,-97.249,America/New_York,123
8239,6239,479 Hill Blvd,42007,39.3234,-98.6744,America/New_York,61
8240,6240,6178 River Blvd,65586,39.9272,-99.7726,America/New_York,120
8241,6241,3011 River Blvd,29617,39.3105,-98.4574,America/New_York,124
8242,6242,7277 Elm Ln,98674,31.2323,-99.0562,America/New_York,100
8243,6243,1707 Lake St,66579,35.9285,-119.5266,America/New_York,49
8244,6244,390 Oak Ln,98895,39.7345,-97.2672,America/New_York,18
8245,6245,634 Main Dr,86548,27.986,-81.0114,America/New_York,40
8246,6246,5069 Park St,69912,40.0605,-98.2512,America/New_York,45
8247,6247,7793 Maple Ave,60120,38.6284,-99.4977,America/New_York,22
8248,6248,1211 Hill Dr,99897,39.5852,-98.7842,America/New_York,76
8249,6249,3789 Park Ave,88154,40.2354,-97.7533,America/New_York,59
8250,6250,6192 River Blvd,24742,39.3523,-99.2762,America/New_York,131
8251,6251,3676 Main Ct,21146,37.1869,-120.2323,America/New_York,70
8252,6252,6847 Main St,83298,38.8932,-99.1335,America/New_York,119
8253,6253,8371 Cedar Ct,68257,40.2387,-88.0499,America/New_York,114
8254,6254,2980 Lake St,51360,39.496,-98.7046,America/New_York,46
8255,6255,9170 Elm Ct,80972,38.2795,-97.9083,America/New_York,135
8256,6256,2729 Hill Blvd,18144,38.8757,-98.256,America/New_York,102
8257,6257,2470 Maple Pl,13380,39.2166,-97.6795,America/New_York,73
8258,6258,6905 Park Pl,16948,42.0399,-74.9952,America/New_York,122
8259,6259,6816 Washington Ln,75964,39.8886,-96.6644,America/New_York,58
8260,6260,2251 Pine Ct,63523,40.2108,-98.4209,America/New_York,6
8261,6261,6832 Main Way,44769,36.7809,-119.8378,America/New_York,87
8262,6262,4212 Elm Blvd,57420,38.74,-98.7922,America/New_York,140
8263,6263,7423 Hill Ct,42847,38.8823,-97.8273,America/New_York,140
8264,6264,8970 Hill Rd,11847,38.643,-97.2834,America/New_York,37
8265,6265,9929 Pine Way,51691,40.1016,-98.3336,America/New_York,77
8266,6266,7507 Main Way,21326,39.5003,-98.7958,America/New_York,37
8267,6267,8421 Hill Ct,30074,40.5656,-88.1156,America/New_York,101
8268,6268,2541 Washington Pl,18034,38.9375,-99.5767,America/New_York,10
8269,6269,8400 Maple Way,19332,40.0626,-98.0905,America/New_York,127
8270,6270,6188 Pine Ave,67350,38.6038,-98.9367,America/New_York,5
8271,6271,5597 Cedar Ct,19769,36.091,-119.9975,America/New_York,29
8272,6272,6951 Main Ln,60750,39.2411,-98.5632,America/New_York,117
8273,6273,6518 Hill Pl,11386,38.9794,-98.9565,America/New_York,121
8274,6274,6577 Washington Rd,71859,39.317,-98.2158,America/New_York,139
8275,6275,1051 Maple Ct,86366,39.247,-97.4231,America/New_York,6
8276,6276,2019 Maple Rd,27502,39.9065,-99.6227,America/New_York,26
8277,6277,5915 Cedar Ln,98113,39.919,-97.8656,America/New_York,32
8278,6278,1364 Washington St,21107,39.1522,-99.5462,America/New_York,68
8279,6279,1403 Park Pl,99248,39.5065,-98.3562,America/New_York,57
8280,6280,324 Hill Ct,10362,38.6027,-99.511,America/New_York,107
8281,6281,7722 Main Pl,99804,39.43,-98.5365,America/New_York,136
8282,6282,1684 Elm Blvd,15165,39.1662,-98.4167,America/New_York,81
8283,6283,1696 Main Ct,47385,38.6178,-98.6979,America/New_York,37
8284,6284,3705 Cedar Way,81823,32.3953,-100.1818,America/New_York,110
8285,6285,7253 Park Way,69377,38.1624,-98.7282,America/New_York,6
8286,6286,4812 Washington Ave,97777,38.6439,-98.1363,America/New_York,98
8287,6287,1104 Oak St,84796,32.2237,-101.2288,America/New_York,110
8288,6288,7684 Main Ave,75059,37.3855,-120.3076,America/New_York,29
8289,6289,5933 Main Blvd,11549,40.7473,-98.389,America/New_York,32
8290,6290,2435 Elm Rd,84101,38.5029,-99.2636,America/New_York,115
8291,6291,3763 River Blvd,14295,39.7785,-98.663,America/New_York,36
8292,6292,2821 Park Ct,57772,42.0884,-73.6579,America/New_York,21
8293,6293,7756 Pine Ct,98400,38.9406,-98.302,America/New_York,83
8294,6294,5469 River Dr,88531,40.6359,-98.1336,America/New_York,5
8295,6295,9749 Lake Rd,43345,38.2147,-97.9457,America/New_York,38
8296,6296,2480 Washington Rd,97680,38.5696,-97.2246,America/New_York,31
8297,6297,921 Pine Ave,63013,38.8417,-95.9744,America/New_York,103
8298,6298,5722 Cedar Ct,48236,40.6739,-98.9873,America/New_York,89
8299,6299,6003 Oak Dr,41241,31.9846,-99.2989,America/New_York,11
8300,6300,3765 Lake Way,61835,40.1269,-97.9961,America/New_York,23
8301,6301,9961 Lake Way,79936,40.5017,-98.4484,America/New_York,19
8302,6302,6173 Main Pl,51973,27.701,-82.0378,America/New_York,97
8303,6303,1449 Lake Rd,88474,40.1867,-98.0579,America/New_York,85
8304,6304,5951 Hill Rd,90658,39.733,-97.7138,America/New_York,52
8305,6305,8458 Hill Ave,46049,37.8592,-98.1019,America/New_York,9
8306,6306,572 Hill St,37713,39.6749,-97.015,America/New_York,107
8307,6307,6567 Maple Rd,15915,38.2771,-97.1043,America/New_York,78
8308,6308,7278 Pine Rd,53345,39.5603,-97.9588,America/New_York,68
8309,6309,9463 Hill Way,37407,38.119,-118.9693,America/New_York,87
8310,6310,6126 Cedar Ln,29052,39.8203,-98.1562,America/New_York,31
8311,6311,9686 Oak Ave,25277,39.1132,-98.3728,America/New_York,116
8312,6312,930 Hill Ln,19282,41.5933,-74.9838,America/New_York,125
8313,6313,6724 River Way,77066,37.6313,-98.0068,America/New_York,10
8314,6314,5268 Park Dr,31750,39.4026,-98.619,America/New_York,83
8315,6315,5849 Park Way,25438,42.3415,-76.095,America/New_York,122
8316,6316,3435 Main Ct,36025,41.0434,-98.4322,America/New_York,126
8317,6317,8715 Main St,30473,39.3833,-99.1223,America/New_York,33
8318,6318,6859 Pine Blvd,55372,40.3687,-87.8765,America/New_York,2
8319,6319,2200 Main Ln,53500,40.3287,-97.6664,America/New_York,66
8320,6320,2687 Park Pl,73474,39.9371,-98.6368,America/New_York,135
8321,6321,9991 Maple Ave,46951,38.3399,-98.5108,America/New_York,43
8322,6322,4185 Park Pl,46705,39.3113,-97.511,America/New_York,108
8323,6323,6334 Main Rd,32872,39.7475,-97.0602,America/New_York,134
8324,6324,7466 Oak Ct,81780,40.458,-98.7152,America/New_York,112
8325,6325,7774 Maple Ave,44373,38.0639,-97.2415,America/New_York,105
8326,6326,7505 Maple Ct,54033,40.5875,-99.443,America/New_York,61
8327,6327,4448 Elm Blvd,91460,40.7074,-98.0443,America/New_York,43
8328,6328,7308 Washington Pl,77956,39.6285,-97.0582,America/New_York,133
8329,6329,7455 Park Pl,78778,40.5757,-97.8289,America/New_York,117
8330,6330,5418 Pine Rd,53173,39.8786,-97.8569,America/New_York,93
8331,6331,7405 Pine Ave,40880,39.18,-98.3941,America/New_York,69
8332,6332,1894 Park Blvd,86184,38.7781,-98.6164,America/New_York,130
8333,6333,6815 Main Ln,88914,39.2067,-98.8582,America/New_York,98
8334,6334,7434 Elm Ave,86208,39.6094,-98.6092,America/New_York,74
8335,6335,6175 Cedar Pl,89011,39.9018,-99.6479,America/New_York,45
8336,6336,2510 Pine Pl,47531,36.6876,-119.3127,America/New_York,29
8337,6337,9897 Cedar Way,97697,39.2515,-98.4879,America/New_York,25
8338,6338,1947 Oak Ln,63685,38.2318,-98.0648,America/New_York,144
8339,6339,2230 Maple Dr,18139,40.0181,-97.9552,America/New_York,102
8340,6340,6864 Elm Rd,77955,40.331,-98.1888,America/New_York,77
8341,6341,3803 Oak Way,14603,37.1612,-119.293,America/New_York,70
8342,6342,2139 Lake Rd,41624,40.8995,-90.2479,America/New_York,2
8343,6343,3493 Lake Blvd,95271,38.7851,-97.0805,America/New_York,16
8344,6344,1105 Hill Way,93327,37.5317,-98.4621,America/New_York,96
8345,6345,4658 Pine Ct,56156,40.4378,-98.4246,America/New_York,103
8346,6346,1027 Oak Blvd,91991,39.176,-98.2465,America/New_York,74
8347,6347,8907 Main Ct,81372,41.8832,-74.9234,America/New_York,122
8348,6348,8000 Hill St,61785,38.9533,-97.4631,America/New_York,131
8349,6349,5226 Pine Ln,91603,40.6386,-98.4567,America/New_York,61
8350,6350,8415 Washington Way,40362,38.3908,-98.7691,America/New_York,69
8351,6351,5343 Pine Ave,78535,39.3528,-97.9456,America/New_York,144
8352,6352,9028 River Pl,33071,35.9719,-120.0332,America/New_York,138
8353,6353,1246 Maple Pl,80817,39.9085,-97.5989,America/New_York,94
8354,6354,9569 Main Ln,90406,39.0027,-99.4166,America/New_York,81
8355,6355,9656 Park Pl,50653,42.1273,-97.7234,America/New_York,84
8356,6356,8217 Maple Pl,47559,39.2864,-97.6548,America/New_York,131
8357,6357,5380 Maple St,41790,39.4004,-97.6563,America/New_York,77
8358,6358,3609 River Blvd,90857,42.2932,-74.8751,America/New_York,125
8359,6359,7542 Oak Blvd,37473,39.4091,-99.5079,America/New_York,28
8360,6360,275 Cedar Way,60021,41.0505,-99.1032,America/New_York,14
8361,6361,4801 Maple Ct,72984,38.412,-98.5203,America/New_York,65
8362,6362,2232 Washington Pl,96953,38.7308,-98.3914,America/New_York,102
8363,6363,7721 Maple Pl,70655,40.0502,-97.5538,America/New_York,94
8364,6364,477 Cedar Blvd,10824,40.1518,-98.5945,America/New_York,9
8365,6365,7354 Hill Dr,45210,39.5397,-98.0237,America/New_York,65
8366,6366,119 Washington Blvd,97272,38.0938,-97.8935,America/New_York,77
8367,6367,3636 Pine Ln,93441,38.3342,-96.7177,America/New_York,30
8368,6368,7870 Cedar Ln,65742,39.1764,-98.4979,America/New_York,51
8369,6369,2115 Lake Ct,94451,38.8842,-98.854,America/New_York,119
8370,6370,917 Pine Ln,37913,41.3193,-97.5977,America/New_York,136
8371,6371,5841 Park Ct,38616,38.2606,-97.1466,America/New_York,78
8372,6372,7575 Cedar Blvd,32310,32.9232,-100.1268,America/New_York,109
8373,6373,7343 Main Rd,31393,39.7454,-98.362,America/New_York,10
8374,6374,2497 Elm Ln,54269,41.0781,-98.987,America/New_York,130
8375,6375,8540 Park Dr,85870,39.6168,-98.6925,America/New_York,25
8376,6376,634 Pine Ave,23631,38.3536,-96.5967,America/New_York,93
8377,6377,9141 Hill Ave,57144,38.5547,-98.1739,America/New_York,104
8378,6378,4678 Washington Ct,40519,38.1074,-98.6693,America/New_York,3
8379,6379,5625 Washington St,48931,39.8376,-99.0098,America/New_York,65
8380,6380,4335 River Way,75465,39.9694,-98.5652,America/New_York,107
8381,6381,3396 Maple Blvd,91736,40.4281,-97.2606,America/New_York,14
8382,6382,2672 Pine Pl,88943,41.6963,-74.8867,America/New_York,125
8383,6383,8760 Lake Ct,13802,39.6468,-97.8545,America/New_York,64
8384,6384,6935 Maple Dr,98786,36.7898,-119.2657,America/New_York,99
8385,6385,5125 Park Rd,30926,39.3053,-98.2578,America/New_York,129
8386,6386,521 Lake Way,13149,40.5384,-97.8331,America/New_York,38
8387,6387,9743 Elm Dr,17753,40.061,-97.7715,America/New_York,117
8388,6388,774 Cedar Dr,85487,42.0427,-74.693,America/New_York,122
8389,6389,1923 Cedar Pl,75378,38.6319,-97.335,America/New_York,67
8390,6390,2356 Hill Dr,42473,39.9393,-75.0178,America/New_York,42
8391,6391,9007 Park St,52004,40.4127,-99.4411,America/New_York,144
8392,6392,626 Hill St,25331,39.8198,-98.8946,America/New_York,43
8393,6393,3387 Lake Rd,35916,39.205,-97.5932,America/New_York,88
8394,6394,7511 Main Blvd,93347,39.6584,-99.9775,America/New_York,85
8395,6395,8045 Maple Pl,70398,38.7189,-97.5697,America/New_York,18
8396,6396,6242 Elm Way,96514,42.5249,-73.5496,America/New_York,72
8397,6397,7581 Park Rd,56327,40.8461,-98.6238,America/New_York,129
8398,6398,9312 Elm Ln,58214,41.5026,-98.3304,America/New_York,54
8399,6399,5312 River Dr,92469,36.0082,-119.9248,America/New_York,70
8400,6400,9227 River Ave,68079,37.6946,-97.0644,America/New_York,73
8401,6401,8421 Elm Rd,19739,29.2702,-82.5727,America/New_York,118
8402,6402,5653 Maple Ln,27168,39.3177,-98.2735,America/New_York,30
8403,6403,6013 Maple St,69392,38.7317,-99.7541,America/New_York,121
8404,6404,8203 Maple Ave,61689,39.3317,-98.6069,America/New_York,75
8405,6405,1578 Oak Blvd,22128,39.1893,-98.1718,America/New_York,33
8406,6406,8052 Pine Rd,51899,40.6436,-98.5925,America/New_York,58
8407,6407,3351 Main Blvd,72073,40.4859,-88.4046,America/New_York,106
8408,6408,4294 Lake Dr,13371,39.9433,-98.8415,America/New_York,18
8409,6409,8961 Maple Rd,17429,39.5771,-97.912,America/New_York,126
8410,6410,5938 River Dr,32584,38.5973,-97.3392,America/New_York,53
8411,6411,2762 Pine Rd,11259,40.6453,-98.9282,America/New_York,24
8412,6412,2833 Park Dr,67213,39.6549,-97.8362,America/New_York,121
8413,6413,362 Park Rd,21829,39.0635,-97.9647,America/New_York,50
8414,6414,1451 Hill St,57408,39.6306,-99.5243,America/New_York,76
8415,6415,2700 Elm Ct,84930,39.8673,-99.2301,America/New_York,5
8416,6416,9310 Main St,47003,40.2514,-98.887,America/New_York,78
8417,6417,4144 Oak Blvd,95905,39.371,-97.2522,America/New_York,132
8418,6418,5324 Pine Way,11069,39.8971,-99.2136,America/New_York,34
8419,6419,9738 Oak Ave,36731,41.3538,-75.4275,America/New_York,47
8420,6420,3822 Pine Pl,58088,39.8157,-98.0634,America/New_York,95
8421,6421,3312 Cedar Way,33055,38.8255,-99.2838,America/New_York,86
8422,6422,8960 Washington Ave,34332,39.7253,-98.4955,America/New_York,93
8423,6423,4758 Maple Ave,25269,41.2258,-98.3207,America/New_York,36
8424,6424,2711 Park Ave,36714,41.8009,-89.9224,America/New_York,106
8425,6425,3667 Main Ave,48010,38.2414,-99.2461,America/New_York,67
8426,6426,9183 Main Blvd,91011,40.4513,-96.9451,America/New_York,6
8427,6427,832 Hill Pl,94505,38.8743,-98.7185,America/New_York,27
8428,6428,1151 Park Way,98791,38.5648,-99.7993,America/New_York,126
8429,6429,5906 Maple Dr,25337,40.0747,-98.1716,America/New_York,38
8430,6430,9433 Park St,77257,39.5084,-99.47,America/New_York,124
8431,6431,3555 Cedar Ln,61452,41.6615,-89.3888,America/New_York,106
8432,6432,3390 Oak Ct,29871,39.9269,-99.5136,America/New_York,32
8433,6433,6533 Lake St,49373,39.3476,-98.1169,America/New_York,141
8434,6434,1134 Lake Ave,11487,39.7617,-98.2263,America/New_York,5
8435,6435,8977 Park Ave,91052,39.8956,-99.2544,America/New_York,103
8436,6436,7851 Pine St,52081,28.1523,-81.6693,America/New_York,48
8437,6437,3919 Cedar Blvd,13004,36.9636,-119.36,America/New_York,29
8438,6438,4318 Park Ln,66342,38.4814,-99.4042,America/New_York,50
8439,6439,1256 Pine Pl,72226,35.0069,-118.7639,America/New_York,49
8440,6440,951 Lake Ct,55449,40.1621,-97.6752,America/New_York,20
8441,6441,5868 River Ct,29926,39.7454,-100.0565,America/New_York,98
8442,6442,6183 Cedar Ave,61691,38.6786,-98.2137,America/New_York,16
8443,6443,8151 River Pl,20070,36.8867,-119.5961,America/New_York,138
8444,6444,899 Elm Ct,14060,42.4608,-74.9388,America/New_York,125
8445,6445,6212 Cedar St,65643,39.5966,-98.8613,America/New_York,17
8446,6446,373 Main Ln,87831,40.2856,-98.6946,America/New_York,81
8447,6447,6597 Park Way,62063,38.4355,-98.9668,America/New_York,129
8448,6448,4024 Maple Dr,38599,39.2212,-97.5548,America/New_York,75
8449,6449,972 Main Ct,24168,39.4662,-98.4989,America/New_York,96
8450,6450,5215 Hill St,13463,38.5011,-97.7216,America/New_York,121
8451,6451,1077 Pine St,83326,38.9784,-98.43,America/New_York,3
8452,6452,4091 Maple Dr,49091,40.6841,-97.943,America/New_York,74
8453,6453,6656 Elm Pl,74345,38.1974,-99.7656,America/New_York,139
8454,6454,8876 Hill Pl,35257,39.4486,-99.3202,America/New_York,58
8455,6455,2804 Cedar Ct,53916,40.0188,-98.3162,America/New_York,60
8456,6456,86 Park Ct,34445,39.6323,-98.9154,America/New_York,60
8457,6457,5326 Hill Blvd,99901,41.7426,-86.712,America/New_York,101
8458,6458,5533 Pine Ln,51466,39.2771,-98.0676,America/New_York,113
8459,6459,1874 Park Way,13136,28.0723,-81.968,America/New_York,40
8460,6460,8510 Maple Dr,66146,38.8343,-99.218,America/New_York,45
8461,6461,9189 Cedar Pl,74099,38.5915,-98.0258,America/New_York,132
