PaymentMethodKey,CardID,CustomerKey,CardNetwork,CardSubtype,CardExpiryDate,IssuingCountry,IsActive
5161,3661,4314,Visa,credit,2028-09-01,US,1
5162,3662,4314,Visa,credit,2027-10-01,US,1
5163,3663,4315,Debit Card,debit,2027-06-01,US,1
5164,3664,4316,Visa,credit,2030-01-01,US,1
5165,3665,4317,Visa,credit,2027-06-01,US,1
5166,3666,4318,Visa,credit,2028-12-01,US,1
5167,3667,4319,Visa,credit,2029-10-01,US,1
5168,3668,4320,Visa,credit,2029-07-01,US,1
5169,3669,4321,Mastercard,credit,2029-10-01,US,1
5170,3670,4322,PayPal,digital_wallet,,US,1
5171,3671,4323,Visa,credit,2029-07-01,US,1
5172,3672,4324,PayPal,digital_wallet,,US,1
5173,3673,4325,Visa,credit,2030-08-01,US,1
5174,3674,4326,Visa,credit,2028-05-01,US,1
5175,3675,4327,Visa,credit,2028-08-01,US,1
5176,3676,4328,Mastercard,credit,2028-07-01,US,1
5177,3677,4328,Mastercard,credit,2030-02-01,US,1
5178,3678,4329,Visa,credit,2030-03-01,US,1
5179,3679,4330,Debit Card,debit,2029-10-01,US,1
5180,3680,4331,PayPal,digital_wallet,,US,1
5181,3681,4332,Mastercard,credit,2030-07-01,US,1
5182,3682,4333,PayPal,digital_wallet,,US,1
5183,3683,4334,JCB,credit,2028-02-01,US,1
5184,3684,4334,Visa,credit,2031-01-01,US,1
5185,3685,4335,Mastercard,credit,2030-11-01,US,1
5186,3686,4335,Visa,credit,2030-01-01,US,1
5187,3687,4336,Visa,credit,2031-02-01,US,1
5188,3688,4337,Debit Card,debit,2027-09-01,US,1
5189,3689,4338,Visa,credit,2028-10-01,US,1
5190,3690,4339,Visa,credit,2028-08-01,US,1
5191,3691,4340,Visa,credit,2030-01-01,US,1
5192,3692,4341,Mastercard,credit,2028-04-01,US,1
5193,3693,4342,Mastercard,credit,2030-02-01,US,1
5194,3694,4343,Visa,credit,2030-09-01,US,1
5195,3695,4344,Visa,credit,2030-01-01,US,1
5196,3696,4344,PayPal,digital_wallet,,US,1
5197,3697,4345,American Express,credit,2029-08-01,US,1
5198,3698,4345,Mastercard,credit,2028-05-01,US,1
5199,3699,4346,Visa,credit,2028-06-01,US,1
5200,3700,4346,Visa,credit,2030-07-01,US,1
5201,3701,4347,JCB,credit,2030-02-01,US,1
5202,3702,4348,Visa,credit,2029-04-01,US,1
5203,3703,4349,Mastercard,credit,2028-11-01,US,1
5204,3704,4350,Visa,credit,2027-04-01,US,1
5205,3705,4351,JCB,credit,2028-04-01,US,1
5206,3706,4351,Visa,credit,2031-03-01,US,1
5207,3707,4352,Mastercard,credit,2028-01-01,US,1
5208,3708,4353,Visa,credit,2029-07-01,US,1
5209,3709,4354,Visa,credit,2030-05-01,US,1
5210,3710,4355,Debit Card,debit,2028-01-01,US,1
5211,3711,4355,Mastercard,credit,2029-07-01,US,1
5212,3712,4356,Visa,credit,2030-04-01,US,1
5213,3713,4356,Visa,credit,2029-05-01,US,1
5214,3714,4357,Mastercard,credit,2032-03-01,US,1
5215,3715,4357,Visa,credit,2027-08-01,US,1
5216,3716,4358,American Express,credit,2030-05-01,US,1
5217,3717,4359,Debit Card,debit,2029-02-01,US,0
5218,3718,4360,PayPal,digital_wallet,,US,1
5219,3719,4360,PayPal,digital_wallet,,US,1
5220,3720,4361,Visa,credit,2030-02-01,US,0
5221,3721,4362,PayPal,digital_wallet,,US,1
5222,3722,4363,Discover,credit,2029-10-01,US,1
5223,3723,4363,American Express,credit,2028-08-01,US,1
5224,3724,4364,American Express,credit,2029-07-01,US,1
5225,3725,4364,Visa,credit,2027-06-01,US,1
5226,3726,4365,Visa,credit,2029-12-01,US,1
5227,3727,4366,Visa,credit,2029-08-01,US,1
5228,3728,4367,Visa,credit,2029-12-01,US,1
5229,3729,4368,PayPal,digital_wallet,,US,1
5230,3730,4369,PayPal,digital_wallet,,US,1
5231,3731,4369,Mastercard,credit,2030-05-01,US,1
5232,3732,4370,Visa,credit,2029-09-01,US,1
5233,3733,4371,Mastercard,credit,2029-06-01,US,1
5234,3734,4372,Debit Card,debit,2028-06-01,US,1
5235,3735,4373,American Express,credit,2028-08-01,US,1
5236,3736,4374,Discover,credit,2030-07-01,US,1
5237,3737,4375,American Express,credit,2030-10-01,US,0
5238,3738,4376,Mastercard,credit,2029-02-01,US,1
5239,3739,4377,JCB,credit,2029-05-01,US,1
5240,3740,4378,Mastercard,credit,2028-06-01,US,1
5241,3741,4378,American Express,credit,2030-07-01,US,1
5242,3742,4379,Visa,credit,2029-12-01,US,1
5243,3743,4379,PayPal,digital_wallet,,US,1
5244,3744,4380,Visa,credit,2031-04-01,US,1
5245,3745,4380,PayPal,digital_wallet,,US,1
5246,3746,4380,PayPal,digital_wallet,,US,1
5247,3747,4381,Debit Card,debit,2028-06-01,US,1
5248,3748,4381,Debit Card,debit,2028-12-01,US,1
5249,3749,4382,American Express,credit,2029-07-01,US,0
5250,3750,4383,Visa,credit,2029-12-01,US,1
5251,3751,4384,American Express,credit,2029-02-01,US,1
5252,3752,4385,Visa,credit,2028-06-01,US,1
5253,3753,4386,Mastercard,credit,2030-03-01,US,1
5254,3754,4387,Mastercard,credit,2030-01-01,US,1
5255,3755,4388,PayPal,digital_wallet,,US,1
5256,3756,4389,Mastercard,credit,2028-06-01,US,1
5257,3757,4389,PayPal,digital_wallet,,US,1
5258,3758,4390,Visa,credit,2030-09-01,US,1
5259,3759,4390,Mastercard,credit,2030-07-01,US,1
5260,3760,4391,Discover,credit,2029-06-01,US,1
5261,3761,4392,Debit Card,debit,2029-05-01,US,1
5262,3762,4393,Visa,credit,2029-11-01,US,1
5263,3763,4394,Visa,credit,2028-06-01,US,1
5264,3764,4394,Visa,credit,2029-05-01,US,1
5265,3765,4395,Visa,credit,2027-03-01,US,1
5266,3766,4396,Visa,credit,2030-03-01,US,1
5267,3767,4397,Visa,credit,2027-10-01,US,1
5268,3768,4398,PayPal,digital_wallet,,US,1
5269,3769,4399,Visa,credit,2030-11-01,US,1
5270,3770,4400,Debit Card,debit,2029-01-01,US,1
5271,3771,4401,Visa,credit,2029-02-01,US,0
5272,3772,4402,Mastercard,credit,2028-09-01,US,1
5273,3773,4403,American Express,credit,2029-01-01,US,1
5274,3774,4403,Visa,credit,2030-10-01,US,1
5275,3775,4404,Mastercard,credit,2026-11-01,US,1
5276,3776,4404,Mastercard,credit,2030-08-01,US,1
5277,3777,4405,PayPal,digital_wallet,,US,1
5278,3778,4406,Mastercard,credit,2029-09-01,US,1
5279,3779,4406,American Express,credit,2028-02-01,US,1
5280,3780,4407,PayPal,digital_wallet,,US,1
5281,3781,4408,Visa,credit,2028-04-01,US,1
5282,3782,4409,PayPal,digital_wallet,,US,1
5283,3783,4410,Visa,credit,2031-01-01,US,1
5284,3784,4411,Visa,credit,2028-05-01,US,1
5285,3785,4412,Mastercard,credit,2028-03-01,US,1
5286,3786,4413,Visa,credit,2030-06-01,US,1
5287,3787,4413,Discover,credit,2029-09-01,US,1
5288,3788,4413,Visa,credit,2028-05-01,US,1
5289,3789,4414,Visa,credit,2029-07-01,US,1
5290,3790,4415,American Express,credit,2028-04-01,US,1
5291,3791,4416,Mastercard,credit,2030-06-01,US,1
5292,3792,4417,Debit Card,debit,2030-05-01,US,1
5293,3793,4418,Mastercard,credit,2029-11-01,US,1
5294,3794,4419,Mastercard,credit,2029-09-01,US,1
5295,3795,4420,Mastercard,credit,2031-02-01,US,1
5296,3796,4421,Visa,credit,2029-04-01,US,1
5297,3797,4421,PayPal,digital_wallet,,US,1
5298,3798,4421,American Express,credit,2028-02-01,US,1
5299,3799,4422,Mastercard,credit,2029-10-01,US,1
5300,3800,4422,Visa,credit,2031-06-01,US,1
5301,3801,4423,JCB,credit,2028-04-01,US,1
5302,3802,4424,Visa,credit,2028-12-01,US,1
5303,3803,4424,JCB,credit,2029-09-01,US,1
5304,3804,4425,Visa,credit,2029-04-01,US,1
5305,3805,4425,Visa,credit,2028-05-01,US,1
5306,3806,4426,PayPal,digital_wallet,,US,1
5307,3807,4427,American Express,credit,2030-06-01,US,1
5308,3808,4427,Visa,credit,2031-08-01,US,1
5309,3809,4428,Visa,credit,2029-07-01,US,1
5310,3810,4428,Debit Card,debit,2028-06-01,US,1
5311,3811,4428,Visa,credit,2027-10-01,US,1
5312,3812,4429,Mastercard,credit,2029-08-01,US,1
5313,3813,4430,Visa,credit,2030-06-01,US,1
5314,3814,4431,Mastercard,credit,2029-10-01,US,1
5315,3815,4431,Debit Card,debit,2029-04-01,US,1
5316,3816,4432,Visa,credit,2028-09-01,US,1
5317,3817,4433,Visa,credit,2028-03-01,US,1
5318,3818,4434,Mastercard,credit,2030-03-01,US,1
5319,3819,4435,Visa,credit,2030-03-01,US,1
5320,3820,4436,Visa,credit,2027-10-01,US,1
5321,3821,4437,PayPal,digital_wallet,,US,1
5322,3822,4438,Mastercard,credit,2030-12-01,US,1
5323,3823,4438,Mastercard,credit,2029-11-01,US,1
5324,3824,4439,Mastercard,credit,2030-09-01,US,1
5325,3825,4440,JCB,credit,2027-12-01,US,1
5326,3826,4440,Visa,credit,2027-12-01,US,1
5327,3827,4441,American Express,credit,2029-03-01,US,1
5328,3828,4441,Visa,credit,2029-11-01,US,1
5329,3829,4442,Discover,credit,2031-02-01,US,1
5330,3830,4443,Visa,credit,2030-01-01,US,1
5331,3831,4444,Visa,credit,2029-02-01,US,1
5332,3832,4445,Visa,credit,2028-04-01,US,1
5333,3833,4446,Visa,credit,2030-07-01,US,1
5334,3834,4446,Mastercard,credit,2028-05-01,US,1
5335,3835,4446,Visa,credit,2030-12-01,US,1
5336,3836,4447,Mastercard,credit,2029-01-01,US,1
5337,3837,4447,Discover,credit,2030-12-01,US,1
5338,3838,4448,Visa,credit,2030-01-01,US,1
5339,3839,4449,Visa,credit,2029-03-01,US,1
5340,3840,4450,Visa,credit,2028-10-01,US,1
5341,3841,4451,JCB,credit,2028-12-01,US,1
5342,3842,4452,Discover,credit,2029-10-01,US,1
5343,3843,4453,Mastercard,credit,2029-05-01,US,1
5344,3844,4454,Visa,credit,2028-09-01,US,1
5345,3845,4455,PayPal,digital_wallet,,US,1
5346,3846,4456,Debit Card,debit,2029-03-01,US,1
5347,3847,4457,American Express,credit,2029-05-01,US,1
5348,3848,4458,PayPal,digital_wallet,,US,1
5349,3849,4459,Mastercard,credit,2027-03-01,US,1
5350,3850,4460,Visa,credit,2029-10-01,US,1
5351,3851,4460,Debit Card,debit,2028-05-01,US,1
5352,3852,4461,Mastercard,credit,2028-03-01,US,1
5353,3853,4462,PayPal,digital_wallet,,US,1
5354,3854,4463,PayPal,digital_wallet,,US,1
5355,3855,4464,American Express,credit,2027-08-01,US,1
5356,3856,4465,Visa,credit,2027-07-01,US,1
5357,3857,4466,Debit Card,debit,2027-12-01,US,1
5358,3858,4467,Mastercard,credit,2028-08-01,US,1
5359,3859,4468,Visa,credit,2031-04-01,US,1
5360,3860,4468,Visa,credit,2028-10-01,US,1
5361,3861,4469,Visa,credit,2029-07-01,US,1
5362,3862,4469,Visa,credit,2029-09-01,US,1
5363,3863,4470,Debit Card,debit,2029-06-01,US,1
5364,3864,4471,Visa,credit,2029-04-01,US,1
5365,3865,4471,Debit Card,debit,2028-02-01,US,1
5366,3866,4472,Visa,credit,2030-10-01,US,1
5367,3867,4473,Debit Card,debit,2031-02-01,US,1
5368,3868,4474,Mastercard,credit,2027-08-01,US,1
5369,3869,4475,Visa,credit,2028-04-01,US,1
5370,3870,4476,Debit Card,debit,2029-01-01,US,1
5371,3871,4476,Mastercard,credit,2028-05-01,US,1
5372,3872,4477,American Express,credit,2029-11-01,US,1
5373,3873,4478,American Express,credit,2028-08-01,US,1
5374,3874,4479,Visa,credit,2031-06-01,US,1
5375,3875,4480,Visa,credit,2030-07-01,US,1
5376,3876,4481,Debit Card,debit,2029-07-01,US,1
5377,3877,4482,Mastercard,credit,2030-05-01,US,1
5378,3878,4483,Mastercard,credit,2030-06-01,US,1
5379,3879,4484,Visa,credit,2028-10-01,US,1
5380,3880,4485,PayPal,digital_wallet,,US,1
5381,3881,4486,Visa,credit,2028-07-01,US,1
5382,3882,4486,Visa,credit,2029-05-01,US,1
5383,3883,4487,Mastercard,credit,2030-03-01,US,1
5384,3884,4488,Debit Card,debit,2029-06-01,US,0
5385,3885,4488,JCB,credit,2027-10-01,US,1
5386,3886,4489,American Express,credit,2028-07-01,US,1
5387,3887,4490,Mastercard,credit,2029-04-01,US,1
5388,3888,4491,Visa,credit,2029-04-01,US,1
5389,3889,4492,Debit Card,debit,2031-04-01,US,1
5390,3890,4493,Visa,credit,2027-12-01,US,1
5391,3891,4494,American Express,credit,2029-11-01,US,1
5392,3892,4495,PayPal,digital_wallet,,US,1
5393,3893,4496,American Express,credit,2030-10-01,US,1
5394,3894,4497,Visa,credit,2031-08-01,US,1
5395,3895,4498,PayPal,digital_wallet,,US,1
5396,3896,4499,Visa,credit,2028-12-01,US,1
5397,3897,4500,JCB,credit,2029-10-01,US,1
5398,3898,4501,Mastercard,credit,2029-11-01,US,1
5399,3899,4502,Visa,credit,2029-07-01,US,1
5400,3900,4502,Mastercard,credit,2029-03-01,US,1
5401,3901,4503,American Express,credit,2029-10-01,US,1
5402,3902,4503,Visa,credit,2026-10-01,US,1
5403,3903,4503,Visa,credit,2030-01-01,US,1
5404,3904,4504,Mastercard,credit,2029-06-01,US,1
5405,3905,4505,American Express,credit,2029-02-01,US,1
5406,3906,4506,Visa,credit,2031-05-01,US,1
5407,3907,4507,Mastercard,credit,2028-08-01,US,1
5408,3908,4507,Mastercard,credit,2028-12-01,US,0
5409,3909,4508,American Express,credit,2031-04-01,US,1
5410,3910,4509,PayPal,digital_wallet,,US,1
5411,3911,4510,Visa,credit,2028-07-01,US,1
5412,3912,4511,Visa,credit,2028-10-01,US,1
5413,3913,4512,Visa,credit,2029-03-01,US,1
5414,3914,4513,American Express,credit,2030-03-01,US,1
5415,3915,4514,Discover,credit,2029-07-01,US,1
5416,3916,4515,Debit Card,debit,2028-01-01,US,1
5417,3917,4516,Visa,credit,2028-10-01,US,1
5418,3918,4516,Mastercard,credit,2028-09-01,US,1
5419,3919,4517,Visa,credit,2029-04-01,US,1
5420,3920,4517,JCB,credit,2029-10-01,US,1
5421,3921,4518,Debit Card,debit,2029-10-01,US,1
5422,3922,4519,Visa,credit,2027-07-01,US,1
5423,3923,4520,Visa,credit,2030-05-01,US,1
5424,3924,4520,Visa,credit,2029-08-01,US,1
5425,3925,4521,Mastercard,credit,2030-09-01,US,1
5426,3926,4521,Visa,credit,2029-10-01,US,1
5427,3927,4522,Visa,credit,2030-06-01,US,1
5428,3928,4522,Visa,credit,2029-10-01,US,1
5429,3929,4523,Mastercard,credit,2030-09-01,US,1
5430,3930,4524,Visa,credit,2029-11-01,US,1
5431,3931,4525,PayPal,digital_wallet,,US,1
5432,3932,4525,American Express,credit,2029-03-01,US,1
5433,3933,4526,Visa,credit,2031-08-01,US,0
5434,3934,4526,Visa,credit,2030-03-01,US,1
5435,3935,4527,Debit Card,debit,2029-11-01,US,1
5436,3936,4528,Visa,credit,2028-01-01,US,1
5437,3937,4529,Mastercard,credit,2028-01-01,US,1
5438,3938,4530,Mastercard,credit,2029-08-01,US,1
5439,3939,4531,PayPal,digital_wallet,,US,1
5440,3940,4532,Mastercard,credit,2029-06-01,US,1
5441,3941,4533,PayPal,digital_wallet,,US,1
5442,3942,4533,Visa,credit,2028-09-01,US,1
5443,3943,4534,Visa,credit,2029-06-01,US,1
5444,3944,4535,PayPal,digital_wallet,,US,1
5445,3945,4535,PayPal,digital_wallet,,US,1
5446,3946,4536,Visa,credit,2030-12-01,US,1
5447,3947,4537,Mastercard,credit,2030-01-01,US,1
5448,3948,4538,Visa,credit,2028-03-01,US,1
5449,3949,4538,American Express,credit,2029-03-01,US,1
5450,3950,4539,Mastercard,credit,2028-07-01,US,1
5451,3951,4540,Visa,credit,2028-12-01,US,1
5452,3952,4541,Mastercard,credit,2028-12-01,US,1
5453,3953,4541,PayPal,digital_wallet,,US,1
5454,3954,4542,Debit Card,debit,2028-11-01,US,1
5455,3955,4543,Visa,credit,2028-01-01,US,1
5456,3956,4543,PayPal,digital_wallet,,US,1
5457,3957,4544,American Express,credit,2029-03-01,US,1
5458,3958,4545,PayPal,digital_wallet,,US,1
5459,3959,4545,Visa,credit,2028-10-01,US,1
5460,3960,4546,Visa,credit,2026-06-01,US,1
5461,3961,4547,Visa,credit,2031-05-01,US,1
5462,3962,4547,Visa,credit,2030-06-01,US,1
5463,3963,4547,PayPal,digital_wallet,,US,1
5464,3964,4548,Visa,credit,2028-12-01,US,1
5465,3965,4549,Mastercard,credit,2029-05-01,US,1
5466,3966,4550,Visa,credit,2028-02-01,US,1
5467,3967,4551,Visa,credit,2031-01-01,US,1
5468,3968,4551,Mastercard,credit,2031-03-01,US,1
5469,3969,4552,Mastercard,credit,2029-06-01,US,1
5470,3970,4552,PayPal,digital_wallet,,US,1
5471,3971,4553,JCB,credit,2030-05-01,US,1
5472,3972,4554,JCB,credit,2029-07-01,US,1
5473,3973,4554,Debit Card,debit,2027-12-01,US,1
5474,3974,4555,Visa,credit,2028-12-01,US,0
5475,3975,4555,Debit Card,debit,2029-06-01,US,1
5476,3976,4556,Mastercard,credit,2028-11-01,US,1
5477,3977,4556,Visa,credit,2029-02-01,US,1
5478,3978,4557,JCB,credit,2029-03-01,US,1
5479,3979,4557,Visa,credit,2029-04-01,US,1
5480,3980,4558,Discover,credit,2029-05-01,US,1
5481,3981,4558,JCB,credit,2028-04-01,US,1
5482,3982,4559,Mastercard,credit,2028-08-01,US,1
5483,3983,4559,Visa,credit,2028-01-01,US,1
5484,3984,4560,Visa,credit,2030-04-01,US,1
5485,3985,4560,Debit Card,debit,2027-03-01,US,1
5486,3986,4561,Visa,credit,2030-06-01,US,1
5487,3987,4561,PayPal,digital_wallet,,US,1
5488,3988,4562,Visa,credit,2030-09-01,US,1
5489,3989,4563,Visa,credit,2029-01-01,US,0
5490,3990,4564,Visa,credit,2026-09-01,US,1
5491,3991,4565,American Express,credit,2028-12-01,US,1
5492,3992,4566,PayPal,digital_wallet,,US,1
5493,3993,4566,PayPal,digital_wallet,,US,1
5494,3994,4567,PayPal,digital_wallet,,US,1
5495,3995,4567,PayPal,digital_wallet,,US,1
5496,3996,4568,Mastercard,credit,2029-04-01,US,1
5497,3997,4569,Debit Card,debit,2028-04-01,US,1
5498,3998,4569,Visa,credit,2028-10-01,US,1
5499,3999,4570,Visa,credit,2030-11-01,US,1
5500,4000,4571,Visa,credit,2029-12-01,US,1
5501,4001,4572,Visa,credit,2028-05-01,US,1
5502,4002,4573,Visa,credit,2027-09-01,US,1
5503,4003,4574,Discover,credit,2029-01-01,US,1
5504,4004,4575,Visa,credit,2029-02-01,US,0
5505,4005,4576,American Express,credit,2029-10-01,US,0
5506,4006,4577,Mastercard,credit,2028-10-01,US,1
5507,4007,4578,Mastercard,credit,2029-11-01,US,1
5508,4008,4578,Mastercard,credit,2031-04-01,US,1
5509,4009,4579,Visa,credit,2030-02-01,US,1
5510,4010,4580,Visa,credit,2029-04-01,US,0
5511,4011,4581,Visa,credit,2029-02-01,US,1
5512,4012,4582,Mastercard,credit,2028-12-01,US,1
5513,4013,4582,Visa,credit,2030-07-01,US,1
5514,4014,4583,American Express,credit,2028-09-01,US,1
5515,4015,4584,Mastercard,credit,2029-05-01,US,0
5516,4016,4585,American Express,credit,2029-05-01,US,1
5517,4017,4585,Mastercard,credit,2028-10-01,US,1
5518,4018,4586,Visa,credit,2027-12-01,US,1
5519,4019,4587,Visa,credit,2029-08-01,US,1
5520,4020,4588,American Express,credit,2029-04-01,US,1
5521,4021,4589,American Express,credit,2029-11-01,US,1
5522,4022,4590,Mastercard,credit,2028-10-01,US,1
5523,4023,4591,American Express,credit,2030-07-01,US,1
5524,4024,4591,Mastercard,credit,2028-06-01,US,1
5525,4025,4592,Visa,credit,2031-01-01,US,1
5526,4026,4592,Discover,credit,2027-08-01,US,1
5527,4027,4593,Visa,credit,2029-10-01,US,0
5528,4028,4593,Discover,credit,2029-10-01,US,1
5529,4029,4593,Visa,credit,2028-07-01,US,1
5530,4030,4594,Visa,credit,2029-10-01,US,1
5531,4031,4595,JCB,credit,2030-08-01,US,1
5532,4032,4595,Visa,credit,2027-02-01,US,1
5533,4033,4596,Visa,credit,2029-11-01,US,1
5534,4034,4597,Visa,credit,2026-11-01,US,1
5535,4035,4598,Mastercard,credit,2028-05-01,US,1
5536,4036,4599,Mastercard,credit,2030-12-01,US,1
5537,4037,4600,Visa,credit,2028-10-01,US,1
5538,4038,4601,Debit Card,debit,2028-02-01,US,1
5539,4039,4602,PayPal,digital_wallet,,US,1
5540,4040,4603,Visa,credit,2029-02-01,US,1
5541,4041,4604,Mastercard,credit,2031-05-01,US,1
5542,4042,4605,Visa,credit,2027-07-01,US,1
5543,4043,4606,Mastercard,credit,2028-04-01,US,1
5544,4044,4607,Visa,credit,2030-10-01,US,1
5545,4045,4608,Debit Card,debit,2031-03-01,US,0
5546,4046,4608,Visa,credit,2029-03-01,US,1
5547,4047,4609,American Express,credit,2028-02-01,US,1
5548,4048,4609,Visa,credit,2031-06-01,US,1
5549,4049,4610,American Express,credit,2030-12-01,US,1
5550,4050,4611,Mastercard,credit,2030-01-01,US,1
5551,4051,4612,Debit Card,debit,2028-07-01,US,1
5552,4052,4613,Visa,credit,2029-04-01,US,1
5553,4053,4614,Visa,credit,2029-03-01,US,1
5554,4054,4615,Mastercard,credit,2029-08-01,US,1
5555,4055,4615,Visa,credit,2030-10-01,US,1
5556,4056,4616,PayPal,digital_wallet,,US,1
5557,4057,4616,Visa,credit,2030-03-01,US,1
5558,4058,4617,Visa,credit,2028-04-01,US,1
5559,4059,4618,Visa,credit,2030-09-01,US,1
5560,4060,4618,Mastercard,credit,2029-08-01,US,1
5561,4061,4619,Debit Card,debit,2030-01-01,US,0
5562,4062,4619,Visa,credit,2030-10-01,US,1
5563,4063,4620,Mastercard,credit,2028-03-01,US,1
5564,4064,4621,PayPal,digital_wallet,,US,1
5565,4065,4622,Visa,credit,2029-04-01,US,1
5566,4066,4622,Mastercard,credit,2028-10-01,US,1
5567,4067,4623,Visa,credit,2027-10-01,US,1
5568,4068,4624,Visa,credit,2029-09-01,US,1
5569,4069,4625,Visa,credit,2031-11-01,US,1
5570,4070,4626,PayPal,digital_wallet,,US,1
5571,4071,4627,Mastercard,credit,2027-06-01,US,1
5572,4072,4628,PayPal,digital_wallet,,US,1
5573,4073,4629,Mastercard,credit,2029-04-01,US,1
5574,4074,4630,Mastercard,credit,2029-12-01,US,1
5575,4075,4631,Mastercard,credit,2029-06-01,US,0
5576,4076,4632,Mastercard,credit,2029-03-01,US,1
5577,4077,4633,Mastercard,credit,2028-01-01,US,1
5578,4078,4633,PayPal,digital_wallet,,US,1
5579,4079,4634,PayPal,digital_wallet,,US,1
5580,4080,4634,Visa,credit,2029-07-01,US,1
5581,4081,4635,American Express,credit,2028-07-01,US,1
5582,4082,4636,Visa,credit,2027-02-01,US,1
5583,4083,4636,PayPal,digital_wallet,,US,1
5584,4084,4637,Mastercard,credit,2030-07-01,US,1
5585,4085,4638,PayPal,digital_wallet,,US,1
5586,4086,4639,Mastercard,credit,2030-04-01,US,1
5587,4087,4639,Mastercard,credit,2029-05-01,US,1
5588,4088,4640,Visa,credit,2029-07-01,US,1
5589,4089,4641,Visa,credit,2030-05-01,US,1
5590,4090,4641,Mastercard,credit,2029-07-01,US,0
5591,4091,4642,Visa,credit,2030-03-01,US,1
5592,4092,4643,Visa,credit,2029-01-01,US,1
5593,4093,4643,PayPal,digital_wallet,,US,1
5594,4094,4644,Discover,credit,2030-08-01,US,1
5595,4095,4645,Visa,credit,2029-08-01,US,1
5596,4096,4646,Debit Card,debit,2029-07-01,US,1
5597,4097,4647,Mastercard,credit,2028-01-01,US,1
5598,4098,4648,Debit Card,debit,2029-08-01,US,1
5599,4099,4649,Mastercard,credit,2028-07-01,US,1
5600,4100,4650,Mastercard,credit,2028-09-01,US,1
5601,4101,4651,Discover,credit,2028-07-01,US,1
5602,4102,4652,Mastercard,credit,2028-04-01,US,1
5603,4103,4653,Mastercard,credit,2031-06-01,US,1
5604,4104,4654,Mastercard,credit,2030-08-01,US,1
5605,4105,4654,Visa,credit,2031-04-01,US,1
5606,4106,4655,American Express,credit,2028-02-01,US,1
5607,4107,4656,Visa,credit,2029-05-01,US,1
5608,4108,4656,Visa,credit,2028-01-01,US,1
5609,4109,4657,Visa,credit,2028-08-01,US,1
5610,4110,4658,Visa,credit,2028-05-01,US,1
5611,4111,4658,Mastercard,credit,2030-07-01,US,1
5612,4112,4659,Visa,credit,2028-12-01,US,1
5613,4113,4660,PayPal,digital_wallet,,US,1
5614,4114,4661,Visa,credit,2030-05-01,US,1
5615,4115,4661,Visa,credit,2029-12-01,US,1
5616,4116,4662,Visa,credit,2031-08-01,US,1
5617,4117,4663,Discover,credit,2027-11-01,US,0
5618,4118,4664,Mastercard,credit,2030-08-01,US,1
5619,4119,4665,Visa,credit,2030-06-01,US,1
5620,4120,4666,American Express,credit,2028-05-01,US,1
5621,4121,4667,Visa,credit,2030-05-01,US,1
5622,4122,4667,Visa,credit,2029-09-01,US,1
5623,4123,4668,Mastercard,credit,2029-02-01,US,1
5624,4124,4669,Debit Card,debit,2028-07-01,US,1
5625,4125,4670,Debit Card,debit,2028-08-01,US,1
5626,4126,4671,Visa,credit,2031-05-01,US,1
5627,4127,4672,Visa,credit,2029-05-01,US,1
5628,4128,4673,American Express,credit,2030-02-01,US,1
5629,4129,4674,Mastercard,credit,2028-07-01,US,1
5630,4130,4675,PayPal,digital_wallet,,US,1
5631,4131,4676,PayPal,digital_wallet,,US,1
5632,4132,4677,Visa,credit,2028-07-01,US,0
5633,4133,4678,Visa,credit,2030-05-01,US,1
5634,4134,4679,PayPal,digital_wallet,,US,1
5635,4135,4679,Debit Card,debit,2027-12-01,US,1
5636,4136,4680,PayPal,digital_wallet,,US,1
5637,4137,4681,Visa,credit,2028-12-01,US,1
5638,4138,4682,Mastercard,credit,2029-05-01,US,1
5639,4139,4682,Mastercard,credit,2029-06-01,US,1
5640,4140,4683,Visa,credit,2029-02-01,US,1
5641,4141,4683,Mastercard,credit,2029-09-01,US,1
5642,4142,4683,Visa,credit,2030-01-01,US,1
5643,4143,4684,PayPal,digital_wallet,,US,1
5644,4144,4685,Visa,credit,2030-01-01,US,1
5645,4145,4686,Visa,credit,2028-05-01,US,1
5646,4146,4686,Mastercard,credit,2029-01-01,US,1
5647,4147,4687,Visa,credit,2030-07-01,US,1
5648,4148,4688,Mastercard,credit,2030-03-01,US,1
5649,4149,4689,Mastercard,credit,2027-12-01,US,1
5650,4150,4690,Mastercard,credit,2029-09-01,US,1
5651,4151,4691,Visa,credit,2027-05-01,US,1
5652,4152,4691,American Express,credit,2029-05-01,US,1
5653,4153,4691,Mastercard,credit,2031-03-01,US,1
5654,4154,4692,Visa,credit,2028-05-01,US,1
5655,4155,4693,Mastercard,credit,2028-06-01,US,1
5656,4156,4694,Mastercard,credit,2030-02-01,US,1
5657,4157,4695,American Express,credit,2027-10-01,US,1
5658,4158,4696,Mastercard,credit,2028-09-01,US,1
5659,4159,4697,JCB,credit,2029-12-01,US,1
5660,4160,4697,Mastercard,credit,2028-09-01,US,1
5661,4161,4698,PayPal,digital_wallet,,US,1
5662,4162,4699,Visa,credit,2029-02-01,US,1
5663,4163,4700,Visa,credit,2030-01-01,US,1
5664,4164,4701,Visa,credit,2029-10-01,US,1
5665,4165,4702,Visa,credit,2029-08-01,US,1
5666,4166,4703,PayPal,digital_wallet,,US,1
5667,4167,4704,Mastercard,credit,2028-12-01,US,1
